Evidence_ID,FIR_ID,Evidence_Type,Description,Location
2326,2743,Weapon,Poison,
2327,2744,Weapon,Blunt Object,
2328,2745,Weapon,Other,
2329,2746,Weapon,Other,
2330,2747,Weapon,Explosives,
2331,2748,Weapon,Poison,
2332,2749,Weapon,Explosives,
2333,2750,Weapon,Firearm,
2334,2751,Weapon,Knife,
2335,2752,Weapon,Knife,
2336,2753,Weapon,Blunt Object,
2337,2754,Weapon,Other,
2338,2758,Weapon,Firearm,
2339,2759,Weapon,Other,
2340,2760,Weapon,Explosives,
2341,2761,Weapon,Explosives,
2342,2762,Weapon,Blunt Object,
2343,2763,Weapon,Other,
2344,2764,Weapon,Explosives,
2345,2766,Weapon,Explosives,
2346,2767,Weapon,Blunt Object,
2347,2768,Weapon,Poison,
2348,2769,Weapon,Knife,
2349,2770,Weapon,Explosives,
2350,2773,Weapon,Poison,
2351,2774,Weapon,Knife,
2352,2775,Weapon,Explosives,
2353,2776,Weapon,Other,
2354,2777,Weapon,Blunt Object,
2355,2778,Weapon,Poison,
2356,2779,Weapon,Explosives,
2357,2780,Weapon,Firearm,
2358,2782,Weapon,Knife,
2359,2783,Weapon,Other,
2360,2784,Weapon,Blunt Object,
2361,2785,Weapon,Firearm,
2362,2786,Weapon,Explosives,
2363,2787,Weapon,Other,
2364,2788,Weapon,Knife,
2365,2789,Weapon,Blunt Object,
2366,2790,Weapon,Knife,
2367,2791,Weapon,Other,
2368,2792,Weapon,Firearm,
2369,2793,Weapon,Other,
2370,2795,Weapon,Firearm,
2371,2796,Weapon,Knife,
2372,2797,Weapon,Poison,
2373,2799,Weapon,Firearm,
2374,2800,Weapon,Knife,
2375,2801,Weapon,Firearm,
2376,2802,Weapon,Knife,
2377,2803,Weapon,Knife,
2378,2804,Weapon,Blunt Object,
2379,2805,Weapon,Poison,
2380,2806,Weapon,Firearm,
2381,2807,Weapon,Poison,
2382,2809,Weapon,Knife,
2383,2810,Weapon,Poison,
2384,2812,Weapon,Poison,
2385,2813,Weapon,Knife,
2386,2814,Weapon,Firearm,
2387,2815,Weapon,Other,
2388,2816,Weapon,Knife,
2389,2817,Weapon,Poison,
2390,2818,Weapon,Other,
2391,2819,Weapon,Knife,
2392,2820,Weapon,Other,
2393,2821,Weapon,Knife,
2394,2822,Weapon,Other,
2395,2823,Weapon,Firearm,
2396,2824,Weapon,Poison,
2397,2825,Weapon,Firearm,
2398,2826,Weapon,Explosives,
2399,2827,Weapon,Blunt Object,
2400,2828,Weapon,Poison,
2401,2829,Weapon,Knife,
2402,2830,Weapon,Other,
2403,2831,Weapon,Poison,
2404,2833,Weapon,Poison,
2405,2834,Weapon,Other,
2406,2835,Weapon,Firearm,
2407,2836,Weapon,Knife,
2408,2837,Weapon,Knife,
2409,2839,Weapon,Explosives,
2410,2840,Weapon,Blunt Object,
2411,2841,Weapon,Knife,
2412,2842,Weapon,Explosives,
2413,2843,Weapon,Other,
2414,2845,Weapon,Knife,
2415,2846,Weapon,Firearm,
2416,2848,Weapon,Blunt Object,
2417,2849,Weapon,Firearm,
2418,2850,Weapon,Knife,
2419,2851,Weapon,Other,
2420,2852,Weapon,Other,
2421,2853,Weapon,Firearm,
2422,2854,Weapon,Knife,
2423,2855,Weapon,Knife,
2424,2856,Weapon,Firearm,
2425,2857,Weapon,Knife,
2426,2858,Weapon,Knife,
2427,2859,Weapon,Poison,
2428,2860,Weapon,Poison,
2429,2861,Weapon,Poison,
2430,2864,Weapon,Firearm,
2431,2865,Weapon,Firearm,
2432,2866,Weapon,Knife,
2433,2868,Weapon,Poison,
2434,2869,Weapon,Poison,
2435,2870,Weapon,Other,
2436,2871,Weapon,Knife,
2437,2873,Weapon,Knife,
2438,2874,Weapon,Other,
2439,2875,Weapon,Blunt Object,
2440,2876,Weapon,Blunt Object,
2441,2877,Weapon,Other,
2442,2878,Weapon,Explosives,
2443,2879,Weapon,Explosives,
2444,2880,Weapon,Explosives,
2445,2881,Weapon,Poison,
2446,2882,Weapon,Knife,
2447,2883,Weapon,Explosives,
2448,2884,Weapon,Poison,
2449,2885,Weapon,Firearm,
2450,2886,Weapon,Other,
2451,2887,Weapon,Other,
2452,2888,Weapon,Blunt Object,
2453,2889,Weapon,Knife,
2454,2890,Weapon,Blunt Object,
2455,2891,Weapon,Poison,
2456,2893,Weapon,Blunt Object,
2457,2894,Weapon,Poison,
2458,2895,Weapon,Explosives,
2459,2896,Weapon,Firearm,
2460,2897,Weapon,Explosives,
2461,2899,Weapon,Poison,
2462,2900,Weapon,Blunt Object,
2463,2901,Weapon,Explosives,
2464,2902,Weapon,Blunt Object,
2465,2903,Weapon,Blunt Object,
2466,2904,Weapon,Other,
2467,2905,Weapon,Explosives,
2468,2906,Weapon,Explosives,
2469,2908,Weapon,Knife,
2470,2909,Weapon,Knife,
2471,2910,Weapon,Blunt Object,
2472,2912,Weapon,Firearm,
2473,2913,Weapon,Poison,
2474,2914,Weapon,Knife,
2475,2915,Weapon,Blunt Object,
2476,2916,Weapon,Knife,
2477,2917,Weapon,Poison,
2478,2919,Weapon,Explosives,
2479,2920,Weapon,Blunt Object,
2480,2921,Weapon,Other,
2481,2922,Weapon,Explosives,
2482,2923,Weapon,Firearm,
2483,2924,Weapon,Firearm,
2484,2925,Weapon,Poison,
2485,2926,Weapon,Firearm,
2486,2927,Weapon,Other,
2487,2928,Weapon,Knife,
2488,2929,Weapon,Other,
2489,2930,Weapon,Firearm,
2490,2931,Weapon,Blunt Object,
2491,2932,Weapon,Poison,
2492,2933,Weapon,Other,
2493,2934,Weapon,Knife,
2494,2935,Weapon,Blunt Object,
2495,2936,Weapon,Firearm,
2496,2937,Weapon,Explosives,
2497,2938,Weapon,Blunt Object,
2498,2940,Weapon,Blunt Object,
2499,2941,Weapon,Firearm,
2500,2942,Weapon,Firearm,
2501,2943,Weapon,Blunt Object,
2502,2945,Weapon,Blunt Object,
2503,2947,Weapon,Explosives,
2504,2948,Weapon,Knife,
2505,2949,Weapon,Firearm,
2506,2950,Weapon,Blunt Object,
2507,2952,Weapon,Other,
2508,2953,Weapon,Explosives,
2509,2954,Weapon,Blunt Object,
2510,2955,Weapon,Explosives,
2511,2956,Weapon,Explosives,
2512,2958,Weapon,Firearm,
2513,2959,Weapon,Other,
2514,2960,Weapon,Firearm,
2515,2963,Weapon,Other,
2516,2964,Weapon,Blunt Object,
2517,2965,Weapon,Poison,
2518,2966,Weapon,Other,
2519,2967,Weapon,Poison,
2520,2968,Weapon,Other,
2521,2969,Weapon,Knife,
2522,2971,Weapon,Poison,
2523,2972,Weapon,Knife,
2524,2973,Weapon,Explosives,
2525,2976,Weapon,Firearm,
2526,2977,Weapon,Firearm,
2527,2978,Weapon,Firearm,
2528,2979,Weapon,Blunt Object,
2529,2980,Weapon,Other,
2530,2982,Weapon,Explosives,
2531,2983,Weapon,Firearm,
2532,2984,Weapon,Blunt Object,
2533,2985,Weapon,Explosives,
2534,2986,Weapon,Poison,
2535,2987,Weapon,Firearm,
2536,2988,Weapon,Poison,
2537,2989,Weapon,Firearm,
2538,2990,Weapon,Firearm,
2539,2992,Weapon,Knife,
2540,2993,Weapon,Knife,
2541,2994,Weapon,Knife,
2542,2995,Weapon,Blunt Object,
2543,2997,Weapon,Blunt Object,
2544,2998,Weapon,Firearm,
2545,2999,Weapon,Other,
2546,3000,Weapon,Poison,
2547,3001,Weapon,Firearm,
2548,3002,Weapon,Poison,
2549,3003,Weapon,Firearm,
2550,3004,Weapon,Poison,
2551,3006,Weapon,Firearm,
2552,3007,Weapon,Blunt Object,
2553,3008,Weapon,Other,
2554,3010,Weapon,Poison,
2555,3011,Weapon,Other,
2556,3012,Weapon,Firearm,
2557,3014,Weapon,Blunt Object,
2558,3015,Weapon,Other,
2559,3016,Weapon,Other,
2560,3017,Weapon,Explosives,
2561,3018,Weapon,Blunt Object,
2562,3019,Weapon,Other,
2563,3020,Weapon,Explosives,
2564,3021,Weapon,Knife,
2565,3022,Weapon,Blunt Object,
2566,3023,Weapon,Firearm,
2567,3024,Weapon,Poison,
2568,3025,Weapon,Poison,
2569,3026,Weapon,Poison,
2570,3027,Weapon,Firearm,
2571,3028,Weapon,Explosives,
2572,3029,Weapon,Blunt Object,
2573,3031,Weapon,Other,
2574,3032,Weapon,Blunt Object,
2575,3033,Weapon,Blunt Object,
2576,3034,Weapon,Knife,
2577,3035,Weapon,Explosives,
2578,3036,Weapon,Poison,
2579,3038,Weapon,Blunt Object,
2580,3039,Weapon,Poison,
2581,3040,Weapon,Poison,
2582,3041,Weapon,Knife,
2583,3042,Weapon,Poison,
2584,3043,Weapon,Explosives,
2585,3044,Weapon,Blunt Object,
2586,3045,Weapon,Other,
2587,3046,Weapon,Explosives,
2588,3047,Weapon,Poison,
2589,3048,Weapon,Explosives,
2590,3049,Weapon,Explosives,
2591,3050,Weapon,Knife,
2592,3051,Weapon,Knife,
2593,3052,Weapon,Explosives,
2594,3053,Weapon,Other,
2595,3054,Weapon,Knife,
2596,3055,Weapon,Blunt Object,
2597,3056,Weapon,Knife,
2598,3057,Weapon,Other,
2599,3058,Weapon,Other,
2600,3059,Weapon,Other,
2601,3060,Weapon,Blunt Object,
2602,3061,Weapon,Blunt Object,
2603,3062,Weapon,Firearm,
2604,3063,Weapon,Blunt Object,
2605,3064,Weapon,Explosives,
2606,3065,Weapon,Other,
2607,3068,Weapon,Firearm,
2608,3069,Weapon,Firearm,
2609,3070,Weapon,Firearm,
2610,3071,Weapon,Other,
2611,3072,Weapon,Explosives,
2612,3073,Weapon,Poison,
2613,3074,Weapon,Knife,
2614,3075,Weapon,Firearm,
2615,3076,Weapon,Blunt Object,
2616,3077,Weapon,Firearm,
2617,3078,Weapon,Firearm,
2618,3079,Weapon,Other,
2619,3080,Weapon,Other,
2620,3081,Weapon,Firearm,
2621,3082,Weapon,Other,
2622,3083,Weapon,Knife,
2623,3084,Weapon,Blunt Object,
2624,3085,Weapon,Explosives,
2625,3086,Weapon,Firearm,
2626,3087,Weapon,Knife,
2627,3088,Weapon,Poison,
2628,3090,Weapon,Poison,
2629,3091,Weapon,Knife,
2630,3092,Weapon,Explosives,
2631,3093,Weapon,Poison,
2632,3094,Weapon,Poison,
2633,3095,Weapon,Firearm,
2634,3096,Weapon,Other,
2635,3097,Weapon,Blunt Object,
2636,3098,Weapon,Knife,
2637,3099,Weapon,Firearm,
2638,3100,Weapon,Explosives,
2639,3101,Weapon,Blunt Object,
2640,3102,Weapon,Firearm,
2641,3103,Weapon,Other,
2642,3104,Weapon,Other,
2643,3105,Weapon,Poison,
2644,3107,Weapon,Blunt Object,
2645,3109,Weapon,Explosives,
2646,3110,Weapon,Knife,
2647,3111,Weapon,Other,
2648,3112,Weapon,Poison,
2649,3113,Weapon,Other,
2650,3114,Weapon,Explosives,
2651,3115,Weapon,Firearm,
2652,3116,Weapon,Blunt Object,
2653,3117,Weapon,Blunt Object,
2654,3118,Weapon,Other,
2655,3119,Weapon,Other,
2656,3120,Weapon,Explosives,
2657,3121,Weapon,Poison,
2658,3122,Weapon,Poison,
2659,3123,Weapon,Knife,
2660,3124,Weapon,Firearm,
2661,3126,Weapon,Blunt Object,
2662,3127,Weapon,Blunt Object,
2663,3128,Weapon,Blunt Object,
2664,3129,Weapon,Blunt Object,
2665,3130,Weapon,Knife,
2666,3131,Weapon,Poison,
2667,3132,Weapon,Blunt Object,
2668,3133,Weapon,Firearm,
2669,3134,Weapon,Knife,
2670,3135,Weapon,Explosives,
2671,3137,Weapon,Poison,
2672,3138,Weapon,Poison,
2673,3139,Weapon,Other,
2674,3140,Weapon,Explosives,
2675,3141,Weapon,Explosives,
2676,3143,Weapon,Blunt Object,
2677,3144,Weapon,Poison,
2678,3145,Weapon,Firearm,
2679,3146,Weapon,Explosives,
2680,3147,Weapon,Explosives,
2681,3148,Weapon,Explosives,
2682,3149,Weapon,Explosives,
2683,3150,Weapon,Knife,
2684,3151,Weapon,Poison,
2685,3152,Weapon,Firearm,
2686,3154,Weapon,Explosives,
2687,3158,Weapon,Explosives,
2688,3159,Weapon,Poison,
2689,3160,Weapon,Firearm,
2690,3161,Weapon,Blunt Object,
2691,3162,Weapon,Knife,
2692,3163,Weapon,Explosives,
2693,3164,Weapon,Knife,
2694,3165,Weapon,Firearm,
2695,3166,Weapon,Knife,
2696,3167,Weapon,Poison,
2697,3168,Weapon,Explosives,
2698,3169,Weapon,Knife,
2699,3170,Weapon,Blunt Object,
2700,3171,Weapon,Other,
2701,3172,Weapon,Blunt Object,
2702,3173,Weapon,Other,
2703,3174,Weapon,Poison,
2704,3175,Weapon,Firearm,
2705,3176,Weapon,Knife,
2706,3177,Weapon,Explosives,
2707,3178,Weapon,Other,
2708,3179,Weapon,Blunt Object,
2709,3180,Weapon,Explosives,
2710,3181,Weapon,Blunt Object,
2711,3184,Weapon,Blunt Object,
2712,3185,Weapon,Firearm,
2713,3186,Weapon,Firearm,
2714,3187,Weapon,Poison,
2715,3188,Weapon,Knife,
2716,3189,Weapon,Poison,
2717,3190,Weapon,Blunt Object,
2718,3191,Weapon,Knife,
2719,3192,Weapon,Explosives,
2720,3193,Weapon,Other,
2721,3194,Weapon,Firearm,
2722,3195,Weapon,Blunt Object,
2723,3196,Weapon,Blunt Object,
2724,3197,Weapon,Other,
2725,3198,Weapon,Knife,
2726,3199,Weapon,Knife,
2727,3201,Weapon,Firearm,
2728,3202,Weapon,Other,
2729,3205,Weapon,Poison,
2730,3206,Weapon,Blunt Object,
2731,3207,Weapon,Other,
2732,3208,Weapon,Blunt Object,
2733,3209,Weapon,Blunt Object,
2734,3210,Weapon,Firearm,
2735,3212,Weapon,Poison,
2736,3213,Weapon,Explosives,
2737,3214,Weapon,Explosives,
2738,3215,Weapon,Blunt Object,
2739,3216,Weapon,Knife,
2740,3217,Weapon,Poison,
2741,3218,Weapon,Poison,
2742,3219,Weapon,Other,
2743,3220,Weapon,Poison,
2744,3221,Weapon,Knife,
2745,3222,Weapon,Knife,
2746,3224,Weapon,Firearm,
2747,3225,Weapon,Firearm,
2748,3226,Weapon,Blunt Object,
2749,3227,Weapon,Firearm,
2750,3228,Weapon,Explosives,
2751,3229,Weapon,Blunt Object,
2752,3230,Weapon,Poison,
2753,3233,Weapon,Other,
2754,3234,Weapon,Other,
2755,3235,Weapon,Blunt Object,
2756,3236,Weapon,Poison,
2757,3237,Weapon,Explosives,
2758,3238,Weapon,Poison,
2759,3239,Weapon,Knife,
2760,3240,Weapon,Poison,
2761,3242,Weapon,Blunt Object,
2762,3243,Weapon,Blunt Object,
2763,3244,Weapon,Knife,
2764,3245,Weapon,Explosives,
2765,3246,Weapon,Blunt Object,
2766,3247,Weapon,Explosives,
2767,3248,Weapon,Blunt Object,
2768,3249,Weapon,Poison,
2769,3250,Weapon,Explosives,
2770,3251,Weapon,Explosives,
2771,3252,Weapon,Other,
2772,3254,Weapon,Explosives,
2773,3255,Weapon,Firearm,
2774,3256,Weapon,Explosives,
2775,3257,Weapon,Poison,
2776,3258,Weapon,Firearm,
2777,3259,Weapon,Other,
2778,3260,Weapon,Firearm,
2779,3261,Weapon,Knife,
2780,3262,Weapon,Other,
2781,3263,Weapon,Explosives,
2782,3264,Weapon,Firearm,
2783,3265,Weapon,Knife,
2784,3266,Weapon,Blunt Object,
2785,3267,Weapon,Blunt Object,
2786,3268,Weapon,Knife,
2787,3269,Weapon,Blunt Object,
2788,3270,Weapon,Other,
2789,3271,Weapon,Blunt Object,
2790,3273,Weapon,Knife,
2791,3274,Weapon,Knife,
2792,3275,Weapon,Knife,
2793,3276,Weapon,Poison,
2794,3277,Weapon,Knife,
2795,3278,Weapon,Blunt Object,
2796,3279,Weapon,Firearm,
2797,3280,Weapon,Firearm,
2798,3281,Weapon,Blunt Object,
2799,3282,Weapon,Other,
2800,3283,Weapon,Other,
2801,3284,Weapon,Blunt Object,
2802,3286,Weapon,Poison,
2803,3287,Weapon,Other,
2804,3288,Weapon,Blunt Object,
2805,3289,Weapon,Explosives,
2806,3290,Weapon,Firearm,
2807,3291,Weapon,Firearm,
2808,3292,Weapon,Knife,
2809,3293,Weapon,Other,
2810,3294,Weapon,Firearm,
2811,3296,Weapon,Blunt Object,
2812,3297,Weapon,Firearm,
2813,3298,Weapon,Other,
2814,3299,Weapon,Firearm,
2815,3300,Weapon,Blunt Object,
2816,3302,Weapon,Firearm,
2817,3305,Weapon,Poison,
2818,3307,Weapon,Other,
2819,3308,Weapon,Knife,
2820,3309,Weapon,Explosives,
2821,3310,Weapon,Knife,
2822,3311,Weapon,Firearm,
2823,3312,Weapon,Blunt Object,
2824,3313,Weapon,Other,
2825,3314,Weapon,Knife,
2826,3315,Weapon,Other,
2827,3316,Weapon,Other,
2828,3317,Weapon,Explosives,
2829,3318,Weapon,Firearm,
2830,3320,Weapon,Explosives,
2831,3321,Weapon,Blunt Object,
2832,3322,Weapon,Explosives,
2833,3323,Weapon,Blunt Object,
2834,3324,Weapon,Blunt Object,
2835,3325,Weapon,Explosives,
2836,3326,Weapon,Knife,
2837,3327,Weapon,Knife,
2838,3328,Weapon,Other,
2839,3329,Weapon,Explosives,
2840,3330,Weapon,Explosives,
2841,3331,Weapon,Explosives,
2842,3332,Weapon,Knife,
2843,3333,Weapon,Explosives,
2844,3334,Weapon,Knife,
2845,3335,Weapon,Poison,
2846,3336,Weapon,Firearm,
2847,3337,Weapon,Explosives,
2848,3338,Weapon,Blunt Object,
2849,3339,Weapon,Knife,
2850,3340,Weapon,Other,
2851,3341,Weapon,Firearm,
2852,3342,Weapon,Knife,
2853,3344,Weapon,Knife,
2854,3346,Weapon,Poison,
2855,3347,Weapon,Poison,
2856,3348,Weapon,Poison,
2857,3349,Weapon,Other,
2858,3350,Weapon,Other,
2859,3351,Weapon,Knife,
2860,3352,Weapon,Knife,
2861,3353,Weapon,Knife,
2862,3354,Weapon,Other,
2863,3355,Weapon,Explosives,
2864,3356,Weapon,Poison,
2865,3357,Weapon,Other,
2866,3358,Weapon,Poison,
2867,3360,Weapon,Blunt Object,
2868,3361,Weapon,Blunt Object,
2869,3362,Weapon,Blunt Object,
2870,3364,Weapon,Poison,
2871,3365,Weapon,Other,
2872,3366,Weapon,Explosives,
2873,3367,Weapon,Blunt Object,
2874,3368,Weapon,Other,
2875,3370,Weapon,Poison,
2876,3371,Weapon,Other,
2877,3373,Weapon,Explosives,
2878,3375,Weapon,Explosives,
2879,3376,Weapon,Explosives,
2880,3377,Weapon,Explosives,
2881,3378,Weapon,Poison,
2882,3379,Weapon,Other,
2883,3380,Weapon,Firearm,
2884,3381,Weapon,Blunt Object,
2885,3383,Weapon,Firearm,
2886,3385,Weapon,Knife,
2887,3386,Weapon,Explosives,
2888,3388,Weapon,Firearm,
2889,3389,Weapon,Firearm,
2890,3390,Weapon,Firearm,
2891,3394,Weapon,Blunt Object,
2892,3395,Weapon,Firearm,
2893,3396,Weapon,Knife,
2894,3397,Weapon,Knife,
2895,3398,Weapon,Poison,
2896,3399,Weapon,Knife,
2897,3400,Weapon,Other,
2898,3402,Weapon,Explosives,
2899,3403,Weapon,Other,
2900,3404,Weapon,Explosives,
2901,3405,Weapon,Blunt Object,
2902,3406,Weapon,Blunt Object,
2903,3407,Weapon,Poison,
2904,3408,Weapon,Knife,
2905,3409,Weapon,Blunt Object,
2906,3410,Weapon,Explosives,
2907,3411,Weapon,Poison,
2908,3412,Weapon,Poison,
2909,3414,Weapon,Poison,
2910,3415,Weapon,Poison,
2911,3416,Weapon,Firearm,
2912,3417,Weapon,Firearm,
2913,3418,Weapon,Knife,
2914,3419,Weapon,Other,
2915,3421,Weapon,Other,
2916,3422,Weapon,Knife,
2917,3423,Weapon,Blunt Object,
2918,3424,Weapon,Blunt Object,
2919,3425,Weapon,Explosives,
2920,3426,Weapon,Other,
2921,3427,Weapon,Explosives,
2922,3428,Weapon,Poison,
2923,3429,Weapon,Poison,
2924,3430,Weapon,Other,
2925,3431,Weapon,Explosives,
2926,3432,Weapon,Blunt Object,
2927,3433,Weapon,Poison,
2928,3434,Weapon,Poison,
2929,3435,Weapon,Poison,
2930,3436,Weapon,Explosives,
2931,3437,Weapon,Firearm,
2932,3438,Weapon,Explosives,
2933,3439,Weapon,Knife,
2934,3440,Weapon,Other,
2935,3441,Weapon,Knife,
2936,3443,Weapon,Blunt Object,
2937,3444,Weapon,Explosives,
2938,3445,Weapon,Knife,
2939,3446,Weapon,Explosives,
2940,3447,Weapon,Explosives,
2941,3448,Weapon,Explosives,
2942,3449,Weapon,Firearm,
2943,3450,Weapon,Poison,
2944,3451,Weapon,Other,
2945,3452,Weapon,Poison,
2946,3453,Weapon,Blunt Object,
2947,3454,Weapon,Other,
2948,3455,Weapon,Explosives,
2949,3456,Weapon,Firearm,
2950,3457,Weapon,Knife,
2951,3458,Weapon,Knife,
2952,3459,Weapon,Firearm,
2953,3460,Weapon,Poison,
2954,3461,Weapon,Firearm,
2955,3462,Weapon,Blunt Object,
2956,3463,Weapon,Blunt Object,
2957,3464,Weapon,Other,
2958,3465,Weapon,Firearm,
2959,3467,Weapon,Poison,
2960,3468,Weapon,Firearm,
2961,3469,Weapon,Firearm,
2962,3470,Weapon,Firearm,
2963,3471,Weapon,Explosives,
2964,3472,Weapon,Explosives,
2965,3473,Weapon,Blunt Object,
2966,3474,Weapon,Firearm,
2967,3475,Weapon,Other,
2968,3476,Weapon,Poison,
2969,3478,Weapon,Poison,
2970,3480,Weapon,Firearm,
2971,3481,Weapon,Explosives,
2972,3483,Weapon,Explosives,
2973,3484,Weapon,Poison,
2974,3485,Weapon,Explosives,
2975,3486,Weapon,Other,
2976,3487,Weapon,Explosives,
2977,3488,Weapon,Explosives,
2978,3489,Weapon,Knife,
2979,3490,Weapon,Poison,
2980,3491,Weapon,Explosives,
2981,3492,Weapon,Other,
2982,3493,Weapon,Poison,
2983,3494,Weapon,Other,
2984,3495,Weapon,Other,
2985,3496,Weapon,Explosives,
2986,3498,Weapon,Knife,
2987,3499,Weapon,Knife,
2988,3500,Weapon,Explosives,
2989,3502,Weapon,Other,
2990,3503,Weapon,Other,
2991,3504,Weapon,Other,
2992,3505,Weapon,Other,
2993,3506,Weapon,Blunt Object,
2994,3507,Weapon,Blunt Object,
2995,3508,Weapon,Other,
2996,3509,Weapon,Poison,
2997,3510,Weapon,Firearm,
2998,3511,Weapon,Other,
2999,3512,Weapon,Firearm,
3000,3513,Weapon,Knife,
3001,3515,Weapon,Explosives,
3002,3516,Weapon,Knife,
3003,3517,Weapon,Explosives,
3004,3519,Weapon,Other,
3005,3520,Weapon,Explosives,
3006,3521,Weapon,Other,
3007,3522,Weapon,Explosives,
3008,3524,Weapon,Explosives,
3009,3526,Weapon,Poison,
3010,3527,Weapon,Poison,
3011,3528,Weapon,Explosives,
3012,3529,Weapon,Knife,
3013,3530,Weapon,Explosives,
3014,3531,Weapon,Other,
3015,3532,Weapon,Knife,
3016,3533,Weapon,Blunt Object,
3017,3534,Weapon,Other,
3018,3535,Weapon,Other,
3019,3536,Weapon,Poison,
3020,3538,Weapon,Firearm,
3021,3539,Weapon,Other,
3022,3540,Weapon,Firearm,
3023,3541,Weapon,Blunt Object,
3024,3542,Weapon,Poison,
3025,3543,Weapon,Firearm,
3026,3545,Weapon,Other,
3027,3546,Weapon,Poison,
3028,3547,Weapon,Poison,
3029,3548,Weapon,Blunt Object,
3030,3550,Weapon,Knife,
3031,3551,Weapon,Other,
3032,3552,Weapon,Other,
3033,3554,Weapon,Knife,
3034,3555,Weapon,Blunt Object,
3035,3556,Weapon,Explosives,
3036,3557,Weapon,Firearm,
3037,3558,Weapon,Poison,
3038,3559,Weapon,Poison,
3039,3560,Weapon,Blunt Object,
3040,3561,Weapon,Firearm,
3041,3562,Weapon,Other,
3042,3563,Weapon,Blunt Object,
3043,3564,Weapon,Other,
3044,3565,Weapon,Poison,
3045,3566,Weapon,Explosives,
3046,3568,Weapon,Knife,
3047,3570,Weapon,Other,
3048,3571,Weapon,Knife,
3049,3573,Weapon,Knife,
3050,3574,Weapon,Knife,
3051,3575,Weapon,Firearm,
3052,3576,Weapon,Firearm,
3053,3577,Weapon,Knife,
3054,3578,Weapon,Poison,
3055,3580,Weapon,Explosives,
3056,3581,Weapon,Other,
3057,3582,Weapon,Blunt Object,
3058,3583,Weapon,Firearm,
3059,3584,Weapon,Other,
3060,3585,Weapon,Other,
3061,3586,Weapon,Knife,
3062,3587,Weapon,Blunt Object,
3063,3588,Weapon,Poison,
3064,3589,Weapon,Poison,
3065,3590,Weapon,Firearm,
3066,3591,Weapon,Firearm,
3067,3592,Weapon,Firearm,
3068,3593,Weapon,Explosives,
3069,3594,Weapon,Explosives,
3070,3595,Weapon,Blunt Object,
3071,3600,Weapon,Other,
3072,3601,Weapon,Other,
3073,3602,Weapon,Poison,
3074,3603,Weapon,Knife,
3075,3604,Weapon,Knife,
3076,3606,Weapon,Poison,
3077,3607,Weapon,Firearm,
3078,3608,Weapon,Poison,
3079,3609,Weapon,Poison,
3080,3610,Weapon,Poison,
3081,3611,Weapon,Blunt Object,
3082,3612,Weapon,Poison,
3083,3613,Weapon,Firearm,
3084,3614,Weapon,Explosives,
3085,3615,Weapon,Knife,
3086,3617,Weapon,Other,
3087,3618,Weapon,Blunt Object,
3088,3619,Weapon,Other,
3089,3620,Weapon,Explosives,
3090,3621,Weapon,Explosives,
3091,3622,Weapon,Firearm,
3092,3623,Weapon,Knife,
3093,3625,Weapon,Other,
3094,3627,Weapon,Knife,
3095,3629,Weapon,Explosives,
3096,3630,Weapon,Blunt Object,
3097,3631,Weapon,Knife,
3098,3632,Weapon,Blunt Object,
3099,3633,Weapon,Blunt Object,
3100,3634,Weapon,Blunt Object,
3101,3635,Weapon,Knife,
3102,3636,Weapon,Firearm,
3103,3637,Weapon,Other,
3104,3638,Weapon,Blunt Object,
3105,3640,Weapon,Knife,
3106,3641,Weapon,Poison,
3107,3643,Weapon,Knife,
3108,3644,Weapon,Other,
3109,3645,Weapon,Other,
3110,3646,Weapon,Knife,
3111,3647,Weapon,Other,
3112,3648,Weapon,Knife,
3113,3649,Weapon,Explosives,
3114,3650,Weapon,Knife,
3115,3652,Weapon,Knife,
3116,3653,Weapon,Knife,
3117,3654,Weapon,Other,
3118,3655,Weapon,Other,
3119,3656,Weapon,Blunt Object,
3120,3658,Weapon,Other,
3121,3659,Weapon,Other,
3122,3660,Weapon,Firearm,
3123,3661,Weapon,Blunt Object,
3124,3662,Weapon,Other,
3125,3663,Weapon,Explosives,
3126,3664,Weapon,Firearm,
3127,3665,Weapon,Poison,
3128,3666,Weapon,Blunt Object,
3129,3667,Weapon,Poison,
3130,3668,Weapon,Firearm,
3131,3669,Weapon,Blunt Object,
3132,3671,Weapon,Poison,
3133,3672,Weapon,Blunt Object,
3134,3673,Weapon,Knife,
3135,3674,Weapon,Other,
3136,3675,Weapon,Blunt Object,
3137,3676,Weapon,Knife,
3138,3677,Weapon,Firearm,
3139,3678,Weapon,Blunt Object,
3140,3679,Weapon,Other,
3141,3680,Weapon,Firearm,
3142,3681,Weapon,Other,
3143,3683,Weapon,Explosives,
3144,3684,Weapon,Poison,
3145,3685,Weapon,Blunt Object,
3146,3687,Weapon,Other,
3147,3688,Weapon,Blunt Object,
3148,3689,Weapon,Blunt Object,
3149,3690,Weapon,Poison,
3150,3691,Weapon,Knife,
3151,3693,Weapon,Firearm,
3152,3694,Weapon,Knife,
3153,3695,Weapon,Blunt Object,
3154,3696,Weapon,Knife,
3155,3697,Weapon,Poison,
3156,3698,Weapon,Firearm,
3157,3699,Weapon,Poison,
3158,3700,Weapon,Poison,
3159,3701,Weapon,Explosives,
3160,3704,Weapon,Blunt Object,
3161,3705,Weapon,Poison,
3162,3706,Weapon,Explosives,
3163,3708,Weapon,Blunt Object,
