Complaint_ID,Date,Description,Victim_ID,Crime_ID
4643,07-12-2020 10:00,SEXUAL ASSAULT,4643,237
4644,07-12-2020 11:00,BURGLARY,4644,380
4645,07-12-2020 12:00,ROBBERY,4645,107
4646,07-12-2020 13:00,DRUG OFFENSE,4646,373
4647,07-12-2020 14:00,CYBERCRIME,4647,309
4648,07-12-2020 15:00,FIREARM OFFENSE,4648,395
4649,07-12-2020 16:00,EXTORTION,4649,381
4650,07-12-2020 17:00,FRAUD,4650,355
4651,07-12-2020 18:00,FRAUD,4651,163
4652,07-12-2020 19:00,VANDALISM,4652,145
4653,07-12-2020 20:00,ASSAULT,4653,492
4654,07-12-2020 21:00,DOMESTIC VIOLENCE,4654,144
4655,07-12-2020 22:00,ROBBERY,4655,499
4656,07-12-2020 23:00,BURGLARY,4656,204
4657,07-13-2020 00:00,DOMESTIC VIOLENCE,4657,126
4658,07-13-2020 01:00,FRAUD,4658,419
4659,07-13-2020 02:00,PUBLIC INTOXICATION,4659,461
4660,07-13-2020 03:00,TRAFFIC VIOLATION,4660,158
4661,07-13-2020 04:00,KIDNAPPING,4661,265
4662,07-13-2020 05:00,IDENTITY THEFT,4662,458
4663,07-13-2020 06:00,VANDALISM,4663,552
4664,07-13-2020 07:00,IDENTITY THEFT,4664,180
4665,07-13-2020 08:00,VEHICLE - STOLEN,4665,150
4666,07-13-2020 09:00,ASSAULT,4666,243
4667,07-13-2020 10:00,HOMICIDE,4667,381
4668,07-13-2020 11:00,ROBBERY,4668,526
4669,07-13-2020 12:00,KIDNAPPING,4669,439
4670,07-13-2020 13:00,FRAUD,4670,191
4671,07-13-2020 14:00,HOMICIDE,4671,433
4672,07-13-2020 15:00,FIREARM OFFENSE,4672,455
4673,07-13-2020 16:00,ROBBERY,4673,526
4674,07-13-2020 17:00,FRAUD,4674,509
4675,07-13-2020 18:00,FIREARM OFFENSE,4675,157
4676,07-13-2020 19:00,DOMESTIC VIOLENCE,4676,346
4677,07-13-2020 20:00,FRAUD,4677,209
4678,07-13-2020 21:00,EXTORTION,4678,414
4679,07-13-2020 22:00,VEHICLE - STOLEN,4679,373
4680,07-13-2020 23:00,TRAFFIC VIOLATION,4680,471
4681,07-14-2020 00:00,COUNTERFEITING,4681,473
4682,07-14-2020 01:00,EXTORTION,4682,450
4683,07-14-2020 02:00,SEXUAL ASSAULT,4683,259
4684,07-14-2020 03:00,SEXUAL ASSAULT,4684,137
4685,07-14-2020 04:00,KIDNAPPING,4685,598
4686,07-14-2020 05:00,ARSON,4686,212
4687,07-14-2020 06:00,ROBBERY,4687,456
4688,07-14-2020 07:00,FIREARM OFFENSE,4688,114
4689,07-14-2020 08:00,COUNTERFEITING,4689,374
4690,07-14-2020 09:00,ILLEGAL POSSESSION,4690,542
4691,07-14-2020 10:00,TRAFFIC VIOLATION,4691,352
4692,07-14-2020 11:00,BURGLARY,4692,529
4693,07-14-2020 12:00,BURGLARY,4693,557
4694,07-14-2020 13:00,ROBBERY,4694,552
4695,07-14-2020 14:00,ROBBERY,4695,325
4696,07-14-2020 15:00,DOMESTIC VIOLENCE,4696,300
4697,07-14-2020 16:00,TRAFFIC VIOLATION,4697,108
4698,07-14-2020 17:00,KIDNAPPING,4698,168
4699,07-14-2020 18:00,SHOPLIFTING,4699,204
4700,07-14-2020 19:00,ILLEGAL POSSESSION,4700,130
4701,07-14-2020 20:00,ILLEGAL POSSESSION,4701,435
4702,07-14-2020 21:00,BURGLARY,4702,113
4703,07-14-2020 22:00,PUBLIC INTOXICATION,4703,462
4704,07-14-2020 23:00,VEHICLE - STOLEN,4704,176
4705,07-15-2020 00:00,HOMICIDE,4705,267
4706,07-15-2020 01:00,ASSAULT,4706,150
4707,07-15-2020 02:00,HOMICIDE,4707,189
4708,07-15-2020 03:00,VANDALISM,4708,233
4709,07-15-2020 04:00,CYBERCRIME,4709,456
4710,07-15-2020 05:00,CYBERCRIME,4710,495
4711,07-15-2020 06:00,VEHICLE - STOLEN,4711,183
4712,07-15-2020 07:00,CYBERCRIME,4712,537
4713,07-15-2020 08:00,ILLEGAL POSSESSION,4713,587
4714,07-15-2020 09:00,EXTORTION,4714,401
4715,07-15-2020 10:00,COUNTERFEITING,4715,430
4716,07-15-2020 11:00,FIREARM OFFENSE,4716,308
4717,07-15-2020 12:00,CYBERCRIME,4717,536
4718,07-15-2020 13:00,HOMICIDE,4718,110
4719,07-15-2020 14:00,TRAFFIC VIOLATION,4719,412
4720,07-15-2020 15:00,DRUG OFFENSE,4720,353
4721,07-15-2020 16:00,IDENTITY THEFT,4721,586
4722,07-15-2020 17:00,FRAUD,4722,386
4723,07-15-2020 18:00,IDENTITY THEFT,4723,449
4724,07-15-2020 19:00,IDENTITY THEFT,4724,335
4725,07-15-2020 20:00,FIREARM OFFENSE,4725,410
4726,07-15-2020 21:00,PUBLIC INTOXICATION,4726,292
4727,07-15-2020 22:00,DRUG OFFENSE,4727,311
4728,07-15-2020 23:00,KIDNAPPING,4728,175
4729,07-16-2020 00:00,ARSON,4729,577
4730,07-16-2020 01:00,BURGLARY,4730,570
4731,07-16-2020 02:00,SHOPLIFTING,4731,480
4732,07-16-2020 03:00,VANDALISM,4732,530
4733,07-16-2020 04:00,FRAUD,4733,281
4734,07-16-2020 05:00,DRUG OFFENSE,4734,590
4735,07-16-2020 06:00,ARSON,4735,115
4736,07-16-2020 07:00,DOMESTIC VIOLENCE,4736,166
4737,07-16-2020 08:00,PUBLIC INTOXICATION,4737,196
4738,07-16-2020 09:00,SEXUAL ASSAULT,4738,274
4739,07-16-2020 10:00,KIDNAPPING,4739,468
4740,07-16-2020 11:00,HOMICIDE,4740,545
4741,07-16-2020 12:00,PUBLIC INTOXICATION,4741,260
4742,07-16-2020 13:00,TRAFFIC VIOLATION,4742,464
4743,07-16-2020 14:00,DOMESTIC VIOLENCE,4743,163
4744,07-16-2020 15:00,PUBLIC INTOXICATION,4744,377
4745,07-16-2020 16:00,PUBLIC INTOXICATION,4745,454
4746,07-16-2020 17:00,FRAUD,4746,197
4747,07-16-2020 18:00,ILLEGAL POSSESSION,4747,314
4748,07-16-2020 19:00,ARSON,4748,426
4749,07-16-2020 20:00,DRUG OFFENSE,4749,487
4750,07-16-2020 21:00,FIREARM OFFENSE,4750,345
4751,07-16-2020 22:00,DRUG OFFENSE,4751,540
4752,07-16-2020 23:00,DOMESTIC VIOLENCE,4752,453
4753,07-17-2020 00:00,FIREARM OFFENSE,4753,314
4754,07-17-2020 01:00,ARSON,4754,597
4755,07-17-2020 02:00,FIREARM OFFENSE,4755,564
4756,07-17-2020 03:00,ARSON,4756,523
4757,07-17-2020 04:00,COUNTERFEITING,4757,136
4758,07-17-2020 05:00,PUBLIC INTOXICATION,4758,582
4759,07-17-2020 06:00,ARSON,4759,148
4760,07-17-2020 07:00,DOMESTIC VIOLENCE,4760,592
4761,07-17-2020 08:00,KIDNAPPING,4761,150
4762,07-17-2020 09:00,VEHICLE - STOLEN,4762,158
4763,07-17-2020 10:00,ILLEGAL POSSESSION,4763,255
4764,07-17-2020 11:00,CYBERCRIME,4764,443
4765,07-17-2020 12:00,COUNTERFEITING,4765,515
4766,07-17-2020 13:00,ILLEGAL POSSESSION,4766,588
4767,07-17-2020 14:00,ROBBERY,4767,468
4768,07-17-2020 15:00,ARSON,4768,136
4769,07-17-2020 16:00,HOMICIDE,4769,422
4770,07-17-2020 17:00,DOMESTIC VIOLENCE,4770,305
4771,07-17-2020 18:00,ROBBERY,4771,138
4772,07-17-2020 19:00,ARSON,4772,119
4773,07-17-2020 20:00,DOMESTIC VIOLENCE,4773,101
4774,07-17-2020 21:00,VEHICLE - STOLEN,4774,175
4775,07-17-2020 22:00,ASSAULT,4775,143
4776,07-17-2020 23:00,ASSAULT,4776,498
4777,07-18-2020 00:00,EXTORTION,4777,198
4778,07-18-2020 01:00,BURGLARY,4778,231
4779,07-18-2020 02:00,ASSAULT,4779,457
4780,07-18-2020 03:00,ASSAULT,4780,229
4781,07-18-2020 04:00,DOMESTIC VIOLENCE,4781,198
4782,07-18-2020 05:00,PUBLIC INTOXICATION,4782,165
4783,07-18-2020 06:00,SHOPLIFTING,4783,481
4784,07-18-2020 07:00,KIDNAPPING,4784,295
4785,07-18-2020 08:00,TRAFFIC VIOLATION,4785,399
4786,07-18-2020 09:00,KIDNAPPING,4786,348
4787,07-18-2020 10:00,VEHICLE - STOLEN,4787,362
4788,07-18-2020 11:00,TRAFFIC VIOLATION,4788,581
4789,07-18-2020 12:00,TRAFFIC VIOLATION,4789,483
4790,07-18-2020 13:00,COUNTERFEITING,4790,349
4791,07-18-2020 14:00,TRAFFIC VIOLATION,4791,190
4792,07-18-2020 15:00,DOMESTIC VIOLENCE,4792,234
4793,07-18-2020 16:00,BURGLARY,4793,334
4794,07-18-2020 17:00,EXTORTION,4794,468
4795,07-18-2020 18:00,HOMICIDE,4795,472
4796,07-18-2020 19:00,VANDALISM,4796,552
4797,07-18-2020 20:00,DOMESTIC VIOLENCE,4797,518
4798,07-18-2020 21:00,HOMICIDE,4798,180
4799,07-18-2020 22:00,VANDALISM,4799,134
4800,07-18-2020 23:00,IDENTITY THEFT,4800,517
4801,07-19-2020 00:00,CYBERCRIME,4801,187
4802,07-19-2020 01:00,HOMICIDE,4802,142
4803,07-19-2020 02:00,ROBBERY,4803,487
4804,07-19-2020 03:00,COUNTERFEITING,4804,305
4805,07-19-2020 04:00,ROBBERY,4805,303
4806,07-19-2020 05:00,TRAFFIC VIOLATION,4806,524
4807,07-19-2020 06:00,BURGLARY,4807,150
4808,07-19-2020 07:00,BURGLARY,4808,467
4809,07-19-2020 08:00,PUBLIC INTOXICATION,4809,419
4810,07-19-2020 09:00,HOMICIDE,4810,489
4811,07-19-2020 10:00,IDENTITY THEFT,4811,483
4812,07-19-2020 11:00,FRAUD,4812,455
4813,07-19-2020 12:00,ARSON,4813,361
4814,07-19-2020 13:00,ROBBERY,4814,261
4815,07-19-2020 14:00,SHOPLIFTING,4815,301
4816,07-19-2020 15:00,PUBLIC INTOXICATION,4816,491
4817,07-19-2020 16:00,BURGLARY,4817,114
4818,07-19-2020 17:00,TRAFFIC VIOLATION,4818,264
4819,07-19-2020 18:00,IDENTITY THEFT,4819,426
4820,07-19-2020 19:00,FIREARM OFFENSE,4820,217
4821,07-19-2020 20:00,ROBBERY,4821,248
4822,07-19-2020 21:00,HOMICIDE,4822,264
4823,07-19-2020 22:00,KIDNAPPING,4823,496
4824,07-19-2020 23:00,SEXUAL ASSAULT,4824,450
4825,07-20-2020 00:00,ARSON,4825,520
4826,07-20-2020 01:00,BURGLARY,4826,173
4827,07-20-2020 02:00,VEHICLE - STOLEN,4827,141
4828,07-20-2020 03:00,VEHICLE - STOLEN,4828,456
4829,07-20-2020 04:00,BURGLARY,4829,194
4830,07-20-2020 05:00,IDENTITY THEFT,4830,144
4831,07-20-2020 06:00,BURGLARY,4831,540
4832,07-20-2020 07:00,SHOPLIFTING,4832,379
4833,07-20-2020 08:00,SHOPLIFTING,4833,212
4834,07-20-2020 09:00,TRAFFIC VIOLATION,4834,202
4835,07-20-2020 10:00,DOMESTIC VIOLENCE,4835,112
4836,07-20-2020 11:00,FRAUD,4836,371
4837,07-20-2020 12:00,SHOPLIFTING,4837,465
4838,07-20-2020 13:00,KIDNAPPING,4838,575
4839,07-20-2020 14:00,TRAFFIC VIOLATION,4839,325
4840,07-20-2020 15:00,FRAUD,4840,343
4841,07-20-2020 16:00,SHOPLIFTING,4841,553
4842,07-20-2020 17:00,COUNTERFEITING,4842,116
4843,07-20-2020 18:00,VANDALISM,4843,308
4844,07-20-2020 19:00,VEHICLE - STOLEN,4844,497
4845,07-20-2020 20:00,CYBERCRIME,4845,215
4846,07-20-2020 21:00,DRUG OFFENSE,4846,209
4847,07-20-2020 22:00,TRAFFIC VIOLATION,4847,182
4848,07-20-2020 23:00,BURGLARY,4848,342
4849,07-21-2020 00:00,ASSAULT,4849,280
4850,07-21-2020 01:00,ASSAULT,4850,332
4851,07-21-2020 02:00,EXTORTION,4851,317
4852,07-21-2020 03:00,PUBLIC INTOXICATION,4852,181
4853,07-21-2020 04:00,COUNTERFEITING,4853,328
4854,07-21-2020 05:00,DOMESTIC VIOLENCE,4854,133
4855,07-21-2020 06:00,ROBBERY,4855,367
4856,07-21-2020 07:00,ASSAULT,4856,580
4857,07-21-2020 08:00,EXTORTION,4857,454
4858,07-21-2020 09:00,ILLEGAL POSSESSION,4858,584
4859,07-21-2020 10:00,SHOPLIFTING,4859,302
4860,07-21-2020 11:00,IDENTITY THEFT,4860,267
4861,07-21-2020 12:00,KIDNAPPING,4861,438
4862,07-21-2020 13:00,VANDALISM,4862,478
4863,07-21-2020 14:00,ILLEGAL POSSESSION,4863,124
4864,07-21-2020 15:00,PUBLIC INTOXICATION,4864,478
4865,07-21-2020 16:00,SEXUAL ASSAULT,4865,477
4866,07-21-2020 17:00,VANDALISM,4866,209
4867,07-21-2020 18:00,ILLEGAL POSSESSION,4867,304
4868,07-21-2020 19:00,SEXUAL ASSAULT,4868,408
4869,07-21-2020 20:00,ASSAULT,4869,418
4870,07-21-2020 21:00,IDENTITY THEFT,4870,313
4871,07-21-2020 22:00,COUNTERFEITING,4871,316
4872,07-21-2020 23:00,SEXUAL ASSAULT,4872,548
4873,07-22-2020 00:00,ARSON,4873,548
4874,07-22-2020 01:00,IDENTITY THEFT,4874,217
4875,07-22-2020 02:00,SHOPLIFTING,4875,240
4876,07-22-2020 03:00,ASSAULT,4876,128
4877,07-22-2020 04:00,HOMICIDE,4877,292
4878,07-22-2020 05:00,KIDNAPPING,4878,157
4879,07-22-2020 06:00,CYBERCRIME,4879,503
4880,07-22-2020 07:00,TRAFFIC VIOLATION,4880,419
4881,07-22-2020 08:00,FRAUD,4881,127
4882,07-22-2020 09:00,BURGLARY,4882,282
4883,07-22-2020 10:00,TRAFFIC VIOLATION,4883,287
4884,07-22-2020 11:00,KIDNAPPING,4884,563
4885,07-22-2020 12:00,FRAUD,4885,456
4886,07-22-2020 13:00,SEXUAL ASSAULT,4886,449
4887,07-22-2020 14:00,FIREARM OFFENSE,4887,231
4888,07-22-2020 15:00,DOMESTIC VIOLENCE,4888,503
4889,07-22-2020 16:00,KIDNAPPING,4889,133
4890,07-22-2020 17:00,SEXUAL ASSAULT,4890,504
4891,07-22-2020 18:00,DOMESTIC VIOLENCE,4891,161
4892,07-22-2020 19:00,SEXUAL ASSAULT,4892,111
4893,07-22-2020 20:00,DOMESTIC VIOLENCE,4893,119
4894,07-22-2020 21:00,ILLEGAL POSSESSION,4894,596
4895,07-22-2020 22:00,ARSON,4895,537
4896,07-22-2020 23:00,FRAUD,4896,231
4897,07-23-2020 00:00,CYBERCRIME,4897,560
4898,07-23-2020 01:00,ASSAULT,4898,207
4899,07-23-2020 02:00,DOMESTIC VIOLENCE,4899,578
4900,07-23-2020 03:00,CYBERCRIME,4900,516
4901,07-23-2020 04:00,KIDNAPPING,4901,377
4902,07-23-2020 05:00,TRAFFIC VIOLATION,4902,506
4903,07-23-2020 06:00,PUBLIC INTOXICATION,4903,436
4904,07-23-2020 07:00,VANDALISM,4904,139
4905,07-23-2020 08:00,EXTORTION,4905,427
4906,07-23-2020 09:00,ASSAULT,4906,307
4907,07-23-2020 10:00,VANDALISM,4907,575
4908,07-23-2020 11:00,TRAFFIC VIOLATION,4908,473
4909,07-23-2020 12:00,VEHICLE - STOLEN,4909,174
4910,07-23-2020 13:00,ILLEGAL POSSESSION,4910,446
4911,07-23-2020 14:00,BURGLARY,4911,427
4912,07-23-2020 15:00,SHOPLIFTING,4912,552
4913,07-23-2020 16:00,TRAFFIC VIOLATION,4913,396
4914,07-23-2020 17:00,SEXUAL ASSAULT,4914,432
4915,07-23-2020 18:00,BURGLARY,4915,375
4916,07-23-2020 19:00,FRAUD,4916,498
4917,07-23-2020 20:00,SEXUAL ASSAULT,4917,506
4918,07-23-2020 21:00,KIDNAPPING,4918,583
4919,07-23-2020 22:00,DRUG OFFENSE,4919,256
4920,07-23-2020 23:00,BURGLARY,4920,312
4921,07-24-2020 00:00,BURGLARY,4921,450
4922,07-24-2020 01:00,SEXUAL ASSAULT,4922,247
4923,07-24-2020 02:00,VANDALISM,4923,365
4924,07-24-2020 03:00,CYBERCRIME,4924,214
4925,07-24-2020 04:00,HOMICIDE,4925,406
4926,07-24-2020 05:00,ASSAULT,4926,568
4927,07-24-2020 06:00,FIREARM OFFENSE,4927,352
4928,07-24-2020 07:00,BURGLARY,4928,120
4929,07-24-2020 08:00,CYBERCRIME,4929,336
4930,07-24-2020 09:00,ILLEGAL POSSESSION,4930,249
4931,07-24-2020 10:00,IDENTITY THEFT,4931,233
4932,07-24-2020 11:00,CYBERCRIME,4932,288
4933,07-24-2020 12:00,FRAUD,4933,463
4934,07-24-2020 13:00,TRAFFIC VIOLATION,4934,192
4935,07-24-2020 14:00,SEXUAL ASSAULT,4935,375
4936,07-24-2020 15:00,IDENTITY THEFT,4936,477
4937,07-24-2020 16:00,VEHICLE - STOLEN,4937,177
4938,07-24-2020 17:00,IDENTITY THEFT,4938,466
4939,07-24-2020 18:00,IDENTITY THEFT,4939,249
4940,07-24-2020 19:00,PUBLIC INTOXICATION,4940,358
4941,07-24-2020 20:00,VEHICLE - STOLEN,4941,552
4942,07-24-2020 21:00,PUBLIC INTOXICATION,4942,472
4943,07-24-2020 22:00,SEXUAL ASSAULT,4943,377
4944,07-24-2020 23:00,VEHICLE - STOLEN,4944,301
4945,07-25-2020 00:00,CYBERCRIME,4945,386
4946,07-25-2020 01:00,BURGLARY,4946,137
4947,07-25-2020 02:00,TRAFFIC VIOLATION,4947,565
4948,07-25-2020 03:00,PUBLIC INTOXICATION,4948,337
4949,07-25-2020 04:00,PUBLIC INTOXICATION,4949,116
4950,07-25-2020 05:00,CYBERCRIME,4950,498
4951,07-25-2020 06:00,ROBBERY,4951,350
4952,07-25-2020 07:00,CYBERCRIME,4952,527
4953,07-25-2020 08:00,VEHICLE - STOLEN,4953,504
4954,07-25-2020 09:00,SHOPLIFTING,4954,172
4955,07-25-2020 10:00,HOMICIDE,4955,200
4956,07-25-2020 11:00,FRAUD,4956,229
4957,07-25-2020 12:00,FRAUD,4957,323
4958,07-25-2020 13:00,VANDALISM,4958,375
4959,07-25-2020 14:00,VANDALISM,4959,566
4960,07-25-2020 15:00,ILLEGAL POSSESSION,4960,223
4961,07-25-2020 16:00,BURGLARY,4961,310
4962,07-25-2020 17:00,PUBLIC INTOXICATION,4962,565
4963,07-25-2020 18:00,ILLEGAL POSSESSION,4963,286
4964,07-25-2020 19:00,SHOPLIFTING,4964,417
4965,07-25-2020 20:00,VANDALISM,4965,581
4966,07-25-2020 21:00,VEHICLE - STOLEN,4966,284
4967,07-25-2020 22:00,FIREARM OFFENSE,4967,508
4968,07-25-2020 23:00,ARSON,4968,572
4969,07-26-2020 00:00,SHOPLIFTING,4969,574
4970,07-26-2020 01:00,FRAUD,4970,470
4971,07-26-2020 02:00,FIREARM OFFENSE,4971,149
4972,07-26-2020 03:00,SHOPLIFTING,4972,424
4973,07-26-2020 04:00,ROBBERY,4973,549
4974,07-26-2020 05:00,DOMESTIC VIOLENCE,4974,212
4975,07-26-2020 06:00,HOMICIDE,4975,223
4976,07-26-2020 07:00,SHOPLIFTING,4976,571
4977,07-26-2020 08:00,BURGLARY,4977,259
4978,07-26-2020 09:00,IDENTITY THEFT,4978,432
4979,07-26-2020 10:00,KIDNAPPING,4979,552
4980,07-26-2020 11:00,PUBLIC INTOXICATION,4980,577
4981,07-26-2020 12:00,ARSON,4981,392
4982,07-26-2020 13:00,DOMESTIC VIOLENCE,4982,330
4983,07-26-2020 14:00,SEXUAL ASSAULT,4983,155
4984,07-26-2020 15:00,EXTORTION,4984,155
4985,07-26-2020 16:00,BURGLARY,4985,228
4986,07-26-2020 17:00,BURGLARY,4986,128
4987,07-26-2020 18:00,EXTORTION,4987,199
4988,07-26-2020 19:00,CYBERCRIME,4988,543
4989,07-26-2020 20:00,BURGLARY,4989,338
4990,07-26-2020 21:00,VANDALISM,4990,316
4991,07-26-2020 22:00,DOMESTIC VIOLENCE,4991,518
4992,07-26-2020 23:00,DRUG OFFENSE,4992,227
4993,07-27-2020 00:00,HOMICIDE,4993,232
4994,07-27-2020 01:00,HOMICIDE,4994,484
4995,07-27-2020 02:00,ASSAULT,4995,411
4996,07-27-2020 03:00,FIREARM OFFENSE,4996,313
4997,07-27-2020 04:00,CYBERCRIME,4997,448
4998,07-27-2020 05:00,SEXUAL ASSAULT,4998,156
4999,07-27-2020 06:00,FIREARM OFFENSE,4999,214
5000,07-27-2020 07:00,ASSAULT,5000,424
5001,07-27-2020 08:00,DOMESTIC VIOLENCE,5001,435
5002,07-27-2020 09:00,ILLEGAL POSSESSION,5002,211
5003,07-27-2020 10:00,SEXUAL ASSAULT,5003,466
5004,07-27-2020 11:00,TRAFFIC VIOLATION,5004,409
5005,07-27-2020 12:00,ILLEGAL POSSESSION,5005,473
5006,07-27-2020 13:00,VEHICLE - STOLEN,5006,388
5007,07-27-2020 14:00,SHOPLIFTING,5007,342
5008,07-27-2020 15:00,IDENTITY THEFT,5008,227
5009,07-27-2020 16:00,SHOPLIFTING,5009,458
5010,07-27-2020 17:00,HOMICIDE,5010,179
5011,07-27-2020 18:00,BURGLARY,5011,538
5012,07-27-2020 19:00,HOMICIDE,5012,599
5013,07-27-2020 20:00,ILLEGAL POSSESSION,5013,399
5014,07-27-2020 21:00,FIREARM OFFENSE,5014,289
5015,07-27-2020 22:00,ARSON,5015,495
5016,07-27-2020 23:00,DOMESTIC VIOLENCE,5016,323
5017,07-28-2020 00:00,TRAFFIC VIOLATION,5017,177
5018,07-28-2020 01:00,PUBLIC INTOXICATION,5018,234
5019,07-28-2020 02:00,HOMICIDE,5019,153
5020,07-28-2020 03:00,VANDALISM,5020,150
5021,07-28-2020 04:00,ARSON,5021,143
5022,07-28-2020 05:00,SEXUAL ASSAULT,5022,330
5023,07-28-2020 06:00,COUNTERFEITING,5023,284
5024,07-28-2020 07:00,BURGLARY,5024,207
5025,07-28-2020 08:00,SEXUAL ASSAULT,5025,429
5026,07-28-2020 09:00,VANDALISM,5026,494
5027,07-28-2020 10:00,CYBERCRIME,5027,392
5028,07-28-2020 11:00,BURGLARY,5028,509
5029,07-28-2020 12:00,FRAUD,5029,364
5030,07-28-2020 13:00,CYBERCRIME,5030,126
5031,07-28-2020 14:00,VANDALISM,5031,346
5032,07-28-2020 15:00,PUBLIC INTOXICATION,5032,320
5033,07-28-2020 16:00,ROBBERY,5033,406
5034,07-28-2020 17:00,KIDNAPPING,5034,377
5035,07-28-2020 18:00,BURGLARY,5035,410
5036,07-28-2020 19:00,IDENTITY THEFT,5036,330
5037,07-28-2020 20:00,VEHICLE - STOLEN,5037,219
5038,07-28-2020 21:00,DOMESTIC VIOLENCE,5038,146
5039,07-28-2020 22:00,DRUG OFFENSE,5039,268
5040,07-28-2020 23:00,TRAFFIC VIOLATION,5040,165
5041,07-29-2020 00:00,BURGLARY,5041,286
5042,07-29-2020 01:00,TRAFFIC VIOLATION,5042,111
5043,07-29-2020 02:00,DOMESTIC VIOLENCE,5043,470
5044,07-29-2020 03:00,PUBLIC INTOXICATION,5044,169
5045,07-29-2020 04:00,SHOPLIFTING,5045,250
5046,07-29-2020 05:00,EXTORTION,5046,182
5047,07-29-2020 06:00,KIDNAPPING,5047,270
5048,07-29-2020 07:00,CYBERCRIME,5048,212
5049,07-29-2020 08:00,ROBBERY,5049,259
5050,07-29-2020 09:00,IDENTITY THEFT,5050,264
5051,07-29-2020 10:00,VEHICLE - STOLEN,5051,490
5052,07-29-2020 11:00,PUBLIC INTOXICATION,5052,425
5053,07-29-2020 12:00,ILLEGAL POSSESSION,5053,376
5054,07-29-2020 13:00,HOMICIDE,5054,454
5055,07-29-2020 14:00,IDENTITY THEFT,5055,153
5056,07-29-2020 15:00,VANDALISM,5056,326
5057,07-29-2020 16:00,TRAFFIC VIOLATION,5057,145
5058,07-29-2020 17:00,PUBLIC INTOXICATION,5058,288
5059,07-29-2020 18:00,SHOPLIFTING,5059,182
5060,07-29-2020 19:00,DRUG OFFENSE,5060,155
5061,07-29-2020 20:00,TRAFFIC VIOLATION,5061,397
5062,07-29-2020 21:00,SHOPLIFTING,5062,109
5063,07-29-2020 22:00,ILLEGAL POSSESSION,5063,523
5064,07-29-2020 23:00,DRUG OFFENSE,5064,326
5065,07-30-2020 00:00,EXTORTION,5065,422
5066,07-30-2020 01:00,SHOPLIFTING,5066,426
5067,07-30-2020 02:00,ASSAULT,5067,185
5068,07-30-2020 03:00,ARSON,5068,294
5069,07-30-2020 04:00,SHOPLIFTING,5069,417
5070,07-30-2020 05:00,DOMESTIC VIOLENCE,5070,241
5071,07-30-2020 06:00,DOMESTIC VIOLENCE,5071,235
5072,07-30-2020 07:00,COUNTERFEITING,5072,561
5073,07-30-2020 08:00,FIREARM OFFENSE,5073,467
5074,07-30-2020 09:00,ARSON,5074,379
5075,07-30-2020 10:00,VANDALISM,5075,190
5076,07-30-2020 11:00,SEXUAL ASSAULT,5076,207
5077,07-30-2020 12:00,ASSAULT,5077,130
5078,07-30-2020 13:00,SHOPLIFTING,5078,184
5079,07-30-2020 14:00,VANDALISM,5079,492
5080,07-30-2020 15:00,VEHICLE - STOLEN,5080,280
5081,07-30-2020 16:00,PUBLIC INTOXICATION,5081,186
5082,07-30-2020 17:00,FIREARM OFFENSE,5082,520
5083,07-30-2020 18:00,EXTORTION,5083,128
5084,07-30-2020 19:00,TRAFFIC VIOLATION,5084,373
5085,07-30-2020 20:00,COUNTERFEITING,5085,315
5086,07-30-2020 21:00,CYBERCRIME,5086,272
5087,07-30-2020 22:00,IDENTITY THEFT,5087,215
5088,07-30-2020 23:00,SHOPLIFTING,5088,580
5089,07-31-2020 00:00,FRAUD,5089,464
5090,07-31-2020 01:00,SEXUAL ASSAULT,5090,356
5091,07-31-2020 02:00,SEXUAL ASSAULT,5091,523
5092,07-31-2020 03:00,DOMESTIC VIOLENCE,5092,309
5093,07-31-2020 04:00,CYBERCRIME,5093,505
5094,07-31-2020 05:00,EXTORTION,5094,442
5095,07-31-2020 06:00,HOMICIDE,5095,405
5096,07-31-2020 07:00,PUBLIC INTOXICATION,5096,291
5097,07-31-2020 08:00,EXTORTION,5097,190
5098,07-31-2020 09:00,KIDNAPPING,5098,399
5099,07-31-2020 10:00,ROBBERY,5099,521
5100,07-31-2020 11:00,TRAFFIC VIOLATION,5100,308
5101,07-31-2020 12:00,HOMICIDE,5101,512
5102,07-31-2020 13:00,EXTORTION,5102,171
5103,07-31-2020 14:00,VEHICLE - STOLEN,5103,343
5104,07-31-2020 15:00,TRAFFIC VIOLATION,5104,447
5105,07-31-2020 16:00,DOMESTIC VIOLENCE,5105,356
5106,07-31-2020 17:00,ARSON,5106,471
5107,07-31-2020 18:00,DOMESTIC VIOLENCE,5107,428
5108,07-31-2020 19:00,ASSAULT,5108,551
5109,07-31-2020 20:00,HOMICIDE,5109,333
5110,07-31-2020 21:00,ASSAULT,5110,286
5111,07-31-2020 22:00,EXTORTION,5111,293
5112,07-31-2020 23:00,EXTORTION,5112,448
5113,08-01-2020 00:00,IDENTITY THEFT,5113,217
5114,08-01-2020 01:00,BURGLARY,5114,188
5115,08-01-2020 02:00,TRAFFIC VIOLATION,5115,587
5116,08-01-2020 03:00,EXTORTION,5116,454
5117,08-01-2020 04:00,SHOPLIFTING,5117,232
5118,08-01-2020 05:00,ILLEGAL POSSESSION,5118,529
5119,08-01-2020 06:00,IDENTITY THEFT,5119,483
5120,08-01-2020 07:00,ROBBERY,5120,228
5121,08-01-2020 08:00,SHOPLIFTING,5121,157
5122,08-01-2020 09:00,BURGLARY,5122,483
