FIR_Suspects_ID,FIR_ID,Suspect_ID,Reason_For_Suspicion,Date_Linked
5895,35778,8762,Phone call records,2021-09-10
5896,9755,10162,Seen near crime scene,2022-06-13
5897,2201,4323,Witness testimony,2022-07-25
5898,2201,1692,Witness testimony,2019-08-28
5899,29134,4130,Prior criminal record,2019-03-16
5900,10323,22879,Suspicious behaviour reported,2019-12-09
5901,31213,7503,Witness testimony,2023-01-22
5902,31213,30430,CCTV footage,2022-02-01
5903,6339,10507,CCTV footage,2019-05-03
5904,12058,16207,CCTV footage,2021-07-08
5905,26168,15188,Suspicious behaviour reported,2022-12-07
5906,26168,31209,Seen near crime scene,2019-08-18
5907,15121,27231,Witness testimony,2023-08-15
5908,3433,24554,Phone call records,2022-04-12
5909,35928,5887,Prior criminal record,2021-01-12
5910,39165,30056,Suspicious behaviour reported,2019-05-23
5911,17095,2138,Witness testimony,2020-05-26
5912,15058,8447,Phone call records,2021-11-19
5913,15058,28912,CCTV footage,2019-11-03
5914,3582,1945,Suspicious behaviour reported,2021-07-06
5915,10909,20378,Seen near crime scene,2020-10-14
5916,16122,29182,Prior criminal record,2020-08-12
5917,36036,3562,Seen near crime scene,2021-02-10
5918,959,27260,Prior criminal record,2021-03-14
5919,20641,18135,Witness testimony,2021-01-01
5920,30095,28680,Phone call records,2023-12-25
5921,30095,15048,Seen near crime scene,2019-12-07
5922,6448,17885,Witness testimony,2021-04-10
5923,37695,11972,Seen near crime scene,2023-06-21
5924,37695,11165,CCTV footage,2019-03-11
5925,34872,23265,Seen near crime scene,2023-11-28
5926,33489,3160,Seen near crime scene,2022-03-26
5927,15848,9110,Suspicious behaviour reported,2019-02-06
5928,36435,29265,Seen near crime scene,2019-09-30
5929,5090,16254,Seen near crime scene,2022-06-16
5930,5090,23850,Witness testimony,2020-06-07
5931,11371,17598,Witness testimony,2023-08-12
5932,6501,26052,Witness testimony,2022-05-20
5933,19634,11220,Suspicious behaviour reported,2022-04-26
5934,1081,3844,Prior criminal record,2023-11-23
5935,21828,25314,Witness testimony,2020-09-04
5936,39681,1833,Witness testimony,2019-08-17
5937,25975,30872,Seen near crime scene,2021-09-23
5938,25975,22191,Phone call records,2021-11-17
5939,8252,13367,Phone call records,2021-12-30
5940,24901,6466,Witness testimony,2022-02-04
5941,13334,17973,Seen near crime scene,2020-05-25
5942,14561,3512,Suspicious behaviour reported,2023-09-03
5943,32011,23561,CCTV footage,2020-03-16
5944,11845,21401,Suspicious behaviour reported,2020-03-16
5945,38070,10601,Phone call records,2021-03-03
5946,31996,5968,CCTV footage,2022-12-05
5947,32107,31794,Seen near crime scene,2020-01-17
5948,32107,14669,Seen near crime scene,2020-10-11
5949,852,16061,Phone call records,2021-06-17
5950,852,24791,Suspicious behaviour reported,2023-02-22
5951,21837,25555,Prior criminal record,2023-11-19
5952,36826,21091,Prior criminal record,2023-10-12
5953,12325,4588,CCTV footage,2021-10-26
5954,13228,19202,Suspicious behaviour reported,2021-02-15
5955,10118,25177,Prior criminal record,2023-01-29
5956,10118,16411,Phone call records,2019-04-08
5957,19886,14793,Seen near crime scene,2023-07-06
5958,31075,366,Phone call records,2023-10-07
5959,33617,26473,Seen near crime scene,2022-01-01
5960,25307,986,Suspicious behaviour reported,2022-05-11
5961,123,22576,Seen near crime scene,2021-02-21
5962,37602,27154,Phone call records,2019-06-16
5963,243,5459,Witness testimony,2023-06-05
5964,243,20129,Prior criminal record,2022-05-02
5965,8573,23644,Suspicious behaviour reported,2020-06-13
5966,23524,7999,CCTV footage,2022-05-10
5967,16048,19286,CCTV footage,2019-11-25
5968,16048,5023,Suspicious behaviour reported,2022-01-31
5969,4164,26857,Phone call records,2020-02-25
5970,13705,30323,Witness testimony,2019-07-30
5971,9214,21743,Prior criminal record,2019-04-05
5972,17824,10713,Suspicious behaviour reported,2022-03-22
5973,28646,1398,CCTV footage,2022-07-13
5974,11663,15792,Prior criminal record,2020-02-16
5975,12143,11992,Prior criminal record,2021-01-31
5976,14954,21566,CCTV footage,2022-06-14
5977,39727,20477,Witness testimony,2019-11-26
5978,39727,3220,Prior criminal record,2023-02-06
5979,36220,30226,CCTV footage,2022-09-10
5980,36220,14397,CCTV footage,2019-09-09
5981,11315,5796,Suspicious behaviour reported,2019-07-08
5982,668,18451,CCTV footage,2020-12-21
5983,32662,5688,Witness testimony,2022-07-06
5984,32662,27127,Seen near crime scene,2023-08-25
5985,38006,19851,Witness testimony,2022-05-17
5986,38689,8982,Witness testimony,2023-02-02
5987,24414,11128,Phone call records,2020-05-23
5988,8620,14940,Phone call records,2019-10-12
5989,31734,15455,Prior criminal record,2021-01-26
5990,32332,23547,Prior criminal record,2019-05-13
5991,1167,28273,Phone call records,2020-01-02
5992,24436,14487,Seen near crime scene,2021-02-06
5993,24436,24291,CCTV footage,2022-11-05
5994,9186,5265,Seen near crime scene,2021-12-02
5995,4670,27079,Phone call records,2020-04-17
5996,35825,25305,Seen near crime scene,2019-01-10
5997,35825,31450,Witness testimony,2020-09-05
5998,33917,2071,Suspicious behaviour reported,2019-03-27
5999,35903,11451,Seen near crime scene,2021-05-17
6000,19396,3832,CCTV footage,2021-09-04
6001,32491,601,Witness testimony,2022-07-21
6002,39450,1708,Witness testimony,2020-12-11
6003,10671,11380,Prior criminal record,2023-05-27
6004,10671,15583,Witness testimony,2022-01-24
6005,28815,2686,Witness testimony,2023-04-07
6006,4926,23081,CCTV footage,2019-04-11
6007,29192,19933,Seen near crime scene,2021-09-07
6008,10433,27384,CCTV footage,2023-07-15
6009,24069,20334,CCTV footage,2020-03-10
6010,11053,15752,Suspicious behaviour reported,2023-12-02
6011,672,18300,Prior criminal record,2023-05-24
6012,18797,30054,Phone call records,2020-10-13
6013,1170,3961,Seen near crime scene,2023-03-13
6014,21636,9041,CCTV footage,2023-06-21
6015,9103,30240,Suspicious behaviour reported,2020-05-13
6016,8429,18860,Suspicious behaviour reported,2020-05-31
6017,7636,26196,Suspicious behaviour reported,2022-07-16
6018,7636,12485,CCTV footage,2020-02-28
6019,11094,31283,Suspicious behaviour reported,2023-09-11
6020,8541,27169,Phone call records,2019-06-16
6021,8541,31146,Witness testimony,2023-03-22
6022,3528,3250,Phone call records,2022-08-07
6023,87,23420,Seen near crime scene,2022-07-01
6024,25741,13979,Suspicious behaviour reported,2019-08-07
6025,36154,28362,Suspicious behaviour reported,2021-05-07
6026,6019,4646,Suspicious behaviour reported,2022-05-30
6027,7297,30955,Seen near crime scene,2022-02-04
6028,19136,4392,Suspicious behaviour reported,2023-08-11
6029,36604,888,CCTV footage,2022-06-05
6030,24581,12098,Witness testimony,2019-07-03
6031,24581,1656,Suspicious behaviour reported,2021-09-09
6032,36840,19978,Suspicious behaviour reported,2019-10-14
6033,22764,13182,Seen near crime scene,2023-02-24
6034,22564,23932,Suspicious behaviour reported,2020-07-16
6035,22564,6662,Suspicious behaviour reported,2022-02-08
6036,4885,31998,Suspicious behaviour reported,2022-01-23
6037,4939,27578,Witness testimony,2019-05-22
6038,10965,6320,Prior criminal record,2019-02-13
6039,3587,13318,CCTV footage,2022-10-21
6040,22699,31991,Suspicious behaviour reported,2020-11-20
6041,31285,23463,CCTV footage,2021-01-29
6042,17858,27049,Suspicious behaviour reported,2020-06-08
6043,38531,10269,Witness testimony,2021-06-11
6044,20240,23099,Suspicious behaviour reported,2020-03-16
6045,20240,14247,CCTV footage,2021-04-28
6046,634,18838,Prior criminal record,2020-04-08
6047,11471,24419,Seen near crime scene,2020-02-21
6048,9158,21851,Phone call records,2020-05-12
6049,2700,21219,Prior criminal record,2020-09-21
6050,19124,20341,Phone call records,2023-04-09
6051,28849,12934,Prior criminal record,2022-04-17
6052,16076,26617,CCTV footage,2019-12-12
6053,18712,20475,Prior criminal record,2023-01-22
6054,5937,15413,Prior criminal record,2021-10-10
6055,5937,31847,Witness testimony,2023-03-16
6056,8586,13367,Suspicious behaviour reported,2019-04-06
6057,8074,16434,Prior criminal record,2022-04-25
6058,8074,21345,Suspicious behaviour reported,2022-11-28
6059,5871,4936,CCTV footage,2023-11-03
6060,24865,13496,Suspicious behaviour reported,2019-05-14
6061,24865,26228,Suspicious behaviour reported,2019-03-18
6062,40113,26221,Seen near crime scene,2021-06-24
6063,40113,14597,Seen near crime scene,2019-08-25
6064,789,20063,Witness testimony,2021-01-03
6065,30794,13450,Prior criminal record,2022-01-12
6066,1290,16006,CCTV footage,2021-11-30
6067,24045,18994,Witness testimony,2020-08-05
6068,20124,23632,CCTV footage,2023-06-15
6069,8557,15757,Witness testimony,2021-01-08
6070,35807,16395,Suspicious behaviour reported,2020-06-16
6071,35807,12320,Suspicious behaviour reported,2023-09-12
6072,36243,10042,Witness testimony,2020-08-11
6073,34436,18797,Phone call records,2021-04-06
6074,30280,29590,Phone call records,2020-12-12
6075,37992,11220,Phone call records,2019-07-11
6076,32389,28073,Suspicious behaviour reported,2021-04-25
6077,5081,600,Phone call records,2021-05-08
6078,28262,28643,CCTV footage,2019-05-02
6079,28262,20505,Seen near crime scene,2019-03-24
6080,18181,23414,Suspicious behaviour reported,2019-06-22
6081,13367,28089,Prior criminal record,2023-02-16
6082,37187,5075,Witness testimony,2022-06-01
6083,730,22485,CCTV footage,2019-12-04
6084,9077,27769,Suspicious behaviour reported,2020-10-24
6085,26343,8834,CCTV footage,2020-10-11
6086,26343,11506,Seen near crime scene,2021-04-26
6087,6762,27407,Witness testimony,2023-09-22
6088,21069,14397,Seen near crime scene,2021-05-14
6089,39445,29494,Suspicious behaviour reported,2023-09-22
6090,12543,7170,Seen near crime scene,2021-06-29
6091,12543,19969,Witness testimony,2020-02-11
6092,12070,24721,CCTV footage,2019-03-09
6093,8229,16627,Suspicious behaviour reported,2022-02-15
6094,36912,23473,CCTV footage,2020-11-25
6095,5959,12726,Phone call records,2022-01-01
6096,5007,2904,Prior criminal record,2021-09-09
6097,30501,14058,Prior criminal record,2021-07-12
6098,3181,17304,Witness testimony,2020-09-02
6099,19651,9119,Prior criminal record,2022-10-04
6100,22269,20619,Seen near crime scene,2022-02-10
6101,10012,28171,Prior criminal record,2020-11-17
6102,39053,13736,Witness testimony,2019-02-10
6103,13353,8150,Suspicious behaviour reported,2020-03-12
6104,4458,8315,CCTV footage,2021-08-14
6105,4458,30009,Seen near crime scene,2022-02-12
6106,38279,208,Witness testimony,2019-01-30
6107,30012,12135,Suspicious behaviour reported,2023-12-20
6108,38474,3200,Seen near crime scene,2019-03-03
6109,32608,574,Witness testimony,2020-02-18
6110,38596,2823,Phone call records,2020-09-02
6111,25436,12160,Suspicious behaviour reported,2020-05-22
6112,28449,14916,Seen near crime scene,2021-12-12
6113,19526,4613,Prior criminal record,2021-02-14
6114,21319,6184,Suspicious behaviour reported,2023-03-01
6115,23883,2431,Suspicious behaviour reported,2020-07-26
6116,13677,9335,Phone call records,2022-05-14
6117,24145,9765,Suspicious behaviour reported,2019-06-14
6118,6408,8452,Suspicious behaviour reported,2023-07-31
6119,38001,12074,Prior criminal record,2019-09-03
6120,38001,7839,Witness testimony,2023-10-16
6121,1548,13710,Suspicious behaviour reported,2021-08-10
6122,37394,15665,Seen near crime scene,2023-11-12
6123,33887,27690,Suspicious behaviour reported,2023-06-15
6124,32043,11723,Suspicious behaviour reported,2021-11-12
6125,29083,2070,Seen near crime scene,2023-07-17
6126,18366,4091,CCTV footage,2021-05-20
6127,24613,2181,Prior criminal record,2021-03-06
6128,7155,12001,Seen near crime scene,2023-05-18
6129,17850,12770,Prior criminal record,2021-01-10
6130,9393,11018,Suspicious behaviour reported,2021-04-13
6131,9393,2467,Prior criminal record,2021-03-05
6132,14033,2953,Witness testimony,2019-10-26
6133,39849,29656,Seen near crime scene,2020-10-26
6134,30708,308,Seen near crime scene,2021-10-21
6135,5990,18332,Phone call records,2022-10-03
6136,13059,20453,Phone call records,2020-12-18
6137,13059,25599,Suspicious behaviour reported,2023-08-26
6138,21236,14981,Witness testimony,2020-02-12
6139,33612,11331,Witness testimony,2021-04-11
6140,33612,20122,Witness testimony,2021-08-11
6141,4674,10020,Seen near crime scene,2022-03-25
6142,4277,28294,Seen near crime scene,2021-11-02
6143,4277,19924,Suspicious behaviour reported,2022-03-04
6144,9978,20065,Suspicious behaviour reported,2022-03-24
6145,17771,6766,Seen near crime scene,2022-08-28
6146,15743,6540,Seen near crime scene,2021-01-03
6147,17747,19659,Prior criminal record,2019-10-02
6148,3875,10942,Prior criminal record,2019-10-01
6149,39221,18113,Suspicious behaviour reported,2022-03-03
6150,28853,677,Phone call records,2021-05-01
6151,17881,14159,Witness testimony,2021-01-12
6152,17881,4116,Witness testimony,2020-07-05
6153,34380,29881,Prior criminal record,2019-05-23
6154,17812,22783,Suspicious behaviour reported,2023-10-14
6155,24812,16512,CCTV footage,2021-02-13
6156,10414,6118,Prior criminal record,2023-05-16
6157,17552,28619,Phone call records,2022-03-06
6158,11306,19680,Phone call records,2021-06-26
6159,34209,22614,Seen near crime scene,2023-06-14
6160,22893,31442,Witness testimony,2023-09-25
6161,34261,25391,Prior criminal record,2021-11-02
6162,28876,4736,CCTV footage,2023-12-29
6163,1201,19586,Phone call records,2019-10-20
6164,33436,17671,Prior criminal record,2019-12-07
6165,15955,23627,Seen near crime scene,2019-04-28
6166,15955,5520,CCTV footage,2020-11-16
6167,33675,27569,Witness testimony,2022-08-12
6168,31931,3043,Suspicious behaviour reported,2023-05-05
6169,20781,10113,Prior criminal record,2020-08-20
6170,10337,23852,CCTV footage,2022-06-13
6171,28841,12929,Witness testimony,2022-03-28
6172,10202,8797,Witness testimony,2022-08-05
6173,29159,30548,Phone call records,2021-06-28
6174,9705,6668,CCTV footage,2020-04-02
6175,9705,6454,Suspicious behaviour reported,2022-12-25
6176,25085,17882,Phone call records,2019-12-03
6177,18959,14985,Seen near crime scene,2022-03-21
6178,19245,31852,Seen near crime scene,2021-12-28
6179,16219,27238,Suspicious behaviour reported,2023-06-03
6180,17022,20245,Suspicious behaviour reported,2020-09-30
6181,21640,7300,Phone call records,2019-11-16
6182,31305,26777,CCTV footage,2021-09-30
6183,31305,28247,Phone call records,2020-11-01
6184,7272,3183,Seen near crime scene,2021-12-02
6185,7272,26760,Seen near crime scene,2020-02-28
6186,37188,10109,CCTV footage,2022-12-26
6187,14162,20370,CCTV footage,2019-10-31
6188,14162,30915,Phone call records,2019-01-30
6189,16366,24609,CCTV footage,2023-09-20
6190,13749,23502,Prior criminal record,2019-02-13
6191,9006,14484,Phone call records,2023-05-31
6192,26430,22450,Phone call records,2019-10-26
6193,17848,2873,Suspicious behaviour reported,2023-05-19
6194,29424,26710,Witness testimony,2023-05-07
6195,32392,394,Prior criminal record,2019-03-14
6196,22885,2796,Suspicious behaviour reported,2020-02-24
6197,33840,5832,Seen near crime scene,2020-02-14
6198,21231,26097,Phone call records,2023-05-20
6199,21231,30206,Witness testimony,2023-04-07
6200,23132,2145,Seen near crime scene,2019-04-04
6201,19265,7257,Seen near crime scene,2021-02-28
6202,2067,26272,Witness testimony,2022-01-12
6203,4846,6680,Witness testimony,2021-05-27
6204,34894,21447,Suspicious behaviour reported,2021-09-07
6205,34894,8388,Prior criminal record,2019-02-04
6206,15593,6639,Suspicious behaviour reported,2022-12-17
6207,15593,6322,Suspicious behaviour reported,2021-02-09
6208,25887,700,Seen near crime scene,2020-02-02
6209,25887,30739,Witness testimony,2022-03-17
6210,731,18325,CCTV footage,2021-10-09
6211,16593,29204,Suspicious behaviour reported,2021-07-06
6212,16593,3120,Phone call records,2020-05-30
6213,33264,5902,CCTV footage,2021-03-17
6214,33264,11899,Phone call records,2023-05-30
6215,22130,23316,Witness testimony,2022-08-13
6216,27539,24368,CCTV footage,2023-08-18
6217,36046,6517,Witness testimony,2023-11-07
6218,13562,22858,Suspicious behaviour reported,2019-09-30
6219,34424,22065,Witness testimony,2022-04-25
6220,33128,23087,Phone call records,2022-11-11
6221,33128,18253,Seen near crime scene,2021-01-18
6222,6869,24119,Suspicious behaviour reported,2023-05-12
6223,6869,29833,CCTV footage,2022-01-31
6224,39103,24199,Witness testimony,2023-03-03
6225,39962,25153,Phone call records,2023-12-20
6226,25892,9306,Witness testimony,2023-07-16
6227,25892,20678,Suspicious behaviour reported,2023-09-08
6228,10504,25379,Seen near crime scene,2023-02-22
6229,10504,6298,Prior criminal record,2022-05-21
6230,10094,18930,Seen near crime scene,2021-01-13
6231,32582,4850,Phone call records,2020-06-10
6232,19405,22721,Suspicious behaviour reported,2021-09-24
6233,16619,26815,Suspicious behaviour reported,2020-01-19
6234,16619,31481,CCTV footage,2022-01-01
6235,16338,15514,Suspicious behaviour reported,2020-09-28
6236,13459,8497,Suspicious behaviour reported,2023-07-23
6237,1008,22330,Phone call records,2019-10-26
6238,19071,22693,Phone call records,2019-05-12
6239,27667,7351,Seen near crime scene,2021-07-07
6240,27667,24601,Suspicious behaviour reported,2021-08-28
6241,7504,11063,Witness testimony,2021-03-09
6242,32052,11495,CCTV footage,2023-01-07
6243,31433,26319,Suspicious behaviour reported,2023-02-25
6244,14396,19820,Prior criminal record,2023-09-09
6245,28570,9938,Phone call records,2022-10-12
6246,22484,22471,Phone call records,2019-12-24
6247,20707,24364,Phone call records,2020-07-30
6248,27812,1609,Seen near crime scene,2022-12-31
6249,33810,16732,Suspicious behaviour reported,2020-11-20
6250,34737,26273,Witness testimony,2023-04-24
6251,25184,13007,CCTV footage,2023-04-17
6252,17099,29453,Suspicious behaviour reported,2020-12-26
6253,151,18520,Suspicious behaviour reported,2021-11-30
6254,151,1755,Phone call records,2019-07-20
6255,15347,20885,Seen near crime scene,2023-07-31
6256,6604,4730,Prior criminal record,2020-05-16
6257,6604,11482,Suspicious behaviour reported,2022-04-13
6258,21411,8791,Seen near crime scene,2020-02-03
6259,13450,19391,CCTV footage,2023-06-21
6260,13450,15828,CCTV footage,2019-06-01
6261,23287,5665,Suspicious behaviour reported,2023-12-07
6262,23287,4253,Seen near crime scene,2023-12-11
6263,36206,10246,Witness testimony,2022-05-08
6264,30377,1750,Prior criminal record,2019-10-23
6265,10724,18501,CCTV footage,2022-10-26
6266,21011,17526,Suspicious behaviour reported,2019-11-16
6267,1870,23369,CCTV footage,2020-03-12
6268,22691,26307,Suspicious behaviour reported,2021-04-09
6269,22691,23488,Phone call records,2020-12-22
6270,11493,30963,Seen near crime scene,2019-10-04
6271,7896,30890,Seen near crime scene,2021-08-17
6272,17170,626,Suspicious behaviour reported,2020-03-02
6273,9195,2100,Seen near crime scene,2022-05-17
6274,21303,4366,Prior criminal record,2019-02-01
6275,22575,16632,Prior criminal record,2022-11-13
6276,1401,16388,Prior criminal record,2020-04-08
6277,14862,27240,Witness testimony,2022-03-25
6278,14862,5978,Prior criminal record,2023-06-25
6279,8412,31053,Seen near crime scene,2020-05-15
6280,16747,3549,CCTV footage,2021-11-30
6281,38869,10007,Witness testimony,2019-10-04
6282,16134,4438,Seen near crime scene,2019-07-04
6283,18241,26285,Witness testimony,2019-02-03
6284,20829,29812,Suspicious behaviour reported,2023-11-17
6285,24857,23699,Prior criminal record,2020-01-09
6286,598,27496,Seen near crime scene,2019-04-05
6287,23724,12482,Phone call records,2021-02-18
6288,29742,22407,Phone call records,2022-07-19
6289,26928,18423,Seen near crime scene,2023-06-22
6290,3014,15792,Prior criminal record,2019-01-02
6291,24078,29247,Seen near crime scene,2021-09-12
6292,13145,15472,Witness testimony,2020-05-25
6293,15417,27376,Suspicious behaviour reported,2021-06-21
6294,12497,9150,Suspicious behaviour reported,2023-08-08
6295,32291,30307,CCTV footage,2019-09-08
6296,25844,5777,Seen near crime scene,2019-02-11
6297,24789,5074,Phone call records,2019-07-29
6298,39346,20648,Suspicious behaviour reported,2021-07-06
6299,32841,14472,Seen near crime scene,2022-08-18
6300,32841,15093,Witness testimony,2021-05-19
6301,19490,7861,Seen near crime scene,2020-12-03
6302,11275,3379,Suspicious behaviour reported,2020-05-06
6303,9046,29717,CCTV footage,2020-08-03
6304,25772,12912,Phone call records,2022-07-23
6305,25772,30833,Prior criminal record,2022-04-12
6306,37666,12229,Seen near crime scene,2019-04-12
6307,1724,18723,Suspicious behaviour reported,2019-09-23
6308,1724,17617,Phone call records,2022-08-12
6309,27657,24083,Witness testimony,2022-06-21
6310,1292,949,Suspicious behaviour reported,2021-09-13
6311,7719,17793,CCTV footage,2023-04-17
6312,35939,29524,CCTV footage,2020-07-27
6313,16634,6569,Seen near crime scene,2019-07-26
6314,15538,24539,Phone call records,2020-01-18
6315,23470,18624,Suspicious behaviour reported,2022-12-25
6316,1261,26073,Witness testimony,2021-08-18
6317,33316,26045,Witness testimony,2020-06-30
6318,12439,29197,Suspicious behaviour reported,2019-05-12
6319,16119,27699,CCTV footage,2023-10-08
6320,28660,20843,Prior criminal record,2019-08-12
6321,28660,25809,Suspicious behaviour reported,2021-08-08
6322,18041,29648,CCTV footage,2020-03-11
6323,17166,24793,Phone call records,2020-05-28
6324,17166,1992,Prior criminal record,2023-04-21
6325,8465,16975,Witness testimony,2021-03-15
6326,8465,10506,Witness testimony,2020-09-23
6327,22225,14181,Suspicious behaviour reported,2021-12-16
6328,26940,29829,Witness testimony,2023-05-15
6329,9662,14720,Witness testimony,2023-10-08
6330,9662,7252,Suspicious behaviour reported,2020-03-05
6331,30834,16834,Witness testimony,2023-10-25
6332,30834,349,Prior criminal record,2019-03-09
6333,11692,11779,Suspicious behaviour reported,2023-02-18
6334,11692,23835,Phone call records,2022-04-17
6335,1469,26379,Prior criminal record,2021-11-19
6336,1469,11385,Prior criminal record,2020-11-06
6337,3292,21416,Suspicious behaviour reported,2020-02-27
6338,13263,4622,Prior criminal record,2020-03-19
6339,13263,26866,Suspicious behaviour reported,2021-06-01
6340,10529,22837,Phone call records,2023-01-30
6341,10529,21000,Phone call records,2021-07-18
6342,40105,16705,Witness testimony,2020-06-26
6343,10741,16813,CCTV footage,2019-04-28
6344,1389,25681,Phone call records,2019-10-20
6345,1389,10913,Prior criminal record,2023-02-23
6346,24819,20955,CCTV footage,2022-07-28
6347,2244,1500,Witness testimony,2019-02-08
6348,10255,26726,Seen near crime scene,2022-10-27
6349,27192,11825,CCTV footage,2023-11-18
6350,12615,2701,Phone call records,2021-07-16
6351,39982,18557,Prior criminal record,2019-01-23
6352,14791,21005,Seen near crime scene,2020-04-01
6353,8778,17010,CCTV footage,2023-03-26
6354,8778,25487,Witness testimony,2021-12-15
6355,5158,3703,Witness testimony,2021-09-28
6356,38725,31,CCTV footage,2020-10-10
6357,16305,11350,Witness testimony,2020-04-30
6358,16305,7055,Seen near crime scene,2019-09-12
6359,29271,28199,Phone call records,2020-08-30
6360,28257,18873,Prior criminal record,2022-11-15
6361,19884,20877,Seen near crime scene,2022-11-21
6362,28266,9487,Seen near crime scene,2023-07-30
6363,30317,14668,Witness testimony,2023-05-18
6364,33821,16134,CCTV footage,2021-08-09
6365,26723,16400,Seen near crime scene,2019-04-12
6366,34646,28427,Phone call records,2020-03-21
6367,31382,22784,Seen near crime scene,2019-09-04
6368,6098,23479,Prior criminal record,2022-01-14
6369,35631,1810,Phone call records,2023-11-23
6370,10895,7274,Witness testimony,2020-08-05
6371,10243,24966,CCTV footage,2023-05-15
6372,7947,27476,CCTV footage,2020-03-01
6373,7215,20746,Prior criminal record,2021-09-17
6374,7215,9259,Suspicious behaviour reported,2019-01-02
6375,18920,16083,Prior criminal record,2023-08-16
6376,26679,28591,CCTV footage,2023-08-19
6377,37901,13229,Phone call records,2020-09-28
6378,24376,18573,Witness testimony,2020-06-26
6379,15693,17397,Seen near crime scene,2022-02-06
6380,3362,22211,Seen near crime scene,2022-03-09
6381,30613,27079,Phone call records,2019-10-30
6382,26292,16004,Phone call records,2021-12-03
6383,17547,31876,Suspicious behaviour reported,2023-06-20
6384,1797,24327,Suspicious behaviour reported,2021-05-30
6385,27964,18990,Suspicious behaviour reported,2023-10-20
6386,9330,11238,Phone call records,2022-10-24
6387,21428,4427,Witness testimony,2019-12-25
6388,21428,14651,CCTV footage,2020-12-16
6389,32866,28261,Witness testimony,2023-06-21
6390,25518,14390,Phone call records,2020-07-30
6391,25518,23094,Suspicious behaviour reported,2019-10-14
6392,35153,6595,Suspicious behaviour reported,2022-10-29
6393,37114,8081,CCTV footage,2020-04-12
6394,35101,30097,Phone call records,2019-02-02
6395,35101,27924,Witness testimony,2021-10-08
6396,10347,1806,Prior criminal record,2021-12-13
6397,2637,29664,CCTV footage,2022-06-01
6398,13057,22259,Prior criminal record,2021-11-05
6399,7856,31661,Suspicious behaviour reported,2022-12-01
6400,16985,2507,CCTV footage,2019-03-23
6401,23445,29063,Witness testimony,2022-01-08
6402,13433,9244,Witness testimony,2019-11-10
6403,34587,11163,Phone call records,2022-06-12
6404,11770,933,CCTV footage,2019-04-02
6405,23118,22805,Phone call records,2022-07-31
6406,36938,18927,Witness testimony,2021-07-10
6407,36938,28419,CCTV footage,2020-06-29
6408,15074,3210,Prior criminal record,2020-12-09
6409,13653,28191,Phone call records,2021-03-24
6410,12498,30184,Witness testimony,2023-04-03
6411,22294,16579,CCTV footage,2021-03-24
6412,19098,1084,Witness testimony,2022-05-11
6413,28038,5223,Suspicious behaviour reported,2019-04-17
6414,28254,19889,CCTV footage,2023-09-24
6415,6050,30225,Suspicious behaviour reported,2023-04-26
6416,6050,16136,Phone call records,2022-09-29
6417,39437,5652,CCTV footage,2020-11-24
6418,39437,4179,Prior criminal record,2021-06-06
6419,17492,7358,Suspicious behaviour reported,2022-04-27
6420,17492,29658,Phone call records,2021-01-28
6421,10759,336,CCTV footage,2022-10-10
6422,31140,17164,Phone call records,2022-08-02
6423,24607,8168,Witness testimony,2023-10-21
6424,39422,20495,Prior criminal record,2019-02-22
6425,17385,13562,Suspicious behaviour reported,2021-07-26
6426,17385,27566,Witness testimony,2020-02-29
6427,21675,5232,Suspicious behaviour reported,2020-04-11
6428,12446,31585,CCTV footage,2020-06-02
6429,34840,114,Phone call records,2020-06-20
6430,31365,21613,Witness testimony,2019-12-06
6431,31365,10729,Witness testimony,2021-05-01
6432,13073,6397,Seen near crime scene,2019-04-24
6433,16390,7133,Seen near crime scene,2019-01-09
6434,2836,25244,Phone call records,2022-10-12
6435,1928,27191,CCTV footage,2021-07-28
6436,4700,943,Suspicious behaviour reported,2022-02-24
6437,7302,10921,Prior criminal record,2021-11-17
6438,21163,30548,Phone call records,2021-01-28
6439,2745,11402,Prior criminal record,2023-01-31
6440,2745,26705,Prior criminal record,2023-12-26
6441,22353,17057,Prior criminal record,2020-03-27
6442,8454,7950,Prior criminal record,2019-02-14
6443,29837,31599,Witness testimony,2019-01-27
6444,24807,30446,Witness testimony,2023-02-01
6445,10848,17107,Prior criminal record,2019-05-19
6446,32101,5652,Suspicious behaviour reported,2022-08-07
6447,1419,10881,Suspicious behaviour reported,2022-05-06
6448,1419,1945,CCTV footage,2023-03-15
6449,36158,423,Prior criminal record,2019-06-04
6450,31332,10185,Prior criminal record,2023-11-05
6451,26066,22074,CCTV footage,2019-03-09
6452,31724,10194,Prior criminal record,2023-06-16
6453,11011,17048,Seen near crime scene,2020-03-24
6454,5932,5418,Seen near crime scene,2022-11-13
6455,37423,18855,Seen near crime scene,2023-07-30
6456,11737,30793,Prior criminal record,2019-03-20
6457,11737,22747,CCTV footage,2023-02-21
6458,1393,5044,Phone call records,2021-06-21
6459,7785,3924,CCTV footage,2023-11-15
6460,23592,630,Seen near crime scene,2023-06-24
6461,39251,15837,CCTV footage,2022-08-18
6462,20730,2898,Suspicious behaviour reported,2019-08-07
6463,20730,2131,Prior criminal record,2020-08-05
6464,20362,20216,CCTV footage,2021-10-07
6465,20362,13862,Phone call records,2019-07-04
6466,1285,17628,Witness testimony,2022-06-02
6467,1285,21626,Prior criminal record,2020-12-17
6468,17237,10019,Prior criminal record,2021-08-19
