FIR_Accused_ID,FIR_ID,Accused_ID,Role_In_Crime,Date_Linked
6358,20676,423,Mastermind,2022-08-05
6359,7261,13591,Financier,2019-09-15
6360,7740,48081,Driver,2022-02-01
6361,17861,4404,Accomplice,2020-07-17
6362,15178,21530,Lookout,2021-02-26
6363,11019,18458,Driver,2020-04-03
6364,16008,36685,Driver,2022-04-25
6365,26799,51307,Lookout,2023-01-31
6366,19206,17342,Mastermind,2021-04-30
6367,25757,13262,Executor,2020-01-06
6368,27242,12341,Financier,2019-05-05
6369,27242,17790,Financier,2021-11-16
6370,17961,39531,Driver,2019-02-07
6371,30761,1041,Financier,2019-03-27
6372,24748,25098,Financier,2022-04-21
6373,24748,7002,Financier,2021-06-11
6374,22988,13681,Driver,2020-10-25
6375,22988,31486,Accomplice,2019-10-30
6376,22988,28054,Financier,2023-07-04
6377,38697,8987,Executor,2021-01-24
6378,38697,29206,Executor,2019-07-07
6379,8198,26625,Lookout,2020-10-04
6380,25295,23656,Mastermind,2019-07-10
6381,25295,32112,Financier,2023-12-11
6382,270,46125,Driver,2022-12-15
6383,29878,12668,Financier,2019-04-16
6384,29878,50982,Lookout,2020-10-23
6385,29878,9134,Accomplice,2020-12-02
6386,4324,15108,Lookout,2023-09-17
6387,4324,7865,Mastermind,2022-10-29
6388,4324,46284,Accomplice,2022-12-10
6389,5980,28921,Mastermind,2021-07-21
6390,27300,8801,Driver,2021-03-21
6391,33949,36756,Mastermind,2023-10-04
6392,37374,43275,Executor,2020-03-18
6393,37374,42487,Executor,2022-05-12
6394,7690,28360,Accomplice,2022-02-14
6395,38768,25464,Financier,2019-05-23
6396,30916,30009,Accomplice,2021-05-03
6397,13255,42694,Accomplice,2021-01-10
6398,28982,19924,Mastermind,2023-12-16
6399,10139,21124,Financier,2022-12-12
6400,26698,36285,Mastermind,2020-10-17
6401,16246,47381,Financier,2021-03-26
6402,16246,32689,Accomplice,2019-11-17
6403,10649,43522,Mastermind,2023-11-12
6404,10649,25148,Financier,2019-06-02
6405,1981,32372,Accomplice,2023-01-26
6406,1981,24752,Lookout,2019-02-13
6407,1981,19295,Mastermind,2021-01-14
6408,26994,46932,Lookout,2019-10-06
6409,27404,44222,Accomplice,2020-12-08
6410,52,3223,Mastermind,2020-11-01
6411,2246,40476,Executor,2019-06-24
6412,15353,51994,Lookout,2020-07-14
6413,18397,9975,Mastermind,2021-07-06
6414,18397,19946,Accomplice,2022-01-07
6415,30453,26741,Driver,2021-07-23
6416,3923,9454,Accomplice,2019-10-04
6417,3923,42180,Financier,2019-01-15
6418,30855,241,Driver,2023-07-05
6419,6602,18010,Mastermind,2023-07-06
6420,6602,47310,Lookout,2019-04-26
6421,29483,44664,Mastermind,2020-07-22
6422,9253,36188,Driver,2023-08-05
6423,17233,44422,Driver,2023-03-04
6424,15054,1585,Accomplice,2019-09-29
6425,33470,8784,Lookout,2022-02-02
6426,27515,1619,Executor,2022-04-11
6427,15993,12504,Accomplice,2023-07-29
6428,2861,44974,Executor,2019-10-02
6429,19380,38104,Driver,2019-04-16
6430,19380,20694,Accomplice,2023-01-17
6431,19380,29225,Driver,2021-07-24
6432,17887,26994,Financier,2023-03-31
6433,3030,2191,Lookout,2021-08-01
6434,6089,38995,Driver,2021-06-22
6435,21419,5770,Executor,2023-04-22
6436,21419,28300,Driver,2022-03-08
6437,21419,29754,Executor,2020-11-05
6438,32882,3915,Financier,2021-09-21
6439,12967,13485,Executor,2019-08-23
6440,30523,17077,Executor,2021-09-26
6441,30523,15137,Driver,2023-08-21
6442,10561,39171,Accomplice,2023-07-14
6443,27212,14800,Driver,2022-08-25
6444,6249,672,Accomplice,2023-07-07
6445,16737,30127,Accomplice,2019-05-03
6446,14039,50782,Accomplice,2019-04-02
6447,4449,22018,Driver,2020-07-21
6448,3219,31679,Accomplice,2023-08-23
6449,3219,16380,Lookout,2019-02-18
6450,35553,26192,Mastermind,2021-06-14
6451,3615,49033,Driver,2019-12-23
6452,39874,37584,Executor,2020-10-29
6453,24099,35362,Financier,2019-09-16
6454,649,18890,Lookout,2022-02-19
6455,8669,46425,Accomplice,2020-04-09
6456,12993,45293,Accomplice,2021-04-13
6457,1571,46904,Mastermind,2019-01-17
6458,1571,26685,Mastermind,2023-02-09
6459,33036,39219,Lookout,2020-08-14
6460,12699,19402,Lookout,2023-01-16
6461,12699,5952,Lookout,2020-01-02
6462,12699,13156,Lookout,2022-04-30
6463,35861,1871,Executor,2021-07-09
6464,20892,39557,Driver,2020-08-27
6465,35254,3139,Driver,2023-04-13
6466,11352,21414,Driver,2019-05-10
6467,2120,22521,Executor,2021-11-07
6468,511,7631,Driver,2023-08-09
6469,28623,9369,Financier,2022-05-02
6470,28623,32832,Executor,2021-10-02
6471,6607,12400,Executor,2021-10-14
6472,6607,24776,Accomplice,2022-09-29
6473,22971,44556,Accomplice,2023-02-09
6474,22971,37560,Financier,2022-11-24
6475,22971,36228,Mastermind,2020-10-03
6476,20,41560,Lookout,2022-08-20
6477,29554,24663,Lookout,2022-02-17
6478,29554,10546,Driver,2019-08-21
6479,25938,47746,Executor,2022-10-29
6480,39174,42314,Driver,2020-07-19
6481,25949,19043,Financier,2019-10-01
6482,20493,50741,Driver,2022-12-11
6483,6472,20546,Lookout,2022-07-16
6484,8524,32627,Driver,2020-01-06
6485,36138,44657,Accomplice,2022-07-14
6486,18710,2545,Accomplice,2023-06-28
6487,18710,42856,Lookout,2019-08-04
6488,22082,5591,Mastermind,2021-09-19
6489,35898,31822,Financier,2020-05-11
6490,35898,37800,Financier,2021-07-29
6491,35898,40191,Mastermind,2019-04-21
6492,1584,29587,Driver,2021-01-03
6493,11633,6708,Financier,2021-10-13
6494,11633,5457,Executor,2020-03-25
6495,21598,12397,Driver,2021-05-02
6496,21598,46149,Lookout,2022-12-04
6497,10032,47834,Lookout,2022-08-28
6498,18825,47381,Driver,2023-06-16
6499,36299,2539,Lookout,2020-02-29
6500,8034,33487,Lookout,2020-12-19
6501,35022,15778,Executor,2019-03-17
6502,22044,22924,Mastermind,2023-04-30
6503,1135,39785,Financier,2022-09-26
6504,29312,15847,Accomplice,2019-05-28
6505,29312,3272,Executor,2019-12-28
6506,27779,26350,Mastermind,2020-12-27
6507,24447,21724,Accomplice,2021-08-11
6508,24447,20656,Accomplice,2021-05-18
6509,12266,17696,Accomplice,2019-05-17
6510,2294,20943,Driver,2019-02-05
6511,2294,24132,Executor,2022-01-16
6512,2294,46629,Financier,2022-12-20
6513,14413,23810,Accomplice,2021-02-08
6514,15216,38578,Mastermind,2019-08-07
6515,15216,28829,Mastermind,2022-04-18
6516,12351,40553,Driver,2020-05-21
6517,12351,43031,Executor,2023-12-08
6518,34666,21399,Lookout,2022-06-03
6519,22969,27839,Accomplice,2023-04-19
6520,22969,2078,Accomplice,2022-11-28
6521,22969,17186,Driver,2021-06-30
6522,38477,37052,Accomplice,2020-01-24
6523,37599,10956,Lookout,2021-09-09
6524,7978,24991,Mastermind,2019-03-13
6525,40138,14953,Executor,2020-05-20
6526,26310,39385,Driver,2020-02-09
6527,26310,21471,Accomplice,2020-12-02
6528,26310,34234,Executor,2020-05-17
6529,37632,13954,Accomplice,2022-06-21
6530,29882,646,Driver,2023-04-27
6531,24503,22715,Mastermind,2023-06-02
6532,24503,50738,Mastermind,2023-05-08
6533,34795,5165,Lookout,2023-04-01
6534,22884,50341,Lookout,2020-07-07
6535,36290,21244,Accomplice,2021-02-23
6536,36290,46459,Lookout,2023-12-30
6537,3558,46214,Mastermind,2022-05-28
6538,3558,37765,Mastermind,2020-01-14
6539,18378,46712,Lookout,2022-04-12
6540,38316,31785,Accomplice,2020-10-05
6541,34728,35643,Executor,2019-03-19
6542,34728,33577,Lookout,2023-06-24
6543,34728,42408,Executor,2023-08-15
6544,6683,13887,Lookout,2021-10-02
6545,6683,34275,Mastermind,2023-09-18
6546,14710,44160,Executor,2022-06-16
6547,9202,20848,Accomplice,2020-01-12
6548,35295,28365,Executor,2019-06-02
6549,2725,31326,Accomplice,2021-07-27
6550,2725,25755,Accomplice,2023-08-17
6551,6178,49592,Accomplice,2023-02-14
6552,20061,8067,Executor,2020-06-04
6553,20061,14655,Mastermind,2019-09-15
6554,17458,5837,Financier,2019-08-12
6555,17458,4909,Executor,2019-07-15
6556,11129,32836,Executor,2023-11-13
6557,15414,36290,Mastermind,2019-04-17
6558,15414,42238,Lookout,2020-06-27
6559,15414,8753,Financier,2020-10-20
6560,238,46366,Accomplice,2021-04-05
6561,27948,8320,Lookout,2022-12-31
6562,19955,41012,Mastermind,2020-12-21
6563,16414,30675,Lookout,2020-09-07
6564,19302,8304,Lookout,2021-08-06
6565,19302,17066,Accomplice,2019-09-01
6566,19302,43055,Accomplice,2021-07-12
6567,30488,16582,Executor,2020-02-06
6568,17274,21948,Driver,2019-06-15
6569,33551,35100,Accomplice,2022-01-12
6570,1521,32382,Driver,2020-02-12
6571,1521,10802,Accomplice,2023-10-11
6572,39800,36907,Financier,2019-11-18
6573,31057,6224,Financier,2023-06-30
6574,33674,40199,Lookout,2023-01-06
6575,33674,20936,Financier,2022-11-29
6576,33674,31774,Mastermind,2019-08-22
6577,39715,18252,Driver,2021-06-10
6578,13073,3681,Accomplice,2021-01-30
6579,24119,45585,Lookout,2019-10-28
6580,22609,48718,Financier,2020-02-13
6581,22609,33542,Mastermind,2021-11-09
6582,33980,12256,Executor,2020-05-05
6583,6223,11543,Accomplice,2022-10-11
6584,6297,7102,Executor,2022-01-17
6585,31570,3821,Financier,2023-09-10
6586,5038,27814,Driver,2022-03-28
6587,35310,24559,Financier,2019-11-21
6588,35310,35392,Lookout,2021-12-02
6589,35310,13296,Mastermind,2019-02-28
6590,25725,32653,Financier,2021-09-11
6591,25725,13636,Executor,2023-05-23
6592,21436,9233,Mastermind,2021-01-25
6593,35006,646,Mastermind,2020-07-27
6594,37277,32217,Accomplice,2020-11-07
6595,6542,27658,Executor,2023-08-21
6596,13196,11952,Financier,2022-12-25
6597,13354,25978,Lookout,2019-03-26
6598,8098,22516,Lookout,2023-05-29
6599,4511,6314,Executor,2021-08-03
6600,22005,9224,Executor,2019-02-06
6601,1372,4681,Accomplice,2023-12-01
6602,1372,34061,Executor,2019-03-18
6603,39220,10554,Driver,2019-04-15
6604,15233,50903,Executor,2021-05-12
6605,602,37613,Executor,2022-08-12
6606,18118,30445,Executor,2022-05-25
6607,10930,3296,Mastermind,2023-04-07
6608,10930,7999,Executor,2019-10-15
6609,4170,44256,Accomplice,2019-11-11
6610,25639,41428,Driver,2019-08-08
6611,15903,39676,Driver,2023-07-03
6612,36855,37413,Lookout,2021-12-19
6613,25050,16901,Lookout,2021-06-13
6614,25050,43356,Accomplice,2023-12-02
6615,25050,13810,Accomplice,2019-02-17
6616,21125,44071,Accomplice,2021-12-02
6617,13005,28681,Executor,2020-09-17
6618,22464,28394,Financier,2023-06-14
6619,6351,35337,Accomplice,2023-04-20
6620,1253,32186,Mastermind,2022-10-02
6621,22205,37640,Mastermind,2019-12-10
6622,22205,5326,Accomplice,2023-10-22
6623,356,28308,Executor,2021-09-08
6624,38690,11810,Accomplice,2021-04-27
6625,37464,2699,Executor,2020-06-11
6626,29686,44741,Driver,2022-08-07
6627,3685,5782,Mastermind,2021-12-01
6628,9962,46487,Executor,2019-07-22
6629,37867,813,Mastermind,2020-06-04
6630,17507,23643,Driver,2021-12-22
6631,22626,42171,Executor,2022-01-20
6632,14206,45088,Financier,2020-04-20
6633,449,50130,Lookout,2019-01-28
6634,449,1941,Accomplice,2021-04-28
6635,11775,24404,Financier,2021-10-19
6636,33151,8011,Executor,2019-05-04
6637,27362,14283,Executor,2019-04-07
6638,24307,25507,Driver,2023-05-22
6639,4653,8873,Lookout,2019-08-08
6640,32393,47401,Lookout,2022-11-08
6641,15026,12173,Mastermind,2021-03-06
6642,15026,47147,Accomplice,2023-06-25
6643,37926,115,Mastermind,2022-10-24
6644,26125,7831,Driver,2021-04-21
6645,26815,3667,Mastermind,2019-01-03
6646,31948,48840,Executor,2019-07-28
6647,37309,40600,Mastermind,2020-10-12
6648,37309,18494,Executor,2020-07-26
6649,16397,7805,Mastermind,2020-02-05
6650,6801,34876,Accomplice,2019-04-12
6651,6801,35239,Accomplice,2023-02-21
6652,6801,8634,Executor,2022-12-09
6653,1005,38846,Driver,2020-06-15
6654,13757,49055,Driver,2019-05-02
6655,2574,34669,Financier,2020-06-04
6656,8753,32127,Accomplice,2019-06-27
6657,26145,46083,Financier,2022-06-15
6658,9124,22006,Mastermind,2020-05-21
6659,38512,36556,Executor,2021-08-07
6660,26269,16538,Accomplice,2023-08-03
6661,28335,11063,Lookout,2023-04-13
6662,19672,22610,Financier,2022-04-13
6663,40068,39770,Executor,2023-05-23
6664,18888,6518,Driver,2020-06-02
6665,36811,8633,Financier,2022-10-12
6666,36811,34087,Lookout,2023-09-01
6667,36811,1270,Executor,2023-04-30
6668,11164,355,Driver,2020-10-15
6669,34831,25013,Lookout,2023-01-24
6670,34831,27792,Executor,2023-10-21
6671,31741,32232,Mastermind,2021-09-14
6672,31741,32416,Executor,2023-04-15
6673,2206,15264,Financier,2022-09-25
6674,20752,9870,Executor,2019-06-08
6675,20752,132,Lookout,2019-12-02
6676,37368,38037,Financier,2021-01-26
6677,4967,49336,Lookout,2019-01-15
6678,24333,1118,Driver,2019-02-22
6679,34624,6790,Accomplice,2020-10-16
6680,37490,32660,Driver,2019-09-22
6681,32182,21416,Mastermind,2020-04-17
6682,38061,28057,Mastermind,2019-02-09
6683,38061,7892,Executor,2021-09-23
6684,38298,3669,Executor,2019-06-20
6685,10414,29348,Mastermind,2023-05-03
6686,4317,4901,Lookout,2022-09-20
6687,30641,3204,Lookout,2020-10-31
6688,28904,17212,Executor,2022-02-23
6689,39330,36250,Executor,2019-11-20
6690,39330,39614,Driver,2021-12-09
6691,39330,37412,Executor,2023-01-22
6692,14518,21380,Financier,2022-09-14
6693,14518,48987,Mastermind,2021-02-04
6694,30771,28714,Lookout,2021-06-12
6695,7635,43242,Driver,2021-03-10
6696,26077,2493,Mastermind,2022-03-02
6697,26077,16707,Financier,2022-11-14
6698,38142,5148,Lookout,2019-09-07
6699,4148,30619,Mastermind,2021-03-31
6700,32313,50100,Lookout,2019-03-26
6701,25469,35361,Accomplice,2020-01-17
6702,1385,5095,Financier,2020-05-31
6703,28351,18357,Driver,2022-02-28
6704,36828,4834,Mastermind,2020-04-08
6705,25531,5175,Financier,2023-03-26
6706,23908,41131,Executor,2021-04-10
6707,23908,29293,Financier,2019-08-20
6708,25860,13874,Mastermind,2023-06-27
6709,25860,36901,Lookout,2021-01-17
6710,25860,12205,Lookout,2020-08-21
6711,27634,28979,Financier,2023-08-16
6712,16921,46516,Driver,2021-02-02
6713,39529,45120,Accomplice,2019-10-22
6714,28189,15890,Accomplice,2021-10-20
6715,24656,18399,Accomplice,2020-11-22
6716,24656,36472,Accomplice,2023-02-10
6717,19040,38437,Financier,2022-04-22
6718,10477,1201,Lookout,2022-08-31
6719,1300,45811,Accomplice,2020-01-15
6720,32957,14478,Lookout,2019-04-05
6721,14696,5698,Mastermind,2022-07-23
6722,26595,16889,Financier,2021-10-13
6723,26595,6486,Mastermind,2022-07-10
6724,16433,37711,Driver,2020-10-04
6725,18954,44097,Accomplice,2023-10-18
6726,18954,42478,Driver,2023-10-14
6727,18954,26271,Driver,2020-11-14
6728,22507,46265,Lookout,2023-02-04
6729,22507,22841,Executor,2022-08-23
6730,5812,626,Driver,2020-03-27
6731,22911,8135,Accomplice,2019-01-15
6732,22911,38121,Driver,2021-11-30
6733,22911,29933,Driver,2021-03-14
6734,16786,21325,Financier,2023-09-15
6735,2252,33755,Financier,2021-01-13
6736,34189,19010,Mastermind,2022-02-10
6737,34189,9849,Driver,2023-12-11
6738,35497,52125,Executor,2019-12-24
6739,20815,15582,Driver,2020-08-13
6740,22334,7992,Lookout,2020-07-20
6741,19752,7106,Executor,2022-09-14
6742,2256,16582,Mastermind,2019-07-31
6743,2256,8930,Lookout,2022-11-18
6744,26046,51647,Lookout,2019-03-21
6745,38962,4277,Accomplice,2021-10-26
6746,38962,20162,Driver,2020-09-05
6747,35484,30822,Lookout,2020-04-22
6748,28499,7120,Executor,2022-02-07
6749,14034,16025,Lookout,2022-05-20
6750,1869,48350,Executor,2020-06-04
6751,1869,20763,Accomplice,2023-01-17
6752,1869,15287,Accomplice,2019-10-27
6753,34987,50423,Lookout,2022-03-24
6754,19960,5278,Executor,2021-07-21
6755,19960,32752,Accomplice,2020-07-15
6756,7184,43813,Mastermind,2022-08-03
6757,21591,27293,Accomplice,2020-03-05
6758,28470,20271,Mastermind,2023-09-25
6759,38481,46889,Accomplice,2023-01-23
6760,38481,9321,Driver,2021-11-14
6761,8736,22653,Accomplice,2019-08-21
6762,8736,12495,Accomplice,2023-08-29
6763,8736,34930,Mastermind,2020-02-21
6764,9055,9184,Financier,2023-04-19
6765,21584,46208,Driver,2020-06-15
6766,20753,26496,Financier,2019-06-08
6767,20753,8014,Accomplice,2021-12-12
6768,2684,6760,Driver,2022-01-15
6769,2684,16720,Financier,2023-11-14
6770,30821,25137,Accomplice,2020-05-17
6771,35004,21683,Accomplice,2021-11-30
6772,29438,17849,Financier,2020-10-17
6773,16342,1172,Financier,2020-11-16
6774,16342,25949,Lookout,2021-03-24
6775,26924,44919,Driver,2020-01-04
6776,258,25235,Executor,2020-03-31
6777,258,27137,Mastermind,2020-04-22
6778,4037,32392,Executor,2019-09-26
6779,18450,36504,Mastermind,2019-12-31
6780,11760,37050,Driver,2022-01-08
6781,11760,38871,Lookout,2023-03-02
6782,11760,9051,Mastermind,2023-07-29
6783,38190,11852,Mastermind,2020-01-27
6784,38190,21573,Accomplice,2022-05-23
6785,38190,828,Accomplice,2022-04-11
6786,10345,7331,Mastermind,2021-03-10
6787,23553,9151,Mastermind,2023-07-25
6788,2062,11509,Financier,2022-09-24
6789,2062,8326,Lookout,2023-08-11
6790,22904,34195,Mastermind,2022-07-27
6791,22904,31940,Executor,2023-09-17
6792,22904,14075,Driver,2021-04-18
6793,33812,98,Mastermind,2022-05-31
6794,37668,18684,Lookout,2021-03-21
6795,37668,22492,Mastermind,2021-03-10
6796,30196,35307,Executor,2020-11-25
6797,30196,25185,Executor,2019-08-11
6798,30196,41566,Financier,2020-02-06
6799,25908,47162,Financier,2021-02-07
6800,25908,34411,Lookout,2021-02-02
6801,35053,8817,Mastermind,2023-01-08
6802,18047,2600,Driver,2023-07-16
6803,1559,50864,Lookout,2021-10-29
6804,37173,24405,Mastermind,2023-03-29
6805,37173,20902,Lookout,2022-12-13
6806,37173,40029,Lookout,2022-06-07
6807,34677,13864,Executor,2019-05-02
6808,34677,5573,Executor,2020-10-18
6809,17279,26476,Mastermind,2022-08-21
6810,26398,22761,Mastermind,2020-07-06
6811,32899,8314,Executor,2020-09-28
6812,32899,46648,Accomplice,2021-03-15
6813,28861,40091,Driver,2022-01-30
6814,31381,26540,Lookout,2020-09-16
6815,39636,48550,Lookout,2022-12-21
6816,18246,1975,Accomplice,2023-06-27
6817,6908,27868,Accomplice,2021-08-17
6818,6908,42996,Mastermind,2023-12-08
6819,6908,15627,Financier,2022-08-10
6820,34873,19262,Mastermind,2021-08-25
6821,34873,42554,Mastermind,2023-07-14
6822,23746,18468,Lookout,2022-06-12
6823,4665,36093,Mastermind,2021-06-20
6824,3363,34007,Mastermind,2019-07-21
6825,26106,9018,Lookout,2023-02-02
6826,38469,20407,Financier,2019-10-13
6827,25297,8765,Driver,2021-03-15
6828,2507,35814,Executor,2023-08-05
6829,7387,41331,Lookout,2020-05-03
6830,7387,14901,Mastermind,2022-07-25
6831,7387,36631,Financier,2022-10-04
6832,24979,29322,Driver,2020-08-12
6833,12428,14569,Executor,2022-06-12
6834,12428,7558,Mastermind,2022-08-02
6835,12428,5605,Accomplice,2023-06-04
6836,35198,40340,Executor,2022-12-23
6837,35819,4590,Accomplice,2020-09-11
6838,4861,11658,Mastermind,2022-04-20
6839,8230,10452,Financier,2019-02-01
6840,6758,30478,Accomplice,2020-04-04
6841,27850,41948,Mastermind,2020-04-18
6842,27850,40612,Driver,2022-04-09
6843,27850,31096,Mastermind,2020-02-11
6844,3492,31959,Financier,2020-08-23
6845,20377,26017,Executor,2023-05-30
6846,20377,8625,Lookout,2022-02-16
6847,20377,36873,Driver,2019-03-04
6848,12179,40684,Financier,2020-12-26
6849,12179,10495,Accomplice,2021-05-04
6850,2532,18530,Executor,2022-04-01
6851,2532,52096,Executor,2019-04-01
6852,25421,27568,Accomplice,2022-09-30
6853,25421,3026,Accomplice,2021-09-24
6854,29103,20155,Financier,2022-04-02
6855,7197,9563,Accomplice,2020-08-28
6856,1783,36555,Lookout,2019-08-30
6857,1783,6433,Driver,2022-05-31
6858,36229,30584,Driver,2022-01-29
6859,26624,42383,Financier,2019-10-19
6860,28178,40029,Lookout,2022-08-10
6861,16778,28678,Financier,2021-10-22
6862,19454,33232,Financier,2023-12-28
6863,26043,37390,Lookout,2022-10-25
6864,13183,26960,Mastermind,2022-07-17
6865,12172,31966,Lookout,2022-08-21
6866,19099,19229,Mastermind,2019-04-15
6867,19099,19795,Mastermind,2021-02-02
6868,37144,41439,Driver,2021-08-26
6869,13910,40957,Lookout,2020-02-06
6870,34550,18991,Lookout,2022-04-22
6871,38309,49155,Accomplice,2023-11-21
6872,33621,51131,Accomplice,2019-08-02
6873,33621,27499,Mastermind,2023-09-05
6874,27439,46171,Driver,2023-10-30
6875,19665,24804,Accomplice,2020-03-22
6876,19665,3109,Mastermind,2020-05-22
6877,33527,28319,Financier,2020-12-06
6878,17689,24593,Executor,2022-03-14
6879,9168,3596,Driver,2022-07-20
6880,9168,39907,Mastermind,2019-01-10
6881,18927,18624,Driver,2022-05-15
6882,18927,41326,Accomplice,2020-04-23
6883,18927,45221,Lookout,2019-08-16
6884,6867,38291,Mastermind,2021-04-19
6885,33486,15107,Mastermind,2022-01-29
6886,37148,6805,Mastermind,2022-07-03
6887,6260,24776,Financier,2021-09-09
6888,6260,47098,Driver,2020-09-21
6889,14334,20411,Accomplice,2021-12-09
6890,23731,13656,Executor,2023-09-19
6891,21997,16086,Accomplice,2020-07-29
6892,25155,15986,Accomplice,2019-06-23
6893,34207,8749,Executor,2022-11-30
6894,37367,45542,Driver,2020-10-03
6895,30140,5671,Financier,2019-05-13
6896,2793,12514,Driver,2019-01-18
6897,38414,26923,Accomplice,2023-10-01
6898,38414,27306,Driver,2022-06-15
6899,5010,41672,Financier,2022-10-28
6900,24156,51921,Lookout,2022-07-25
6901,24156,11632,Financier,2023-11-09
6902,4918,5600,Accomplice,2020-05-18
6903,38490,33312,Accomplice,2021-07-06
6904,9865,32649,Mastermind,2020-06-03
6905,11635,39804,Financier,2022-12-16
6906,11635,29245,Executor,2022-07-04
6907,11635,38602,Accomplice,2022-05-20
6908,14251,2333,Driver,2021-06-26
6909,14251,32181,Driver,2022-09-13
6910,17353,26114,Lookout,2021-08-23
6911,17353,3051,Lookout,2023-10-31
6912,17353,22645,Executor,2023-11-22
6913,19356,17373,Driver,2023-02-04
6914,19958,34728,Accomplice,2021-04-22
6915,23417,11811,Executor,2020-04-11
6916,7814,46693,Mastermind,2019-08-28
6917,7814,48405,Lookout,2023-07-21
6918,10312,12253,Executor,2021-01-08
6919,18657,4787,Driver,2020-04-04
6920,23879,47376,Lookout,2019-02-15
6921,6334,41564,Executor,2023-12-15
6922,33192,48247,Driver,2020-06-12
6923,17736,6533,Accomplice,2022-11-18
6924,17736,48381,Lookout,2021-09-10
6925,16755,42505,Driver,2021-03-09
6926,36515,19413,Lookout,2020-06-16
6927,8277,4686,Driver,2021-03-07
6928,29605,31069,Financier,2021-07-30
6929,29605,8384,Accomplice,2019-03-07
6930,18188,26395,Mastermind,2020-08-31
6931,33371,46065,Accomplice,2021-07-03
6932,16118,26834,Lookout,2020-06-19
6933,16118,48951,Executor,2020-07-31
6934,23919,23131,Mastermind,2021-10-20
6935,19261,10545,Driver,2020-10-13
6936,19261,10985,Financier,2021-06-02
6937,19261,51291,Lookout,2022-11-18
6938,1193,34558,Lookout,2023-01-31
6939,745,32706,Lookout,2023-02-23
6940,28286,8526,Executor,2019-05-31
6941,7759,14491,Accomplice,2022-09-25
6942,7759,27574,Lookout,2021-01-03
6943,7759,13613,Driver,2021-05-18
6944,38724,16698,Executor,2021-07-12
6945,3283,15493,Executor,2023-10-10
6946,3283,34528,Mastermind,2023-06-17
6947,3283,21578,Driver,2022-12-12
6948,17137,43893,Mastermind,2022-06-28
6949,17137,18033,Lookout,2022-03-21
6950,2790,10973,Accomplice,2019-05-20
6951,7235,43956,Accomplice,2023-10-15
6952,7235,46400,Lookout,2023-09-19
6953,29864,29496,Executor,2021-01-28
6954,11242,39405,Financier,2019-12-14
6955,11242,5230,Executor,2019-02-25
6956,16586,11274,Executor,2020-03-10
6957,31431,3673,Driver,2020-05-31
6958,34597,48390,Accomplice,2019-01-18
6959,34597,11517,Accomplice,2020-03-21
6960,34597,26190,Executor,2022-01-23
6961,23196,9781,Mastermind,2019-08-21
6962,17845,50525,Financier,2020-04-22
6963,17845,51919,Accomplice,2023-04-13
6964,17845,51479,Executor,2019-09-21
6965,11960,50138,Lookout,2023-08-19
6966,34476,38408,Driver,2020-02-25
6967,34476,10002,Executor,2020-08-29
6968,34476,28520,Accomplice,2023-01-26
6969,14794,7939,Mastermind,2019-09-04
6970,14794,21190,Driver,2021-06-30
6971,13131,32751,Driver,2020-03-12
6972,18921,15213,Accomplice,2019-01-19
6973,19836,20819,Driver,2019-06-09
6974,19836,45253,Accomplice,2022-03-20
6975,15799,52165,Accomplice,2022-08-01
6976,15799,50719,Lookout,2021-10-12
6977,15799,3729,Lookout,2022-07-07
6978,14638,33394,Lookout,2019-09-15
6979,5579,39874,Accomplice,2019-09-17
6980,5579,18507,Mastermind,2019-08-26
6981,10995,4686,Financier,2023-09-15
6982,11973,14344,Accomplice,2022-01-21
6983,26770,22660,Executor,2020-08-04
6984,26770,30074,Financier,2023-11-01
6985,26770,23424,Mastermind,2023-06-07
6986,38028,10257,Mastermind,2019-01-07
6987,38028,39593,Mastermind,2019-12-18
6988,10404,13895,Financier,2023-10-14
6989,10404,39434,Executor,2021-03-24
6990,37962,48808,Accomplice,2021-01-19
6991,7508,16107,Driver,2023-09-21
6992,7508,14952,Driver,2020-01-27
6993,34679,21814,Mastermind,2021-04-14
6994,34679,15806,Financier,2019-10-07
6995,35333,24230,Lookout,2023-06-05
6996,7266,856,Accomplice,2020-11-05
6997,15367,15029,Driver,2022-03-04
6998,15367,39674,Executor,2021-08-11
6999,16582,23690,Driver,2023-04-02
7000,33160,26234,Driver,2021-04-09
7001,35448,39224,Lookout,2023-02-15
7002,35353,38377,Lookout,2022-01-04
7003,34467,35305,Lookout,2019-08-01
7004,14070,48003,Financier,2023-02-10
7005,2568,47054,Driver,2022-07-11
7006,25669,45360,Accomplice,2022-06-13
7007,25669,44043,Mastermind,2021-12-16
7008,7431,14121,Driver,2022-06-06
7009,5500,29816,Executor,2022-07-22
7010,5500,21692,Executor,2019-03-12
7011,18840,2154,Accomplice,2023-05-02
7012,29000,39613,Executor,2021-12-05
7013,1297,14291,Mastermind,2021-03-16
7014,31328,23517,Lookout,2019-08-17
7015,10486,40247,Financier,2022-04-03
7016,24144,43048,Driver,2023-03-29
7017,30524,39795,Mastermind,2023-04-13
7018,3369,45173,Lookout,2019-11-21
7019,15215,18551,Executor,2020-03-02
7020,32990,22151,Accomplice,2023-05-08
7021,32990,51616,Executor,2023-11-26
7022,24602,13244,Executor,2021-05-20
7023,21838,23702,Mastermind,2022-08-11
7024,28659,7233,Financier,2022-09-29
7025,16005,23930,Lookout,2022-12-22
7026,16005,46547,Mastermind,2020-01-01
