Status_ID,FIR_ID,Status,Updated_On_Date
3436,3436,Open,23-05-2020 15:00
3437,3437,Closed,01-07-2020 16:00
3438,3438,Open,24-05-2020 22:00
3439,3439,Open,23-05-2020 09:00
3440,3440,Closed,30-05-2020 12:00
3441,3441,Open,25-05-2020 23:00
3442,3442,Closed,24-07-2020 13:00
3443,3443,Closed,08-07-2020 22:00
3444,3444,Open,24-05-2020 16:00
3445,3445,Open,24-05-2020 14:00
3446,3446,Open,25-05-2020 14:00
3447,3447,Closed,04-06-2020 16:00
3448,3448,Closed,10-06-2020 20:00
3449,3449,Closed,14-07-2020 05:00
3450,3450,Closed,12-08-2020 05:00
3451,3451,Open,24-05-2020 17:00
3452,3452,Open,24-05-2020 05:00
3453,3453,Open,25-05-2020 07:00
3454,3454,Open,24-05-2020 07:00
3455,3455,Open,25-05-2020 06:00
3456,3456,Open,24-05-2020 05:00
3457,3457,Closed,23-09-2020 07:00
3458,3458,Closed,19-06-2020 03:00
3459,3459,Closed,23-06-2020 04:00
3460,3460,Closed,28-07-2020 22:00
3461,3461,Closed,16-07-2020 18:00
3462,3462,Closed,03-08-2021 09:00
3463,3463,Open,25-05-2020 07:00
3464,3464,Closed,10-07-2020 00:00
3465,3465,Open,26-05-2020 02:00
3466,3466,Open,26-05-2020 21:00
3467,3467,Open,26-05-2020 23:00
3468,3468,Open,26-05-2020 02:00
3469,3469,Closed,25-07-2020 07:00
3470,3470,Open,26-05-2020 22:00
3471,3471,Open,25-05-2020 06:00
3472,3472,Open,26-05-2020 11:00
3473,3473,Open,25-05-2020 11:00
3474,3474,Closed,28-06-2020 07:00
3475,3475,Closed,12-08-2020 04:00
3476,3476,Closed,24-06-2020 04:00
3477,3477,Closed,20-06-2020 18:00
3478,3478,Open,26-05-2020 18:00
3479,3479,Closed,17-10-2020 03:00
3480,3480,Open,27-05-2020 17:00
3481,3481,Closed,20-07-2020 15:00
3482,3482,Closed,28-07-2020 16:00
3483,3483,Closed,08-07-2020 09:00
3484,3484,Closed,29-07-2020 15:00
3485,3485,Closed,07-07-2020 23:00
3486,3486,Open,27-05-2020 05:00
3487,3487,Closed,10-08-2020 23:00
3488,3488,Closed,15-05-2022 01:00
3489,3489,Closed,27-07-2020 07:00
3490,3490,Closed,07-06-2020 18:00
3491,3491,Closed,20-06-2020 08:00
3492,3492,Closed,20-06-2020 23:00
3493,3493,Open,26-05-2020 08:00
3494,3494,Closed,16-08-2020 22:00
3495,3495,Open,25-05-2020 20:00
3496,3496,Closed,31-05-2020 10:00
3497,3497,Open,27-05-2020 16:00
3498,3498,Closed,01-02-2021 01:00
3499,3499,Open,26-05-2020 23:00
3500,3500,Closed,12-04-2022 23:00
3501,3501,Closed,19-08-2020 01:00
3502,3502,Open,28-05-2020 04:00
3503,3503,Open,28-05-2020 09:00
3504,3504,Closed,04-06-2020 20:00
3505,3505,Closed,12-08-2020 00:00
3506,3506,Open,28-05-2020 23:00
3507,3507,Open,27-05-2020 08:00
3508,3508,Closed,10-07-2020 12:00
3509,3509,Closed,11-08-2020 14:00
3510,3510,Closed,28-07-2020 10:00
3511,3511,Open,27-05-2020 07:00
3512,3512,Closed,01-05-2021 08:00
3513,3513,Closed,31-05-2020 14:00
3514,3514,Closed,25-06-2020 00:00
3515,3515,Closed,23-07-2020 22:00
3516,3516,Open,26-05-2020 13:00
3517,3517,Closed,11-06-2020 13:00
3518,3518,Closed,18-05-2022 05:00
3519,3519,Open,26-05-2020 15:00
3520,3520,Closed,25-08-2020 04:00
3521,3521,Open,29-05-2020 11:00
3522,3522,Closed,20-08-2020 22:00
3523,3523,Closed,16-08-2020 04:00
3524,3524,Closed,23-06-2020 00:00
3525,3525,Open,29-05-2020 16:00
3526,3526,Open,29-05-2020 10:00
3527,3527,Closed,27-12-2021 22:00
3528,3528,Open,29-05-2020 15:00
3529,3529,Open,29-05-2020 03:00
3530,3530,Open,29-05-2020 12:00
3531,3531,Open,27-05-2020 16:00
3532,3532,Open,30-05-2020 02:00
3533,3533,Open,30-05-2020 00:00
3534,3534,Closed,03-08-2020 20:00
3535,3535,Open,27-05-2020 14:00
3536,3536,Closed,19-08-2020 23:00
3537,3537,Open,28-05-2020 08:00
3538,3538,Closed,05-07-2020 03:00
3539,3539,Closed,25-06-2020 03:00
3540,3540,Closed,28-07-2020 12:00
3541,3541,Closed,09-08-2020 05:00
3542,3542,Open,29-05-2020 00:00
3543,3543,Open,28-05-2020 02:00
3544,3544,Closed,17-10-2021 09:00
3545,3545,Closed,01-06-2020 18:00
3546,3546,Open,29-05-2020 04:00
3547,3547,Open,28-05-2020 10:00
3548,3548,Open,29-05-2020 09:00
3549,3549,Closed,22-06-2020 14:00
3550,3550,Open,29-05-2020 18:00
3551,3551,Open,29-05-2020 22:00
3552,3552,Closed,23-07-2020 18:00
3553,3553,Closed,23-08-2020 04:00
3554,3554,Open,30-05-2020 07:00
3555,3555,Closed,08-06-2020 11:00
3556,3556,Closed,01-06-2020 21:00
3557,3557,Open,28-05-2020 19:00
3558,3558,Open,28-05-2020 07:00
3559,3559,Closed,17-07-2020 04:00
3560,3560,Closed,03-03-2022 03:00
3561,3561,Open,30-05-2020 18:00
3562,3562,Closed,15-07-2020 20:00
3563,3563,Closed,14-06-2020 04:00
3564,3564,Closed,12-06-2020 08:00
3565,3565,Closed,19-07-2020 22:00
3566,3566,Open,30-05-2020 01:00
3567,3567,Open,31-05-2020 11:00
3568,3568,Open,31-05-2020 08:00
3569,3569,Open,31-05-2020 15:00
3570,3570,Open,31-05-2020 13:00
3571,3571,Open,30-05-2020 17:00
3572,3572,Closed,10-08-2020 20:00
3573,3573,Closed,04-07-2020 09:00
3574,3574,Open,29-05-2020 11:00
3575,3575,Open,30-05-2020 17:00
3576,3576,Closed,04-06-2020 05:00
3577,3577,Open,29-05-2020 07:00
3578,3578,Open,29-05-2020 19:00
3579,3579,Closed,23-07-2020 14:00
3580,3580,Open,31-05-2020 04:00
3581,3581,Open,29-05-2020 05:00
3582,3582,Open,29-05-2020 08:00
3583,3583,Open,30-05-2020 05:00
3584,3584,Closed,02-02-2022 06:00
3585,3585,Closed,07-07-2020 02:00
3586,3586,Closed,17-06-2020 06:00
3587,3587,Open,01-06-2020 02:00
3588,3588,Open,30-05-2020 13:00
3589,3589,Closed,30-10-2020 16:00
3590,3590,Open,30-05-2020 18:00
3591,3591,Open,30-05-2020 01:00
3592,3592,Closed,06-08-2020 03:00
3593,3593,Open,30-05-2020 17:00
3594,3594,Open,30-05-2020 13:00
3595,3595,Open,31-05-2020 23:00
3596,3596,Open,30-05-2020 16:00
3597,3597,Closed,08-07-2020 11:00
3598,3598,Closed,05-08-2020 23:00
3599,3599,Closed,17-10-2020 04:00
3600,3600,Closed,23-07-2020 11:00
3601,3601,Open,31-05-2020 01:00
3602,3602,Closed,24-06-2020 16:00
3603,3603,Closed,09-07-2020 03:00
3604,3604,Open,31-05-2020 04:00
3605,3605,Closed,26-07-2020 09:00
3606,3606,Open,30-05-2020 19:00
3607,3607,Closed,06-08-2020 19:00
3608,3608,Closed,15-09-2020 09:00
3609,3609,Closed,20-06-2020 11:00
3610,3610,Closed,27-07-2020 10:00
3611,3611,Open,31-05-2020 14:00
3612,3612,Open,01-06-2020 21:00
3613,3613,Closed,07-06-2020 15:00
3614,3614,Open,31-05-2020 10:00
3615,3615,Open,31-05-2020 08:00
3616,3616,Open,30-05-2020 21:00
3617,3617,Closed,06-05-2022 11:00
3618,3618,Open,31-05-2020 00:00
3619,3619,Closed,02-06-2020 12:00
3620,3620,Open,01-06-2020 13:00
3621,3621,Open,01-06-2020 02:00
3622,3622,Closed,08-08-2020 12:00
3623,3623,Closed,21-08-2020 10:00
3624,3624,Open,01-06-2020 18:00
3625,3625,Closed,16-06-2020 10:00
3626,3626,Open,02-06-2020 21:00
3627,3627,Closed,13-06-2021 09:00
3628,3628,Open,02-06-2020 22:00
3629,3629,Open,01-06-2020 08:00
3630,3630,Open,02-06-2020 17:00
3631,3631,Open,01-06-2020 09:00
3632,3632,Open,02-06-2020 08:00
3633,3633,Open,01-06-2020 08:00
3634,3634,Closed,21-08-2020 21:00
3635,3635,Closed,23-06-2020 01:00
3636,3636,Open,03-06-2020 09:00
3637,3637,Open,02-06-2020 22:00
3638,3638,Open,01-06-2020 15:00
3639,3639,Closed,16-06-2020 16:00
3640,3640,Open,01-06-2020 06:00
3641,3641,Closed,04-06-2020 04:00
3642,3642,Open,01-06-2020 04:00
3643,3643,Closed,07-08-2020 16:00
3644,3644,Closed,29-06-2020 05:00
3645,3645,Closed,18-07-2020 00:00
3646,3646,Closed,24-06-2020 19:00
3647,3647,Open,01-06-2020 12:00
3648,3648,Open,01-06-2020 04:00
3649,3649,Closed,26-06-2020 18:00
3650,3650,Open,02-06-2020 12:00
3651,3651,Open,04-06-2020 01:00
3652,3652,Open,01-06-2020 22:00
3653,3653,Closed,11-08-2020 00:00
3654,3654,Open,03-06-2020 23:00
3655,3655,Open,02-06-2020 18:00
3656,3656,Closed,08-11-2020 01:00
3657,3657,Closed,07-08-2020 08:00
3658,3658,Open,03-06-2020 03:00
3659,3659,Closed,29-07-2020 05:00
3660,3660,Closed,02-08-2020 06:00
3661,3661,Closed,27-10-2020 07:00
3662,3662,Closed,20-07-2020 06:00
3663,3663,Open,03-06-2020 14:00
3664,3664,Open,03-06-2020 14:00
3665,3665,Closed,25-06-2020 21:00
3666,3666,Open,02-06-2020 17:00
3667,3667,Open,02-06-2020 13:00
3668,3668,Open,04-06-2020 05:00
3669,3669,Closed,24-08-2020 12:00
3670,3670,Open,04-06-2020 17:00
3671,3671,Closed,16-06-2020 17:00
3672,3672,Open,03-06-2020 02:00
3673,3673,Closed,25-08-2020 19:00
3674,3674,Open,04-06-2020 14:00
3675,3675,Closed,08-06-2020 14:00
3676,3676,Open,03-06-2020 13:00
3677,3677,Open,04-06-2020 22:00
3678,3678,Closed,07-08-2020 18:00
3679,3679,Open,04-06-2020 05:00
3680,3680,Open,04-06-2020 05:00
3681,3681,Closed,15-08-2020 20:00
3682,3682,Open,02-06-2020 16:00
3683,3683,Closed,28-07-2020 02:00
3684,3684,Closed,27-09-2020 23:00
3685,3685,Open,03-06-2020 22:00
3686,3686,Open,04-06-2020 07:00
3687,3687,Closed,09-08-2020 13:00
3688,3688,Open,02-06-2020 21:00
3689,3689,Closed,08-07-2020 01:00
3690,3690,Closed,20-06-2020 23:00
3691,3691,Open,04-06-2020 11:00
3692,3692,Closed,01-07-2020 07:00
3693,3693,Closed,14-09-2020 09:00
3694,3694,Open,05-06-2020 06:00
3695,3695,Closed,24-08-2020 13:00
3696,3696,Closed,07-06-2020 17:00
3697,3697,Open,03-06-2020 10:00
3698,3698,Open,04-06-2020 14:00
3699,3699,Open,03-06-2020 15:00
3700,3700,Open,03-06-2020 18:00
3701,3701,Closed,12-08-2020 14:00
3702,3702,Open,04-06-2020 17:00
3703,3703,Open,05-06-2020 11:00
3704,3704,Open,03-06-2020 22:00
3705,3705,Open,03-06-2020 15:00
3706,3706,Open,05-06-2020 16:00
3707,3707,Closed,30-07-2020 09:00
3708,3708,Closed,07-08-2020 05:00
3709,3709,Open,03-06-2020 14:00
3710,3710,Open,05-06-2020 02:00
3711,3711,Closed,04-08-2021 23:00
3712,3712,Open,06-06-2020 14:00
3713,3713,Closed,15-06-2020 07:00
3714,3714,Open,03-06-2020 23:00
3715,3715,Closed,19-08-2020 23:00
3716,3716,Open,06-06-2020 15:00
3717,3717,Closed,30-06-2020 17:00
3718,3718,Closed,07-07-2020 14:00
3719,3719,Open,05-06-2020 03:00
3720,3720,Closed,07-11-2021 22:00
3721,3721,Closed,29-06-2020 12:00
3722,3722,Closed,08-08-2020 13:00
3723,3723,Closed,16-06-2020 01:00
3724,3724,Closed,28-07-2020 08:00
3725,3725,Open,04-06-2020 11:00
3726,3726,Open,07-06-2020 00:00
3727,3727,Closed,23-08-2020 00:00
3728,3728,Open,05-06-2020 19:00
3729,3729,Closed,24-08-2020 06:00
3730,3730,Closed,08-08-2020 23:00
3731,3731,Closed,18-08-2020 12:00
3732,3732,Open,05-06-2020 19:00
3733,3733,Closed,01-07-2020 10:00
3734,3734,Open,05-06-2020 01:00
3735,3735,Closed,30-07-2020 06:00
3736,3736,Closed,15-11-2020 10:00
3737,3737,Open,06-06-2020 22:00
3738,3738,Closed,26-09-2020 11:00
3739,3739,Closed,10-07-2020 12:00
3740,3740,Closed,30-07-2020 04:00
3741,3741,Open,05-06-2020 13:00
3742,3742,Open,06-06-2020 06:00
3743,3743,Open,06-06-2020 05:00
3744,3744,Open,06-06-2020 18:00
3745,3745,Closed,07-06-2020 09:00
3746,3746,Closed,26-07-2020 22:00
3747,3747,Open,05-06-2020 03:00
3748,3748,Open,07-06-2020 05:00
3749,3749,Closed,03-08-2020 10:00
3750,3750,Closed,14-08-2020 02:00
3751,3751,Open,05-06-2020 11:00
3752,3752,Closed,16-06-2021 02:00
3753,3753,Open,07-06-2020 13:00
3754,3754,Open,07-06-2020 02:00
3755,3755,Open,06-06-2020 20:00
3756,3756,Closed,20-06-2020 11:00
3757,3757,Closed,08-08-2020 18:00
3758,3758,Closed,24-08-2020 20:00
3759,3759,Closed,26-08-2020 15:00
3760,3760,Open,07-06-2020 11:00
3761,3761,Open,05-06-2020 19:00
3762,3762,Open,06-06-2020 05:00
3763,3763,Closed,21-06-2020 20:00
3764,3764,Closed,09-06-2020 16:00
3765,3765,Closed,10-09-2021 01:00
3766,3766,Open,07-06-2020 12:00
3767,3767,Closed,24-08-2020 09:00
3768,3768,Closed,28-07-2020 01:00
3769,3769,Open,08-06-2020 11:00
3770,3770,Open,08-06-2020 04:00
3771,3771,Closed,28-06-2020 06:00
3772,3772,Closed,03-08-2020 20:00
3773,3773,Open,08-06-2020 12:00
3774,3774,Open,08-06-2020 07:00
3775,3775,Closed,13-07-2020 19:00
3776,3776,Closed,02-09-2020 14:00
3777,3777,Closed,31-08-2020 03:00
3778,3778,Open,07-06-2020 07:00
3779,3779,Open,09-06-2020 06:00
3780,3780,Open,09-06-2020 06:00
3781,3781,Closed,04-07-2020 07:00
3782,3782,Open,09-06-2020 07:00
3783,3783,Open,09-06-2020 02:00
3784,3784,Closed,02-07-2020 21:00
3785,3785,Closed,21-02-2021 12:00
3786,3786,Open,08-06-2020 08:00
3787,3787,Open,07-06-2020 20:00
3788,3788,Open,09-06-2020 16:00
3789,3789,Open,07-06-2020 12:00
3790,3790,Open,09-06-2020 14:00
3791,3791,Open,07-06-2020 06:00
3792,3792,Open,07-06-2020 10:00
3793,3793,Open,08-06-2020 17:00
3794,3794,Open,09-06-2020 02:00
3795,3795,Open,08-06-2020 10:00
3796,3796,Closed,21-06-2020 05:00
3797,3797,Open,09-06-2020 22:00
3798,3798,Closed,01-07-2020 16:00
3799,3799,Open,09-06-2020 14:00
3800,3800,Closed,20-07-2020 02:00
3801,3801,Closed,26-07-2020 03:00
3802,3802,Open,07-06-2020 23:00
3803,3803,Closed,13-07-2020 19:00
3804,3804,Open,07-06-2020 21:00
3805,3805,Closed,24-06-2020 23:00
3806,3806,Open,09-06-2020 22:00
3807,3807,Open,10-06-2020 00:00
3808,3808,Closed,19-04-2022 09:00
3809,3809,Open,07-06-2020 21:00
3810,3810,Closed,29-06-2020 04:00
3811,3811,Open,09-06-2020 09:00
3812,3812,Closed,24-06-2021 16:00
3813,3813,Open,08-06-2020 20:00
3814,3814,Closed,27-07-2020 04:00
3815,3815,Open,08-06-2020 00:00
3816,3816,Closed,25-06-2020 11:00
3817,3817,Closed,07-09-2020 20:00
3818,3818,Closed,11-06-2020 18:00
3819,3819,Open,08-06-2020 06:00
3820,3820,Open,08-06-2020 07:00
3821,3821,Open,10-06-2020 21:00
3822,3822,Closed,04-09-2020 06:00
3823,3823,Open,10-06-2020 13:00
3824,3824,Closed,01-07-2020 05:00
3825,3825,Closed,29-06-2020 08:00
3826,3826,Open,08-06-2020 10:00
3827,3827,Open,08-06-2020 20:00
3828,3828,Open,08-06-2020 17:00
3829,3829,Closed,05-09-2020 20:00
3830,3830,Open,10-06-2020 03:00
3831,3831,Closed,28-08-2020 02:00
3832,3832,Closed,16-08-2020 13:00
3833,3833,Open,10-06-2020 19:00
3834,3834,Open,09-06-2020 20:00
3835,3835,Open,10-06-2020 03:00
3836,3836,Closed,21-06-2020 11:00
3837,3837,Closed,16-08-2020 14:00
3838,3838,Closed,03-08-2020 05:00
3839,3839,Closed,21-08-2020 16:00
3840,3840,Closed,06-07-2020 21:00
3841,3841,Open,10-06-2020 02:00
3842,3842,Open,11-06-2020 12:00
3843,3843,Closed,04-10-2021 19:00
3844,3844,Open,09-06-2020 07:00
3845,3845,Closed,14-07-2020 18:00
3846,3846,Closed,28-08-2020 04:00
3847,3847,Closed,29-07-2020 04:00
3848,3848,Open,11-06-2020 02:00
3849,3849,Closed,04-09-2020 18:00
3850,3850,Open,12-06-2020 02:00
3851,3851,Closed,26-08-2020 06:00
3852,3852,Open,11-06-2020 11:00
3853,3853,Closed,24-10-2021 22:00
3854,3854,Open,12-06-2020 01:00
3855,3855,Closed,14-10-2020 00:00
3856,3856,Open,12-06-2020 14:00
3857,3857,Closed,03-07-2020 17:00
3858,3858,Closed,16-06-2020 20:00
3859,3859,Closed,03-09-2020 02:00
3860,3860,Closed,25-07-2020 01:00
3861,3861,Open,10-06-2020 10:00
3862,3862,Closed,20-08-2020 12:00
3863,3863,Closed,14-08-2020 23:00
3864,3864,Closed,16-07-2020 17:00
3865,3865,Closed,18-06-2020 04:00
3866,3866,Open,11-06-2020 18:00
3867,3867,Open,11-06-2020 14:00
3868,3868,Open,10-06-2020 17:00
3869,3869,Closed,23-06-2020 04:00
3870,3870,Open,10-06-2020 20:00
3871,3871,Open,13-06-2020 02:00
3872,3872,Closed,01-07-2020 15:00
3873,3873,Closed,30-09-2020 20:00
3874,3874,Open,12-06-2020 05:00
3875,3875,Open,11-06-2020 04:00
3876,3876,Closed,30-06-2020 17:00
3877,3877,Closed,26-09-2020 14:00
3878,3878,Open,13-06-2020 00:00
3879,3879,Closed,14-07-2021 15:00
3880,3880,Open,12-06-2020 21:00
3881,3881,Closed,25-09-2020 19:00
3882,3882,Closed,25-08-2020 21:00
3883,3883,Open,13-06-2020 04:00
3884,3884,Open,11-06-2020 09:00
3885,3885,Closed,09-09-2020 01:00
3886,3886,Closed,31-07-2020 11:00
3887,3887,Open,12-06-2020 20:00
3888,3888,Closed,25-05-2022 17:00
3889,3889,Open,11-06-2020 07:00
3890,3890,Closed,21-07-2020 08:00
3891,3891,Open,12-06-2020 19:00
3892,3892,Closed,03-05-2021 08:00
3893,3893,Closed,29-06-2020 00:00
3894,3894,Closed,30-07-2020 16:00
3895,3895,Open,13-06-2020 22:00
3896,3896,Open,13-06-2020 08:00
3897,3897,Closed,05-08-2020 13:00
3898,3898,Open,11-06-2020 20:00
3899,3899,Closed,06-07-2020 18:00
3900,3900,Open,13-06-2020 04:00
3901,3901,Closed,11-07-2020 19:00
3902,3902,Closed,25-03-2022 17:00
3903,3903,Closed,05-09-2020 16:00
3904,3904,Closed,20-10-2020 08:00
3905,3905,Closed,03-08-2020 17:00
3906,3906,Closed,22-08-2020 20:00
3907,3907,Closed,16-08-2020 17:00
3908,3908,Closed,18-08-2020 09:00
3909,3909,Closed,13-07-2020 08:00
3910,3910,Open,12-06-2020 04:00
3911,3911,Closed,02-08-2020 13:00
3912,3912,Open,12-06-2020 02:00
3913,3913,Open,12-06-2020 12:00
3914,3914,Closed,17-03-2021 03:00
3915,3915,Closed,22-07-2020 13:00
3916,3916,Open,12-06-2020 12:00
3917,3917,Open,13-06-2020 12:00
3918,3918,Open,12-06-2020 11:00
3919,3919,Closed,18-03-2021 18:00
3920,3920,Closed,23-06-2020 12:00
3921,3921,Closed,18-08-2020 21:00
3922,3922,Closed,21-07-2020 23:00
3923,3923,Closed,31-08-2020 11:00
3924,3924,Closed,19-01-2021 03:00
3925,3925,Open,13-06-2020 16:00
3926,3926,Open,14-06-2020 17:00
3927,3927,Closed,25-08-2020 14:00
3928,3928,Closed,24-06-2020 05:00
3929,3929,Closed,08-07-2020 06:00
3930,3930,Closed,09-08-2020 07:00
3931,3931,Open,14-06-2020 06:00
3932,3932,Closed,08-09-2021 10:00
3933,3933,Closed,08-07-2020 02:00
3934,3934,Closed,26-07-2020 02:00
3935,3935,Open,15-06-2020 10:00
3936,3936,Closed,15-11-2021 14:00
3937,3937,Closed,04-09-2020 10:00
3938,3938,Closed,25-07-2020 14:00
3939,3939,Closed,19-08-2020 04:00
3940,3940,Open,13-06-2020 08:00
3941,3941,Closed,27-07-2020 13:00
3942,3942,Closed,21-11-2020 06:00
3943,3943,Open,15-06-2020 13:00
3944,3944,Closed,09-07-2020 08:00
3945,3945,Closed,18-02-2021 22:00
3946,3946,Closed,12-07-2020 04:00
3947,3947,Open,13-06-2020 14:00
3948,3948,Closed,17-08-2020 02:00
3949,3949,Closed,01-07-2020 20:00
3950,3950,Closed,30-08-2020 13:00
3951,3951,Closed,26-07-2020 13:00
3952,3952,Open,15-06-2020 19:00
3953,3953,Closed,03-09-2020 23:00
3954,3954,Open,14-06-2020 23:00
3955,3955,Closed,28-11-2020 17:00
3956,3956,Closed,08-07-2020 16:00
3957,3957,Closed,09-08-2020 21:00
3958,3958,Closed,27-05-2021 12:00
3959,3959,Closed,22-07-2020 21:00
3960,3960,Open,15-06-2020 22:00
3961,3961,Closed,11-07-2021 15:00
3962,3962,Open,16-06-2020 11:00
3963,3963,Open,16-06-2020 19:00
3964,3964,Closed,16-09-2020 08:00
3965,3965,Closed,26-07-2020 08:00
3966,3966,Closed,19-08-2020 15:00
3967,3967,Closed,19-07-2020 04:00
3968,3968,Closed,07-08-2020 03:00
3969,3969,Open,16-06-2020 09:00
3970,3970,Open,15-06-2020 20:00
3971,3971,Open,17-06-2020 08:00
3972,3972,Open,16-06-2020 14:00
3973,3973,Closed,29-07-2020 02:00
3974,3974,Open,16-06-2020 17:00
3975,3975,Closed,16-11-2020 13:00
3976,3976,Open,16-06-2020 15:00
3977,3977,Closed,02-12-2020 01:00
3978,3978,Closed,08-08-2020 19:00
3979,3979,Open,15-06-2020 14:00
3980,3980,Closed,24-03-2022 16:00
3981,3981,Closed,08-09-2020 04:00
3982,3982,Closed,27-07-2020 21:00
3983,3983,Open,15-06-2020 01:00
3984,3984,Open,17-06-2020 18:00
3985,3985,Open,16-06-2020 14:00
3986,3986,Closed,26-08-2020 11:00
3987,3987,Closed,04-12-2021 00:00
3988,3988,Closed,11-07-2020 16:00
3989,3989,Closed,29-06-2020 15:00
3990,3990,Closed,16-07-2020 14:00
3991,3991,Open,17-06-2020 22:00
3992,3992,Closed,05-08-2020 21:00
3993,3993,Closed,09-07-2020 18:00
3994,3994,Closed,17-08-2020 05:00
3995,3995,Open,18-06-2020 09:00
3996,3996,Closed,28-06-2020 13:00
3997,3997,Open,17-06-2020 02:00
3998,3998,Closed,04-09-2020 02:00
3999,3999,Open,16-06-2020 08:00
4000,4000,Open,15-06-2020 18:00
4001,4001,Open,17-06-2020 08:00
4002,4002,Open,17-06-2020 13:00
4003,4003,Open,17-06-2020 20:00
4004,4004,Open,18-06-2020 09:00
4005,4005,Closed,28-06-2020 18:00
4006,4006,Open,16-06-2020 01:00
4007,4007,Closed,01-11-2020 19:00
4008,4008,Closed,21-07-2020 11:00
4009,4009,Closed,01-08-2020 11:00
4010,4010,Open,17-06-2020 15:00
4011,4011,Closed,28-08-2020 22:00
4012,4012,Open,16-06-2020 16:00
4013,4013,Closed,20-07-2020 14:00
4014,4014,Closed,25-06-2020 00:00
4015,4015,Open,18-06-2020 19:00
4016,4016,Closed,04-07-2020 01:00
4017,4017,Open,18-06-2020 06:00
4018,4018,Closed,15-08-2020 06:00
4019,4019,Closed,21-08-2020 05:00
4020,4020,Open,18-06-2020 23:00
4021,4021,Open,16-06-2020 13:00
4022,4022,Open,16-06-2020 23:00
4023,4023,Open,17-06-2020 14:00
4024,4024,Closed,07-07-2020 13:00
4025,4025,Closed,26-09-2020 17:00
4026,4026,Closed,30-08-2020 16:00
4027,4027,Closed,28-07-2020 01:00
4028,4028,Open,16-06-2020 20:00
4029,4029,Open,17-06-2020 05:00
4030,4030,Open,18-06-2020 07:00
4031,4031,Open,18-06-2020 02:00
4032,4032,Open,17-06-2020 19:00
4033,4033,Closed,25-06-2020 06:00
4034,4034,Open,17-06-2020 12:00
4035,4035,Open,18-06-2020 13:00
4036,4036,Closed,04-08-2020 06:00
4037,4037,Closed,28-06-2020 08:00
4038,4038,Open,18-06-2020 19:00
4039,4039,Open,19-06-2020 21:00
4040,4040,Open,18-06-2020 10:00
4041,4041,Open,17-06-2020 10:00
4042,4042,Open,20-06-2020 02:00
4043,4043,Open,18-06-2020 21:00
4044,4044,Closed,09-09-2020 13:00
4045,4045,Open,17-06-2020 21:00
4046,4046,Closed,07-07-2020 10:00
4047,4047,Closed,21-07-2020 15:00
4048,4048,Open,19-06-2020 15:00
4049,4049,Closed,04-07-2020 21:00
4050,4050,Open,19-06-2020 11:00
4051,4051,Open,18-06-2020 20:00
4052,4052,Closed,28-06-2020 00:00
4053,4053,Open,18-06-2020 14:00
4054,4054,Open,18-06-2020 22:00
4055,4055,Closed,02-11-2020 00:00
4056,4056,Closed,29-06-2020 14:00
4057,4057,Open,20-06-2020 15:00
4058,4058,Closed,21-08-2020 23:00
4059,4059,Open,19-06-2020 01:00
4060,4060,Open,19-06-2020 12:00
4061,4061,Open,19-06-2020 16:00
4062,4062,Closed,27-06-2020 23:00
4063,4063,Closed,16-08-2020 17:00
4064,4064,Open,21-06-2020 02:00
4065,4065,Open,19-06-2020 20:00
4066,4066,Open,20-06-2020 22:00
4067,4067,Closed,09-08-2020 06:00
4068,4068,Open,18-06-2020 22:00
4069,4069,Open,21-06-2020 08:00
4070,4070,Closed,30-06-2020 15:00
4071,4071,Open,21-06-2020 02:00
4072,4072,Closed,12-07-2020 20:00
4073,4073,Open,20-06-2020 11:00
4074,4074,Closed,29-06-2020 05:00
4075,4075,Closed,17-07-2020 03:00
4076,4076,Open,20-06-2020 10:00
4077,4077,Open,19-06-2020 21:00
4078,4078,Closed,14-09-2020 14:00
4079,4079,Open,21-06-2020 16:00
4080,4080,Closed,23-11-2020 06:00
4081,4081,Open,21-06-2020 02:00
4082,4082,Open,21-06-2020 16:00
4083,4083,Closed,19-04-2021 23:00
4084,4084,Open,20-06-2020 16:00
4085,4085,Open,20-06-2020 04:00
4086,4086,Closed,13-04-2022 02:00
4087,4087,Open,20-06-2020 14:00
4088,4088,Open,19-06-2020 11:00
4089,4089,Open,21-06-2020 02:00
4090,4090,Open,20-06-2020 15:00
4091,4091,Closed,25-07-2021 04:00
4092,4092,Closed,22-10-2020 22:00
4093,4093,Closed,16-07-2020 23:00
4094,4094,Closed,11-07-2020 10:00
4095,4095,Open,20-06-2020 20:00
4096,4096,Closed,11-07-2020 11:00
4097,4097,Open,20-06-2020 22:00
4098,4098,Open,22-06-2020 06:00
4099,4099,Closed,30-06-2020 15:00
4100,4100,Open,21-06-2020 00:00
4101,4101,Open,21-06-2020 05:00
4102,4102,Closed,19-08-2020 13:00
4103,4103,Open,20-06-2020 12:00
4104,4104,Closed,28-10-2020 11:00
4105,4105,Closed,29-06-2020 07:00
4106,4106,Open,21-06-2020 08:00
4107,4107,Open,21-06-2020 11:00
4108,4108,Closed,21-07-2020 05:00
4109,4109,Open,20-06-2020 07:00
4110,4110,Open,21-06-2020 15:00
4111,4111,Closed,18-08-2020 22:00
4112,4112,Open,22-06-2020 09:00
4113,4113,Open,21-06-2020 19:00
4114,4114,Open,21-06-2020 23:00
4115,4115,Open,21-06-2020 05:00
4116,4116,Closed,05-07-2020 01:00
