FIR_ID,FIR_Date,Complaint_ID,Crime_ID,Officer_ID,Location_ID,is_deleted
1237,22-02-2020 14:00,1237,453,171,10,0
1238,21-02-2020 19:00,1238,201,84,9,0
1239,22-02-2020 22:00,1239,569,135,12,0
1240,22-02-2020 14:00,1240,491,40,7,0
1241,23-02-2020 03:00,1241,117,171,6,0
1242,22-02-2020 14:00,1242,348,175,12,0
1243,24-02-2020 11:00,1243,595,214,4,0
1244,23-02-2020 19:00,1244,573,184,5,0
1245,22-02-2020 17:00,1245,417,151,6,0
1246,22-02-2020 20:00,1246,490,134,4,0
1247,21-02-2020 23:00,1247,134,175,10,0
1248,24-02-2020 01:00,1248,583,72,12,0
1249,24-02-2020 14:00,1249,234,207,5,0
1250,24-02-2020 07:00,1250,225,153,12,0
1251,23-02-2020 09:00,1251,247,200,12,0
1252,24-02-2020 04:00,1252,411,230,9,0
1253,23-02-2020 02:00,1253,182,63,3,0
1254,24-02-2020 21:00,1254,542,58,5,0
1255,24-02-2020 15:00,1255,399,209,17,0
1256,24-02-2020 19:00,1256,138,6,7,0
1257,24-02-2020 22:00,1257,511,112,25,0
1258,24-02-2020 02:00,1258,186,124,17,0
1259,23-02-2020 17:00,1259,299,70,15,0
1260,24-02-2020 08:00,1260,234,85,9,0
1261,23-02-2020 05:00,1261,476,241,5,0
1262,25-02-2020 07:00,1262,216,131,5,0
1263,24-02-2020 09:00,1263,122,77,4,0
1264,25-02-2020 02:00,1264,175,128,6,0
1265,24-02-2020 22:00,1265,294,250,25,0
1266,23-02-2020 21:00,1266,485,186,10,0
1267,23-02-2020 15:00,1267,256,104,5,0
1268,25-02-2020 09:00,1268,372,14,9,0
1269,25-02-2020 04:00,1269,277,244,13,0
1270,23-02-2020 17:00,1270,202,152,12,0
1271,24-02-2020 09:00,1271,486,77,13,0
1272,23-02-2020 10:00,1272,506,206,2,0
1273,25-02-2020 23:00,1273,431,221,5,0
1274,24-02-2020 21:00,1274,322,66,4,0
1275,25-02-2020 10:00,1275,470,28,1,0
1276,25-02-2020 08:00,1276,520,211,17,0
1277,25-02-2020 23:00,1277,330,38,17,0
1278,24-02-2020 00:00,1278,592,143,5,0
1279,24-02-2020 00:00,1279,296,58,27,0
1280,24-02-2020 06:00,1280,525,217,10,0
1281,24-02-2020 22:00,1281,385,201,26,0
1282,25-02-2020 10:00,1282,149,57,5,0
1283,25-02-2020 17:00,1283,160,226,4,0
1284,23-02-2020 23:00,1284,368,245,19,0
1285,24-02-2020 22:00,1285,245,64,6,0
1286,24-02-2020 18:00,1286,245,119,13,0
1287,23-02-2020 18:00,1287,423,232,6,0
1288,25-02-2020 12:00,1288,505,40,17,0
1289,23-02-2020 18:00,1289,346,238,12,0
1290,23-02-2020 23:00,1290,270,26,13,0
1291,24-02-2020 07:00,1291,470,179,2,0
1292,24-02-2020 09:00,1292,250,139,27,0
1293,23-02-2020 23:00,1293,496,130,8,0
1294,26-02-2020 19:00,1294,125,93,29,0
1295,26-02-2020 17:00,1295,525,106,22,0
1296,26-02-2020 01:00,1296,373,191,10,0
1297,25-02-2020 10:00,1297,347,103,15,0
1298,24-02-2020 22:00,1298,558,108,1,0
1299,25-02-2020 12:00,1299,389,146,7,0
1300,24-02-2020 18:00,1300,454,85,12,0
1301,25-02-2020 12:00,1301,281,77,15,0
1302,25-02-2020 22:00,1302,421,21,6,0
1303,24-02-2020 21:00,1303,539,63,7,0
1304,26-02-2020 20:00,1304,194,42,4,0
1305,26-02-2020 04:00,1305,248,160,6,0
1306,24-02-2020 19:00,1306,165,124,11,0
1307,25-02-2020 17:00,1307,532,243,5,0
1308,26-02-2020 07:00,1308,170,238,4,0
1309,24-02-2020 16:00,1309,253,170,4,0
1310,27-02-2020 09:00,1310,367,17,10,0
1311,25-02-2020 12:00,1311,503,199,6,0
1312,26-02-2020 08:00,1312,577,81,13,0
1313,26-02-2020 23:00,1313,362,238,18,0
1314,26-02-2020 09:00,1314,564,228,6,0
1315,26-02-2020 23:00,1315,342,15,12,0
1316,26-02-2020 17:00,1316,404,112,6,0
1317,26-02-2020 00:00,1317,304,104,14,0
1318,26-02-2020 09:00,1318,101,209,9,0
1319,25-02-2020 06:00,1319,207,111,9,0
1320,27-02-2020 05:00,1320,406,40,16,0
1321,25-02-2020 21:00,1321,307,107,4,0
1322,25-02-2020 19:00,1322,575,122,9,0
1323,28-02-2020 00:00,1323,533,8,5,0
1324,27-02-2020 06:00,1324,318,86,12,0
1325,26-02-2020 19:00,1325,211,241,5,0
1326,27-02-2020 07:00,1326,450,95,29,0
1327,27-02-2020 05:00,1327,256,31,22,0
1328,26-02-2020 10:00,1328,531,79,1,0
1329,26-02-2020 16:00,1329,181,61,4,0
1330,25-02-2020 18:00,1330,136,125,9,0
1331,26-02-2020 02:00,1331,587,226,22,0
1332,28-02-2020 06:00,1332,481,126,25,0
1333,26-02-2020 23:00,1333,107,238,5,0
1334,25-02-2020 23:00,1334,273,246,6,0
1335,28-02-2020 00:00,1335,241,102,2,0
1336,27-02-2020 23:00,1336,379,151,16,0
1337,27-02-2020 02:00,1337,301,55,9,0
1338,26-02-2020 22:00,1338,167,104,20,0
1339,27-02-2020 09:00,1339,405,111,5,0
1340,27-02-2020 23:00,1340,319,218,2,0
1341,27-02-2020 20:00,1341,595,61,5,0
1342,27-02-2020 07:00,1342,509,74,14,0
1343,26-02-2020 16:00,1343,537,63,8,0
1344,28-02-2020 04:00,1344,459,157,16,0
1345,26-02-2020 11:00,1345,193,206,1,0
1346,26-02-2020 08:00,1346,521,43,14,0
1347,28-02-2020 00:00,1347,156,87,19,0
1348,27-02-2020 06:00,1348,435,41,12,0
1349,26-02-2020 23:00,1349,162,154,1,0
1350,28-02-2020 11:00,1350,543,84,10,0
1351,27-02-2020 19:00,1351,413,152,6,0
1352,29-02-2020 06:00,1352,134,97,1,0
1353,28-02-2020 08:00,1353,598,219,12,0
1354,29-02-2020 03:00,1354,341,22,3,0
1355,27-02-2020 16:00,1355,328,26,5,0
1356,28-02-2020 11:00,1356,318,22,11,0
1357,28-02-2020 21:00,1357,167,22,5,0
1358,28-02-2020 12:00,1358,418,204,4,0
1359,27-02-2020 14:00,1359,125,189,9,0
1360,28-02-2020 07:00,1360,550,3,25,0
1361,29-02-2020 14:00,1361,573,39,15,0
1362,26-02-2020 21:00,1362,211,139,17,0
1363,26-02-2020 20:00,1363,186,110,13,0
1364,29-02-2020 12:00,1364,437,127,6,0
1365,29-02-2020 03:00,1365,298,230,9,0
1366,28-02-2020 22:00,1366,207,24,14,0
1367,29-02-2020 13:00,1367,360,240,6,0
1368,28-02-2020 12:00,1368,128,249,9,0
1369,27-02-2020 01:00,1369,243,204,12,0
1370,29-02-2020 01:00,1370,486,207,7,0
1371,28-02-2020 18:00,1371,262,179,5,0
1372,29-02-2020 23:00,1372,230,166,10,0
1373,28-02-2020 03:00,1373,436,39,6,0
1374,28-02-2020 21:00,1374,587,14,4,0
1375,27-02-2020 11:00,1375,516,1,6,0
1376,29-02-2020 23:00,1376,232,121,6,0
1377,28-02-2020 05:00,1377,357,46,9,0
1378,28-02-2020 03:00,1378,374,9,12,0
1379,28-02-2020 10:00,1379,307,35,13,0
1380,29-02-2020 16:00,1380,327,75,6,0
1381,29-02-2020 18:00,1381,225,216,6,0
1382,27-02-2020 14:00,1382,582,94,1,0
1383,28-02-2020 04:00,1383,271,174,7,0
1384,01-03-2020 07:00,1384,272,176,10,0
1385,29-02-2020 19:00,1385,208,236,14,0
1386,29-02-2020 00:00,1386,532,212,26,0
1387,28-02-2020 20:00,1387,140,180,10,0
1388,01-03-2020 03:00,1388,202,92,12,0
1389,29-02-2020 07:00,1389,254,171,7,0
1390,29-02-2020 00:00,1390,122,147,1,0
1391,28-02-2020 12:00,1391,569,23,10,0
1392,28-02-2020 16:00,1392,132,11,6,0
1393,28-02-2020 04:00,1393,205,43,19,0
1394,28-02-2020 13:00,1394,102,229,1,0
1395,01-03-2020 15:00,1395,432,80,19,0
1396,01-03-2020 22:00,1396,414,85,9,0
1397,01-03-2020 12:00,1397,513,26,6,0
1398,02-03-2020 02:00,1398,540,10,1,0
1399,02-03-2020 02:00,1399,194,150,9,0
1400,01-03-2020 04:00,1400,445,22,1,0
1401,29-02-2020 20:00,1401,387,11,9,0
1402,29-02-2020 04:00,1402,591,158,28,0
1403,01-03-2020 11:00,1403,565,1,15,0
1404,01-03-2020 01:00,1404,306,211,4,0
1405,02-03-2020 07:00,1405,391,237,19,0
1406,28-02-2020 20:00,1406,188,50,6,0
1407,29-02-2020 04:00,1407,438,203,12,0
1408,02-03-2020 00:00,1408,299,44,4,0
1409,02-03-2020 02:00,1409,365,230,5,0
1410,29-02-2020 13:00,1410,229,101,10,0
1411,29-02-2020 08:00,1411,474,211,16,0
1412,01-03-2020 11:00,1412,562,126,21,0
1413,01-03-2020 02:00,1413,512,28,8,0
1414,02-03-2020 19:00,1414,493,69,2,0
1415,01-03-2020 03:00,1415,554,152,15,0
1416,02-03-2020 08:00,1416,133,75,9,0
1417,02-03-2020 13:00,1417,558,158,1,0
1418,01-03-2020 00:00,1418,124,215,4,0
1419,29-02-2020 21:00,1419,437,135,17,0
1420,29-02-2020 10:00,1420,129,19,6,0
1421,02-03-2020 18:00,1421,406,213,12,0
1422,01-03-2020 10:00,1422,500,157,1,0
1423,01-03-2020 22:00,1423,515,73,6,0
1424,01-03-2020 17:00,1424,231,36,23,0
1425,02-03-2020 07:00,1425,169,17,12,0
1426,29-02-2020 16:00,1426,274,119,17,0
1427,29-02-2020 18:00,1427,150,156,9,0
1428,01-03-2020 19:00,1428,551,219,29,0
1429,02-03-2020 23:00,1429,464,67,12,0
1430,01-03-2020 12:00,1430,337,41,5,0
1431,02-03-2020 09:00,1431,486,165,2,0
1432,01-03-2020 00:00,1432,264,199,17,0
1433,01-03-2020 00:00,1433,582,180,6,0
1434,03-03-2020 01:00,1434,281,132,10,0
1435,03-03-2020 01:00,1435,588,25,5,0
1436,01-03-2020 22:00,1436,295,128,21,0
1437,02-03-2020 15:00,1437,491,156,6,0
1438,02-03-2020 01:00,1438,537,58,9,0
1439,03-03-2020 13:00,1439,170,177,9,0
1440,02-03-2020 04:00,1440,188,73,9,0
1441,03-03-2020 18:00,1441,431,9,16,0
1442,01-03-2020 17:00,1442,336,101,1,0
1443,02-03-2020 05:00,1443,468,219,6,0
1444,01-03-2020 05:00,1444,441,87,16,0
1445,03-03-2020 16:00,1445,586,171,5,0
1446,03-03-2020 10:00,1446,205,42,12,0
1447,02-03-2020 06:00,1447,185,178,1,0
1448,02-03-2020 01:00,1448,399,122,12,0
1449,01-03-2020 23:00,1449,564,208,28,0
1450,02-03-2020 21:00,1450,148,116,25,0
1451,03-03-2020 03:00,1451,147,92,12,0
1452,03-03-2020 18:00,1452,168,244,12,0
1453,02-03-2020 16:00,1453,153,131,10,0
1454,04-03-2020 12:00,1454,151,79,6,0
1455,04-03-2020 07:00,1455,479,76,12,0
1456,02-03-2020 16:00,1456,120,168,13,0
1457,02-03-2020 08:00,1457,554,181,13,0
1458,01-03-2020 21:00,1458,403,209,13,0
1459,03-03-2020 09:00,1459,393,103,24,0
1460,03-03-2020 17:00,1460,243,108,4,0
1461,03-03-2020 23:00,1461,427,207,13,0
1462,04-03-2020 11:00,1462,205,239,12,0
1463,02-03-2020 14:00,1463,132,61,19,0
1464,04-03-2020 11:00,1464,255,204,15,0
1465,04-03-2020 20:00,1465,225,217,9,0
1466,02-03-2020 20:00,1466,471,80,6,0
1467,02-03-2020 03:00,1467,172,171,7,0
1468,02-03-2020 19:00,1468,292,84,4,0
1469,03-03-2020 05:00,1469,260,54,6,0
1470,04-03-2020 11:00,1470,376,62,12,0
1471,04-03-2020 00:00,1471,357,119,18,0
1472,02-03-2020 14:00,1472,420,39,5,0
1473,03-03-2020 06:00,1473,249,181,10,0
1474,03-03-2020 07:00,1474,507,40,12,0
1475,02-03-2020 11:00,1475,303,10,2,0
1476,04-03-2020 21:00,1476,526,21,5,0
1477,03-03-2020 22:00,1477,533,16,13,0
1478,04-03-2020 22:00,1478,568,151,8,0
1479,03-03-2020 07:00,1479,289,225,10,0
1480,04-03-2020 12:00,1480,160,31,6,0
1481,04-03-2020 17:00,1481,338,38,6,0
1482,04-03-2020 20:00,1482,180,28,7,0
1483,04-03-2020 13:00,1483,480,115,8,0
1484,05-03-2020 03:00,1484,372,33,29,0
1485,05-03-2020 05:00,1485,383,39,5,0
1486,03-03-2020 05:00,1486,284,186,12,0
1487,03-03-2020 19:00,1487,258,19,5,0
1488,04-03-2020 20:00,1488,578,73,13,0
1489,05-03-2020 08:00,1489,331,198,15,0
1490,04-03-2020 10:00,1490,250,86,5,0
1491,05-03-2020 18:00,1491,287,177,9,0
1492,04-03-2020 09:00,1492,276,82,9,0
1493,05-03-2020 12:00,1493,523,149,12,0
1494,05-03-2020 03:00,1494,174,62,21,0
1495,04-03-2020 21:00,1495,470,184,25,0
1496,05-03-2020 04:00,1496,356,124,2,0
1497,04-03-2020 20:00,1497,324,112,12,0
1498,04-03-2020 06:00,1498,168,105,5,0
1499,04-03-2020 16:00,1499,206,32,12,0
1500,03-03-2020 14:00,1500,549,239,9,0
1501,06-03-2020 10:00,1501,544,165,2,0
1502,05-03-2020 00:00,1502,460,172,21,0
1503,05-03-2020 21:00,1503,449,242,3,0
1504,04-03-2020 12:00,1504,229,172,7,0
1505,06-03-2020 11:00,1505,404,142,1,0
1506,05-03-2020 02:00,1506,130,187,6,0
1507,04-03-2020 13:00,1507,218,151,5,0
1508,06-03-2020 05:00,1508,120,78,7,0
1509,05-03-2020 01:00,1509,450,240,6,0
1510,04-03-2020 14:00,1510,202,182,11,0
1511,05-03-2020 09:00,1511,412,54,7,0
1512,04-03-2020 14:00,1512,550,230,19,0
1513,04-03-2020 19:00,1513,263,122,22,0
1514,04-03-2020 09:00,1514,335,168,2,0
1515,06-03-2020 23:00,1515,141,9,16,0
1516,04-03-2020 21:00,1516,481,94,13,0
1517,04-03-2020 07:00,1517,273,41,4,0
1518,04-03-2020 18:00,1518,347,101,10,0
1519,06-03-2020 13:00,1519,169,50,19,0
1520,05-03-2020 19:00,1520,280,89,4,0
1521,05-03-2020 01:00,1521,456,17,5,0
1522,06-03-2020 16:00,1522,242,13,12,0
1523,06-03-2020 02:00,1523,120,9,5,0
1524,07-03-2020 08:00,1524,172,216,24,0
1525,04-03-2020 22:00,1525,168,219,5,0
1526,06-03-2020 05:00,1526,512,206,3,0
1527,05-03-2020 04:00,1527,332,65,4,0
1528,06-03-2020 16:00,1528,471,100,5,0
1529,05-03-2020 16:00,1529,378,48,6,0
1530,04-03-2020 19:00,1530,172,209,5,0
1531,05-03-2020 14:00,1531,130,128,5,0
1532,05-03-2020 07:00,1532,532,119,6,0
1533,07-03-2020 03:00,1533,417,169,12,0
1534,07-03-2020 03:00,1534,350,248,6,0
1535,06-03-2020 04:00,1535,426,102,2,0
1536,06-03-2020 16:00,1536,279,201,10,0
1537,06-03-2020 02:00,1537,273,182,17,0
1538,06-03-2020 16:00,1538,186,221,10,0
1539,06-03-2020 14:00,1539,245,83,22,0
1540,06-03-2020 03:00,1540,380,116,12,0
1541,05-03-2020 22:00,1541,186,35,4,0
1542,05-03-2020 06:00,1542,201,209,5,0
1543,07-03-2020 19:00,1543,215,84,5,0
1544,06-03-2020 14:00,1544,433,191,10,0
1545,05-03-2020 12:00,1545,530,248,9,0
1546,07-03-2020 21:00,1546,461,182,11,0
1547,06-03-2020 19:00,1547,263,109,8,0
1548,07-03-2020 20:00,1548,341,169,12,0
1549,08-03-2020 02:00,1549,372,81,25,0
1550,06-03-2020 06:00,1550,383,246,12,0
1551,08-03-2020 00:00,1551,276,235,14,0
1552,07-03-2020 13:00,1552,579,193,5,0
1553,07-03-2020 04:00,1553,418,146,9,0
1554,07-03-2020 18:00,1554,332,223,5,0
1555,07-03-2020 22:00,1555,426,180,12,0
1556,08-03-2020 03:00,1556,581,48,9,0
1557,06-03-2020 17:00,1557,281,2,5,0
1558,07-03-2020 14:00,1558,430,223,19,0
1559,07-03-2020 13:00,1559,327,201,2,0
1560,07-03-2020 10:00,1560,208,43,2,0
1561,07-03-2020 22:00,1561,373,245,28,0
1562,07-03-2020 10:00,1562,546,65,15,0
1563,07-03-2020 00:00,1563,501,107,5,0
1564,08-03-2020 13:00,1564,317,24,1,0
1565,06-03-2020 23:00,1565,226,125,1,0
1566,06-03-2020 21:00,1566,122,225,7,0
1567,07-03-2020 17:00,1567,358,86,10,0
1568,07-03-2020 07:00,1568,405,38,9,0
1569,07-03-2020 19:00,1569,452,11,8,0
1570,08-03-2020 22:00,1570,320,227,7,0
1571,06-03-2020 21:00,1571,283,36,2,0
1572,07-03-2020 21:00,1572,126,62,2,0
1573,07-03-2020 22:00,1573,146,132,1,0
1574,08-03-2020 05:00,1574,223,155,12,0
1575,07-03-2020 03:00,1575,222,127,9,0
1576,08-03-2020 23:00,1576,402,246,12,0
1577,09-03-2020 13:00,1577,350,72,26,0
1578,08-03-2020 23:00,1578,558,233,10,0
1579,09-03-2020 02:00,1579,178,52,4,0
1580,07-03-2020 06:00,1580,529,185,14,0
1581,07-03-2020 14:00,1581,174,47,12,0
1582,09-03-2020 14:00,1582,105,107,9,0
1583,08-03-2020 18:00,1583,442,10,13,0
1584,09-03-2020 08:00,1584,307,198,6,0
1585,09-03-2020 00:00,1585,211,3,5,0
1586,07-03-2020 22:00,1586,344,162,8,0
1587,07-03-2020 16:00,1587,202,93,6,0
1588,08-03-2020 15:00,1588,384,183,5,0
1589,08-03-2020 01:00,1589,526,88,12,0
1590,09-03-2020 16:00,1590,423,205,13,0
1591,10-03-2020 02:00,1591,337,158,5,0
1592,09-03-2020 20:00,1592,344,96,9,0
1593,07-03-2020 21:00,1593,215,87,8,0
1594,08-03-2020 03:00,1594,227,1,9,0
1595,09-03-2020 15:00,1595,236,27,2,0
1596,10-03-2020 03:00,1596,519,124,6,0
1597,10-03-2020 05:00,1597,327,198,12,0
1598,10-03-2020 02:00,1598,363,212,7,0
1599,10-03-2020 08:00,1599,566,249,5,0
1600,09-03-2020 20:00,1600,320,129,14,0
1601,10-03-2020 01:00,1601,261,52,10,0
1602,07-03-2020 20:00,1602,134,55,5,0
1603,10-03-2020 07:00,1603,536,38,6,0
1604,09-03-2020 03:00,1604,338,86,5,0
1605,09-03-2020 14:00,1605,237,175,9,0
1606,08-03-2020 01:00,1606,578,169,8,0
1607,08-03-2020 03:00,1607,264,220,6,0
1608,09-03-2020 04:00,1608,457,189,25,0
1609,10-03-2020 15:00,1609,109,191,10,0
1610,10-03-2020 06:00,1610,492,130,9,0
1611,08-03-2020 04:00,1611,420,71,5,0
1612,08-03-2020 04:00,1612,595,136,5,0
1613,09-03-2020 03:00,1613,166,101,9,0
1614,11-03-2020 00:00,1614,149,228,18,0
1615,10-03-2020 03:00,1615,277,136,2,0
1616,09-03-2020 07:00,1616,238,152,8,0
1617,11-03-2020 00:00,1617,372,157,8,0
1618,11-03-2020 06:00,1618,155,238,5,0
1619,10-03-2020 16:00,1619,534,157,2,0
1620,10-03-2020 22:00,1620,347,51,2,0
1621,09-03-2020 10:00,1621,322,112,18,0
1622,08-03-2020 23:00,1622,168,198,13,0
1623,09-03-2020 15:00,1623,485,244,27,0
1624,11-03-2020 04:00,1624,235,188,13,0
1625,11-03-2020 06:00,1625,400,205,6,0
1626,09-03-2020 11:00,1626,513,11,12,0
1627,10-03-2020 11:00,1627,411,117,12,0
1628,09-03-2020 16:00,1628,372,247,6,0
1629,09-03-2020 02:00,1629,324,185,9,0
1630,10-03-2020 11:00,1630,293,152,12,0
1631,08-03-2020 23:00,1631,404,141,20,0
1632,09-03-2020 03:00,1632,257,75,12,0
1633,10-03-2020 20:00,1633,539,138,25,0
1634,11-03-2020 08:00,1634,143,194,6,0
1635,11-03-2020 02:00,1635,483,117,12,0
1636,11-03-2020 00:00,1636,228,12,19,0
1637,09-03-2020 09:00,1637,254,73,10,0
1638,11-03-2020 09:00,1638,374,86,5,0
1639,10-03-2020 06:00,1639,208,5,29,0
1640,09-03-2020 09:00,1640,362,105,1,0
1641,11-03-2020 08:00,1641,274,151,16,0
1642,11-03-2020 06:00,1642,267,161,22,0
1643,09-03-2020 21:00,1643,383,248,4,0
1644,10-03-2020 13:00,1644,315,203,9,0
1645,09-03-2020 22:00,1645,314,17,2,0
1646,10-03-2020 16:00,1646,551,122,9,0
1647,12-03-2020 10:00,1647,225,213,9,0
1648,11-03-2020 14:00,1648,416,225,6,0
1649,11-03-2020 11:00,1649,562,107,6,0
1650,11-03-2020 06:00,1650,107,238,9,0
1651,09-03-2020 19:00,1651,276,119,10,0
1652,11-03-2020 18:00,1652,293,235,13,0
1653,10-03-2020 11:00,1653,301,227,5,0
1654,12-03-2020 05:00,1654,462,156,12,0
1655,11-03-2020 13:00,1655,461,147,2,0
1656,10-03-2020 05:00,1656,344,60,12,0
1657,12-03-2020 12:00,1657,482,237,29,0
1658,10-03-2020 09:00,1658,399,81,6,0
1659,10-03-2020 15:00,1659,572,214,7,0
1660,11-03-2020 14:00,1660,112,152,6,0
1661,13-03-2020 02:00,1661,410,58,9,0
1662,10-03-2020 17:00,1662,585,116,5,0
1663,12-03-2020 04:00,1663,422,68,25,0
1664,10-03-2020 15:00,1664,330,77,6,0
1665,12-03-2020 23:00,1665,262,229,5,0
1666,12-03-2020 06:00,1666,435,167,19,0
1667,12-03-2020 16:00,1667,170,219,9,0
1668,11-03-2020 03:00,1668,176,10,5,0
1669,13-03-2020 00:00,1669,309,210,19,0
1670,13-03-2020 03:00,1670,281,59,17,0
1671,11-03-2020 06:00,1671,291,172,6,0
1672,10-03-2020 20:00,1672,278,232,2,0
1673,12-03-2020 05:00,1673,232,149,4,0
1674,12-03-2020 22:00,1674,186,66,17,0
1675,11-03-2020 08:00,1675,214,102,20,0
1676,13-03-2020 13:00,1676,170,68,10,0
1677,13-03-2020 05:00,1677,207,2,5,0
1678,11-03-2020 10:00,1678,491,136,21,0
1679,10-03-2020 23:00,1679,559,59,9,0
1680,11-03-2020 20:00,1680,201,11,27,0
1681,11-03-2020 05:00,1681,267,57,13,0
1682,11-03-2020 20:00,1682,365,244,27,0
1683,12-03-2020 20:00,1683,121,211,5,0
1684,12-03-2020 09:00,1684,484,116,1,0
1685,13-03-2020 15:00,1685,190,62,25,0
1686,12-03-2020 17:00,1686,389,102,5,0
1687,13-03-2020 15:00,1687,422,1,5,0
1688,14-03-2020 01:00,1688,556,111,27,0
1689,12-03-2020 19:00,1689,213,13,24,0
1690,13-03-2020 17:00,1690,515,246,10,0
1691,12-03-2020 15:00,1691,147,20,5,0
1692,11-03-2020 16:00,1692,357,206,4,0
1693,12-03-2020 09:00,1693,125,206,5,0
1694,13-03-2020 12:00,1694,593,71,27,0
1695,12-03-2020 09:00,1695,408,138,10,0
1696,13-03-2020 18:00,1696,439,209,4,0
1697,12-03-2020 16:00,1697,361,231,20,0
1698,13-03-2020 17:00,1698,115,140,13,0
1699,13-03-2020 13:00,1699,209,241,9,0
1700,14-03-2020 15:00,1700,414,107,14,0
1701,13-03-2020 21:00,1701,196,5,17,0
1702,13-03-2020 02:00,1702,596,129,12,0
1703,13-03-2020 20:00,1703,326,223,9,0
1704,13-03-2020 17:00,1704,207,244,7,0
1705,14-03-2020 09:00,1705,597,188,9,0
1706,12-03-2020 11:00,1706,180,204,8,0
1707,13-03-2020 22:00,1707,374,197,18,0
1708,13-03-2020 01:00,1708,164,164,4,0
1709,12-03-2020 20:00,1709,442,202,9,0
1710,12-03-2020 19:00,1710,439,79,13,0
1711,13-03-2020 15:00,1711,328,197,10,0
1712,13-03-2020 09:00,1712,109,154,5,0
1713,15-03-2020 06:00,1713,568,170,13,0
1714,12-03-2020 15:00,1714,232,14,14,0
1715,13-03-2020 10:00,1715,370,128,5,0
1716,12-03-2020 21:00,1716,344,149,1,0
1717,13-03-2020 16:00,1717,579,55,6,0
1718,14-03-2020 15:00,1718,248,137,9,0
1719,13-03-2020 22:00,1719,191,170,9,0
1720,13-03-2020 10:00,1720,290,142,5,0
1721,14-03-2020 22:00,1721,132,74,14,0
1722,13-03-2020 12:00,1722,322,200,6,0
1723,13-03-2020 01:00,1723,258,30,14,0
1724,14-03-2020 10:00,1724,243,219,2,0
1725,15-03-2020 16:00,1725,376,61,12,0
1726,15-03-2020 19:00,1726,506,237,12,0
1727,15-03-2020 05:00,1727,584,100,6,0
1728,13-03-2020 19:00,1728,570,144,9,0
1729,14-03-2020 17:00,1729,188,186,12,0
1730,14-03-2020 00:00,1730,116,85,1,0
1731,13-03-2020 13:00,1731,385,46,12,0
1732,14-03-2020 04:00,1732,452,140,5,0
1733,13-03-2020 11:00,1733,300,168,19,0
1734,15-03-2020 13:00,1734,398,52,6,0
1735,15-03-2020 15:00,1735,475,4,10,0
1736,14-03-2020 03:00,1736,371,176,5,0
1737,13-03-2020 21:00,1737,181,110,7,0
1738,16-03-2020 07:00,1738,311,21,9,0
1739,14-03-2020 07:00,1739,120,85,6,0
1740,16-03-2020 04:00,1740,396,166,28,0
1741,13-03-2020 22:00,1741,583,63,6,0
1742,14-03-2020 05:00,1742,264,243,9,0
1743,13-03-2020 21:00,1743,558,123,12,0
1744,14-03-2020 19:00,1744,472,6,6,0
1745,13-03-2020 23:00,1745,521,26,6,0
1746,15-03-2020 13:00,1746,413,34,6,0
1747,16-03-2020 17:00,1747,153,239,5,0
1748,14-03-2020 22:00,1748,592,192,15,0
1749,14-03-2020 20:00,1749,478,188,22,0
1750,15-03-2020 08:00,1750,185,67,24,0
1751,15-03-2020 04:00,1751,297,44,25,0
1752,14-03-2020 02:00,1752,418,169,6,0
1753,15-03-2020 06:00,1753,140,75,4,0
1754,15-03-2020 23:00,1754,569,172,5,0
1755,16-03-2020 13:00,1755,567,66,5,0
1756,14-03-2020 12:00,1756,179,107,5,0
1757,14-03-2020 12:00,1757,421,42,9,0
1758,16-03-2020 21:00,1758,563,232,6,0
1759,16-03-2020 14:00,1759,452,110,5,0
1760,16-03-2020 21:00,1760,418,53,4,0
1761,16-03-2020 03:00,1761,106,187,2,0
1762,14-03-2020 13:00,1762,363,42,1,0
1763,14-03-2020 17:00,1763,465,93,12,0
1764,15-03-2020 05:00,1764,150,25,6,0
1765,16-03-2020 08:00,1765,249,196,18,0
1766,14-03-2020 19:00,1766,259,239,5,0
1767,17-03-2020 09:00,1767,191,74,6,0
1768,14-03-2020 22:00,1768,445,80,4,0
1769,17-03-2020 00:00,1769,222,139,4,0
1770,16-03-2020 21:00,1770,213,178,21,0
1771,15-03-2020 22:00,1771,159,141,6,0
1772,16-03-2020 21:00,1772,323,164,14,0
1773,15-03-2020 16:00,1773,499,18,3,0
1774,15-03-2020 10:00,1774,474,20,6,0
1775,16-03-2020 11:00,1775,266,40,12,0
1776,15-03-2020 16:00,1776,194,224,15,0
1777,16-03-2020 17:00,1777,275,32,4,0
1778,17-03-2020 09:00,1778,522,219,10,0
1779,17-03-2020 15:00,1779,100,240,4,0
1780,17-03-2020 23:00,1780,113,1,5,0
1781,16-03-2020 18:00,1781,400,245,9,0
1782,17-03-2020 01:00,1782,146,62,9,0
1783,16-03-2020 23:00,1783,429,17,1,0
1784,17-03-2020 09:00,1784,426,200,2,0
1785,15-03-2020 12:00,1785,514,198,5,0
1786,16-03-2020 07:00,1786,219,204,2,0
1787,16-03-2020 15:00,1787,427,195,12,0
1788,15-03-2020 20:00,1788,126,242,6,0
1789,18-03-2020 01:00,1789,332,70,8,0
1790,17-03-2020 19:00,1790,163,248,9,0
1791,16-03-2020 14:00,1791,319,46,5,0
1792,16-03-2020 17:00,1792,100,30,4,0
1793,15-03-2020 23:00,1793,457,196,11,0
1794,18-03-2020 15:00,1794,280,116,10,0
