Log_ID,Table_Name,Operation,Changed_By,Changed_At,Old_Data,New_Data
676,Accused,INSERT,200,2023-05-23 12:55:40,{},"{""Status"": ""Closed""}"
677,FIR_Accused,INSERT,96,2019-08-04 15:27:06,{},"{""Status"": ""Under Investigation""}"
678,FIR_Accused,INSERT,43,2020-04-30 08:47:33,{},"{""Status"": ""Closed""}"
679,Case_Status,UPDATE,157,2020-03-30 07:24:08,"{""Status"": ""Open""}","{""Status"": ""Under Investigation""}"
680,FIR,INSERT,256,2020-03-12 17:41:57,{},"{""Status"": ""Under Investigation""}"
681,FIR,UPDATE,264,2022-01-27 16:22:19,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
682,Evidence,INSERT,2,2019-01-21 04:45:55,{},"{""Status"": ""Under Investigation""}"
683,Accused,INSERT,150,2022-05-22 22:59:15,{},"{""Status"": ""Under Investigation""}"
684,Complaint,INSERT,131,2019-10-02 06:58:21,{},"{""Status"": ""Closed""}"
685,Evidence,INSERT,152,2020-08-14 06:20:07,{},"{""Status"": ""Under Investigation""}"
686,Complaint,INSERT,99,2022-06-25 07:53:18,{},"{""Status"": ""Closed""}"
687,FIR,UPDATE,267,2022-06-21 07:59:42,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
688,Suspects,INSERT,4,2022-05-05 00:08:27,{},"{""Status"": ""Under Investigation""}"
689,FIR,INSERT,168,2022-11-25 18:08:48,{},"{""Status"": ""Under Investigation""}"
690,FIR_Accused,INSERT,240,2022-12-15 11:01:13,{},"{""Status"": ""Under Investigation""}"
691,Accused,INSERT,256,2021-09-06 16:36:34,{},"{""Status"": ""Closed""}"
692,Complaint,INSERT,250,2021-11-03 22:57:41,{},"{""Status"": ""Under Investigation""}"
693,FIR_Accused,INSERT,195,2021-01-29 16:29:28,{},"{""Status"": ""Closed""}"
694,Evidence,INSERT,158,2020-05-13 06:55:07,{},"{""Status"": ""Closed""}"
695,Accused,INSERT,228,2022-04-24 02:21:22,{},"{""Status"": ""Under Investigation""}"
696,Suspects,INSERT,120,2020-12-13 07:02:17,{},"{""Status"": ""Closed""}"
697,Suspects,INSERT,238,2022-12-01 08:22:44,{},"{""Status"": ""Closed""}"
698,FIR,UPDATE,96,2023-10-22 14:19:54,"{""Status"": ""Open""}","{""Status"": ""Under Investigation""}"
699,FIR,UPDATE,214,2023-01-21 08:30:41,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
700,FIR,INSERT,13,2022-02-17 08:43:17,{},"{""Status"": ""Under Investigation""}"
701,FIR_Accused,INSERT,212,2019-02-22 19:24:06,{},"{""Status"": ""Closed""}"
702,Suspects,INSERT,17,2023-09-01 17:16:28,{},"{""Status"": ""Under Investigation""}"
703,FIR,INSERT,216,2020-11-01 05:34:42,{},"{""Status"": ""Under Investigation""}"
704,Accused,INSERT,195,2020-07-03 14:09:35,{},"{""Status"": ""Under Investigation""}"
705,Case_Status,UPDATE,261,2019-09-17 14:57:15,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
706,Complaint,INSERT,125,2022-05-19 08:40:21,{},"{""Status"": ""Closed""}"
707,FIR,UPDATE,160,2019-10-13 11:53:55,"{""Status"": ""Open""}","{""Status"": ""Under Investigation""}"
708,Complaint,INSERT,234,2020-09-23 20:47:18,{},"{""Status"": ""Under Investigation""}"
709,Complaint,INSERT,219,2019-05-21 06:36:33,{},"{""Status"": ""Under Investigation""}"
710,Evidence,INSERT,92,2022-12-29 19:40:34,{},"{""Status"": ""Under Investigation""}"
711,FIR,UPDATE,114,2020-09-23 12:46:04,"{""Status"": ""Open""}","{""Status"": ""Under Investigation""}"
712,FIR,UPDATE,170,2019-09-13 12:02:01,"{""Status"": ""Open""}","{""Status"": ""Under Investigation""}"
713,Evidence,INSERT,252,2020-02-04 18:45:16,{},"{""Status"": ""Under Investigation""}"
714,FIR_Accused,INSERT,267,2022-01-23 00:17:56,{},"{""Status"": ""Under Investigation""}"
715,Evidence,INSERT,198,2022-12-17 14:44:48,{},"{""Status"": ""Closed""}"
716,Suspects,INSERT,178,2020-07-20 23:42:54,{},"{""Status"": ""Closed""}"
717,Evidence,INSERT,243,2022-11-17 05:11:46,{},"{""Status"": ""Closed""}"
718,FIR,INSERT,157,2020-11-04 08:09:12,{},"{""Status"": ""Under Investigation""}"
719,FIR_Accused,INSERT,56,2019-04-05 15:55:04,{},"{""Status"": ""Under Investigation""}"
720,Accused,INSERT,162,2020-05-12 07:28:32,{},"{""Status"": ""Under Investigation""}"
721,FIR,INSERT,166,2019-03-18 09:38:02,{},"{""Status"": ""Closed""}"
722,FIR,UPDATE,258,2019-07-30 13:02:14,"{""Status"": ""Open""}","{""Status"": ""Closed""}"
723,Complaint,INSERT,62,2020-02-02 06:24:26,{},"{""Status"": ""Closed""}"
724,FIR,INSERT,82,2022-10-04 12:12:48,{},"{""Status"": ""Closed""}"
725,FIR,UPDATE,192,2020-12-14 12:35:38,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
726,FIR,UPDATE,242,2022-06-08 04:51:08,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
727,FIR_Accused,INSERT,132,2019-05-31 01:04:14,{},"{""Status"": ""Under Investigation""}"
728,Case_Status,UPDATE,192,2021-03-30 09:10:00,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
729,Evidence,INSERT,105,2022-10-20 12:27:50,{},"{""Status"": ""Under Investigation""}"
730,Complaint,INSERT,80,2019-05-09 08:51:03,{},"{""Status"": ""Under Investigation""}"
731,FIR_Accused,INSERT,211,2019-07-21 18:30:21,{},"{""Status"": ""Under Investigation""}"
732,Accused,INSERT,209,2022-06-26 04:56:29,{},"{""Status"": ""Closed""}"
733,FIR,INSERT,253,2022-06-26 05:01:20,{},"{""Status"": ""Closed""}"
734,Evidence,INSERT,171,2023-05-17 23:30:49,{},"{""Status"": ""Under Investigation""}"
735,Evidence,INSERT,270,2022-07-31 04:03:04,{},"{""Status"": ""Under Investigation""}"
736,FIR_Accused,INSERT,185,2021-07-09 12:07:39,{},"{""Status"": ""Closed""}"
737,FIR_Accused,INSERT,150,2019-02-20 15:29:15,{},"{""Status"": ""Under Investigation""}"
738,Suspects,INSERT,105,2020-10-14 21:13:24,{},"{""Status"": ""Under Investigation""}"
739,FIR_Accused,INSERT,33,2020-02-04 00:41:08,{},"{""Status"": ""Under Investigation""}"
740,Accused,INSERT,245,2023-01-20 11:14:45,{},"{""Status"": ""Closed""}"
741,Suspects,INSERT,210,2021-06-15 19:57:14,{},"{""Status"": ""Closed""}"
742,FIR,INSERT,247,2019-03-23 03:11:40,{},"{""Status"": ""Closed""}"
743,Accused,INSERT,42,2022-10-04 23:46:14,{},"{""Status"": ""Under Investigation""}"
744,FIR,INSERT,43,2021-10-01 20:40:43,{},"{""Status"": ""Under Investigation""}"
745,FIR_Accused,INSERT,55,2021-08-20 00:42:09,{},"{""Status"": ""Closed""}"
746,FIR,UPDATE,45,2023-11-21 17:28:35,"{""Status"": ""Open""}","{""Status"": ""Under Investigation""}"
747,Accused,INSERT,171,2020-04-20 05:56:56,{},"{""Status"": ""Under Investigation""}"
748,Complaint,INSERT,226,2022-02-16 16:24:44,{},"{""Status"": ""Closed""}"
749,FIR,UPDATE,131,2020-02-25 19:35:53,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
750,FIR_Accused,INSERT,198,2022-11-18 18:26:02,{},"{""Status"": ""Closed""}"
751,FIR_Accused,INSERT,39,2022-12-05 09:12:13,{},"{""Status"": ""Under Investigation""}"
752,Accused,INSERT,102,2020-07-04 13:35:46,{},"{""Status"": ""Under Investigation""}"
753,Case_Status,UPDATE,106,2021-09-05 21:49:09,"{""Status"": ""Open""}","{""Status"": ""Closed""}"
754,FIR,UPDATE,58,2022-07-26 01:52:36,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
755,Suspects,INSERT,26,2023-08-12 00:48:42,{},"{""Status"": ""Closed""}"
756,FIR,UPDATE,10,2021-02-05 21:51:05,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
757,Suspects,INSERT,102,2020-03-03 23:07:51,{},"{""Status"": ""Under Investigation""}"
758,Accused,INSERT,237,2023-08-12 16:44:57,{},"{""Status"": ""Closed""}"
759,Complaint,INSERT,64,2023-12-11 11:31:10,{},"{""Status"": ""Under Investigation""}"
760,Accused,INSERT,151,2022-08-27 02:35:27,{},"{""Status"": ""Under Investigation""}"
761,FIR,UPDATE,82,2021-09-16 21:45:13,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
762,Case_Status,UPDATE,140,2021-06-04 16:58:25,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
763,Evidence,INSERT,216,2021-08-01 20:53:56,{},"{""Status"": ""Under Investigation""}"
764,Complaint,INSERT,205,2022-07-01 14:57:36,{},"{""Status"": ""Closed""}"
765,FIR,UPDATE,184,2020-07-18 12:09:06,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
766,FIR,UPDATE,127,2021-10-09 15:14:47,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
767,FIR_Accused,INSERT,263,2021-06-25 17:22:51,{},"{""Status"": ""Under Investigation""}"
768,Suspects,INSERT,275,2020-01-31 01:44:28,{},"{""Status"": ""Closed""}"
769,Complaint,INSERT,242,2022-05-29 21:28:22,{},"{""Status"": ""Under Investigation""}"
770,Evidence,INSERT,254,2019-02-05 23:58:01,{},"{""Status"": ""Under Investigation""}"
771,Suspects,INSERT,268,2019-06-22 23:25:20,{},"{""Status"": ""Under Investigation""}"
772,Complaint,INSERT,178,2020-06-13 05:39:30,{},"{""Status"": ""Closed""}"
773,Suspects,INSERT,208,2023-06-20 07:43:46,{},"{""Status"": ""Under Investigation""}"
774,FIR,UPDATE,165,2023-07-02 15:20:52,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
775,FIR,UPDATE,22,2020-05-24 06:30:57,"{""Status"": ""Open""}","{""Status"": ""Under Investigation""}"
776,FIR_Accused,INSERT,83,2021-01-20 05:26:17,{},"{""Status"": ""Closed""}"
777,FIR,INSERT,115,2019-11-24 20:05:08,{},"{""Status"": ""Under Investigation""}"
778,FIR,UPDATE,9,2020-09-27 09:14:28,"{""Status"": ""Open""}","{""Status"": ""Under Investigation""}"
779,FIR,INSERT,61,2023-06-17 14:14:51,{},"{""Status"": ""Closed""}"
780,Suspects,INSERT,14,2021-09-24 20:14:16,{},"{""Status"": ""Under Investigation""}"
781,FIR_Accused,INSERT,40,2019-01-07 21:31:17,{},"{""Status"": ""Under Investigation""}"
782,Suspects,INSERT,25,2022-11-25 14:51:21,{},"{""Status"": ""Under Investigation""}"
783,Evidence,INSERT,70,2022-02-24 18:12:30,{},"{""Status"": ""Closed""}"
784,Complaint,INSERT,100,2023-09-15 02:03:45,{},"{""Status"": ""Under Investigation""}"
785,Accused,INSERT,181,2021-06-08 08:03:57,{},"{""Status"": ""Under Investigation""}"
786,Complaint,INSERT,211,2023-02-19 10:54:57,{},"{""Status"": ""Closed""}"
787,FIR,INSERT,171,2020-11-03 22:40:37,{},"{""Status"": ""Under Investigation""}"
788,Case_Status,UPDATE,147,2019-02-20 02:51:10,"{""Status"": ""Open""}","{""Status"": ""Closed""}"
789,FIR,INSERT,161,2021-03-07 23:39:03,{},"{""Status"": ""Under Investigation""}"
790,Evidence,INSERT,34,2021-04-03 17:35:56,{},"{""Status"": ""Closed""}"
791,Evidence,INSERT,245,2019-10-01 21:25:47,{},"{""Status"": ""Closed""}"
792,FIR,INSERT,197,2022-07-12 23:49:01,{},"{""Status"": ""Closed""}"
793,FIR,INSERT,14,2019-02-06 01:54:08,{},"{""Status"": ""Under Investigation""}"
794,Evidence,INSERT,255,2019-05-06 03:34:00,{},"{""Status"": ""Under Investigation""}"
795,FIR_Accused,INSERT,69,2022-06-27 13:55:16,{},"{""Status"": ""Under Investigation""}"
796,FIR,UPDATE,152,2023-01-18 23:35:04,"{""Status"": ""Open""}","{""Status"": ""Closed""}"
797,Complaint,INSERT,13,2019-02-16 09:55:06,{},"{""Status"": ""Under Investigation""}"
798,Case_Status,UPDATE,230,2019-02-17 10:40:53,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
799,FIR,UPDATE,65,2020-11-19 08:24:37,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
800,FIR,UPDATE,208,2021-06-04 19:01:08,"{""Status"": ""Open""}","{""Status"": ""Under Investigation""}"
801,FIR,UPDATE,220,2020-11-13 04:22:27,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
802,Complaint,INSERT,181,2021-08-01 04:09:42,{},"{""Status"": ""Under Investigation""}"
803,Accused,INSERT,200,2022-07-07 21:56:34,{},"{""Status"": ""Under Investigation""}"
804,FIR,INSERT,46,2022-06-26 14:11:30,{},"{""Status"": ""Under Investigation""}"
805,FIR,INSERT,232,2022-06-22 17:13:37,{},"{""Status"": ""Closed""}"
806,FIR_Accused,INSERT,159,2019-03-23 10:17:57,{},"{""Status"": ""Under Investigation""}"
807,FIR,UPDATE,20,2023-05-06 22:03:29,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
808,Suspects,INSERT,184,2020-01-24 18:08:32,{},"{""Status"": ""Under Investigation""}"
809,Evidence,INSERT,27,2020-09-07 01:33:51,{},"{""Status"": ""Under Investigation""}"
810,Accused,INSERT,72,2020-02-22 14:48:30,{},"{""Status"": ""Under Investigation""}"
811,Accused,INSERT,222,2020-08-15 12:09:15,{},"{""Status"": ""Under Investigation""}"
812,Suspects,INSERT,91,2019-01-19 14:57:11,{},"{""Status"": ""Closed""}"
813,FIR,UPDATE,51,2020-03-07 11:28:02,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
814,Case_Status,UPDATE,132,2019-01-26 14:24:16,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
815,Evidence,INSERT,17,2020-07-23 08:33:02,{},"{""Status"": ""Closed""}"
816,FIR,UPDATE,273,2022-11-14 20:45:31,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
817,Complaint,INSERT,52,2019-05-22 11:08:22,{},"{""Status"": ""Under Investigation""}"
818,Evidence,INSERT,275,2022-03-31 20:06:01,{},"{""Status"": ""Closed""}"
819,Complaint,INSERT,137,2021-07-09 21:28:29,{},"{""Status"": ""Closed""}"
820,FIR_Accused,INSERT,155,2020-03-29 23:58:54,{},"{""Status"": ""Under Investigation""}"
821,Evidence,INSERT,230,2022-01-28 14:33:13,{},"{""Status"": ""Under Investigation""}"
822,FIR,INSERT,160,2023-02-05 16:26:26,{},"{""Status"": ""Closed""}"
823,Complaint,INSERT,94,2023-08-26 20:47:54,{},"{""Status"": ""Under Investigation""}"
824,FIR,INSERT,180,2021-02-02 07:47:43,{},"{""Status"": ""Under Investigation""}"
825,Case_Status,UPDATE,141,2023-12-04 07:43:09,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
826,Evidence,INSERT,143,2019-08-25 04:20:11,{},"{""Status"": ""Under Investigation""}"
827,FIR,INSERT,194,2023-08-06 03:34:55,{},"{""Status"": ""Closed""}"
828,FIR,INSERT,30,2019-04-26 12:09:50,{},"{""Status"": ""Under Investigation""}"
829,Suspects,INSERT,174,2021-04-25 09:47:56,{},"{""Status"": ""Under Investigation""}"
830,Suspects,INSERT,148,2020-08-30 17:00:49,{},"{""Status"": ""Under Investigation""}"
831,Case_Status,UPDATE,194,2022-08-31 23:25:48,"{""Status"": ""Open""}","{""Status"": ""Closed""}"
832,Evidence,INSERT,232,2019-06-24 14:53:24,{},"{""Status"": ""Under Investigation""}"
833,FIR,INSERT,237,2020-12-18 04:50:50,{},"{""Status"": ""Closed""}"
834,Evidence,INSERT,114,2021-05-30 19:56:26,{},"{""Status"": ""Under Investigation""}"
835,Evidence,INSERT,36,2020-12-10 00:23:55,{},"{""Status"": ""Under Investigation""}"
836,Suspects,INSERT,233,2022-11-05 21:25:52,{},"{""Status"": ""Under Investigation""}"
837,FIR,INSERT,198,2020-12-17 10:37:20,{},"{""Status"": ""Under Investigation""}"
838,Accused,INSERT,180,2021-08-04 10:07:26,{},"{""Status"": ""Under Investigation""}"
839,Case_Status,UPDATE,187,2019-07-26 00:23:26,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
840,Complaint,INSERT,102,2019-02-03 17:29:33,{},"{""Status"": ""Closed""}"
841,FIR_Accused,INSERT,84,2019-10-17 07:23:08,{},"{""Status"": ""Under Investigation""}"
842,FIR,UPDATE,221,2022-08-15 16:08:40,"{""Status"": ""Open""}","{""Status"": ""Closed""}"
843,FIR,INSERT,43,2023-10-01 16:15:23,{},"{""Status"": ""Closed""}"
844,Evidence,INSERT,118,2022-12-18 20:54:03,{},"{""Status"": ""Under Investigation""}"
845,FIR,UPDATE,14,2023-12-09 14:48:27,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
846,FIR,UPDATE,174,2020-02-03 00:09:13,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
847,FIR_Accused,INSERT,58,2022-12-23 22:59:50,{},"{""Status"": ""Under Investigation""}"
848,Accused,INSERT,124,2020-09-24 20:49:51,{},"{""Status"": ""Closed""}"
849,FIR,INSERT,103,2020-06-12 01:38:23,{},"{""Status"": ""Under Investigation""}"
850,Case_Status,UPDATE,111,2023-12-04 01:22:34,"{""Status"": ""Open""}","{""Status"": ""Under Investigation""}"
851,Evidence,INSERT,104,2021-12-04 23:55:11,{},"{""Status"": ""Closed""}"
852,FIR,UPDATE,139,2023-09-20 13:34:24,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
853,Complaint,INSERT,187,2020-04-17 11:32:19,{},"{""Status"": ""Closed""}"
854,Suspects,INSERT,60,2021-08-19 03:10:30,{},"{""Status"": ""Closed""}"
855,Evidence,INSERT,186,2023-03-15 08:37:23,{},"{""Status"": ""Closed""}"
856,Case_Status,UPDATE,161,2023-11-04 23:00:59,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
857,Case_Status,UPDATE,187,2020-04-25 12:19:33,"{""Status"": ""Open""}","{""Status"": ""Under Investigation""}"
858,FIR,INSERT,55,2020-10-17 18:40:15,{},"{""Status"": ""Closed""}"
859,Case_Status,UPDATE,254,2020-06-22 01:20:44,"{""Status"": ""Open""}","{""Status"": ""Closed""}"
860,Case_Status,UPDATE,83,2020-02-19 08:15:47,"{""Status"": ""Open""}","{""Status"": ""Closed""}"
861,Complaint,INSERT,192,2019-11-18 23:42:49,{},"{""Status"": ""Under Investigation""}"
862,Suspects,INSERT,36,2019-08-07 09:06:19,{},"{""Status"": ""Under Investigation""}"
863,Suspects,INSERT,25,2020-03-01 10:34:59,{},"{""Status"": ""Under Investigation""}"
864,Evidence,INSERT,208,2019-04-28 21:32:02,{},"{""Status"": ""Under Investigation""}"
865,FIR,INSERT,240,2022-05-13 19:37:29,{},"{""Status"": ""Closed""}"
866,FIR,INSERT,12,2020-04-18 02:07:04,{},"{""Status"": ""Under Investigation""}"
867,Accused,INSERT,67,2022-05-16 01:29:08,{},"{""Status"": ""Under Investigation""}"
868,FIR,UPDATE,242,2023-11-03 14:39:29,"{""Status"": ""Open""}","{""Status"": ""Under Investigation""}"
869,FIR_Accused,INSERT,209,2020-12-17 23:32:49,{},"{""Status"": ""Closed""}"
870,Suspects,INSERT,97,2020-01-24 00:39:55,{},"{""Status"": ""Closed""}"
871,Suspects,INSERT,19,2022-10-28 14:06:32,{},"{""Status"": ""Closed""}"
872,Accused,INSERT,197,2019-06-22 15:04:22,{},"{""Status"": ""Closed""}"
873,Case_Status,UPDATE,239,2022-03-29 13:23:51,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
874,Evidence,INSERT,63,2020-04-21 03:19:51,{},"{""Status"": ""Under Investigation""}"
875,Case_Status,UPDATE,98,2022-05-11 15:01:45,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
876,FIR,INSERT,249,2023-12-31 20:00:02,{},"{""Status"": ""Under Investigation""}"
877,Complaint,INSERT,110,2019-03-30 12:35:20,{},"{""Status"": ""Under Investigation""}"
878,Suspects,INSERT,50,2019-05-13 23:32:58,{},"{""Status"": ""Under Investigation""}"
879,FIR,INSERT,29,2021-01-28 09:54:12,{},"{""Status"": ""Under Investigation""}"
880,FIR,UPDATE,72,2023-10-21 15:12:18,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
881,FIR,INSERT,152,2020-07-02 19:30:03,{},"{""Status"": ""Closed""}"
882,FIR,UPDATE,203,2022-09-18 05:35:10,"{""Status"": ""Open""}","{""Status"": ""Under Investigation""}"
883,FIR,UPDATE,19,2020-01-08 03:47:07,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
884,Suspects,INSERT,207,2022-05-04 03:31:35,{},"{""Status"": ""Under Investigation""}"
885,Suspects,INSERT,245,2021-03-25 07:59:48,{},"{""Status"": ""Under Investigation""}"
886,Case_Status,UPDATE,60,2023-09-08 18:18:23,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
887,Complaint,INSERT,260,2021-04-18 04:49:04,{},"{""Status"": ""Closed""}"
888,FIR,INSERT,190,2023-07-02 21:14:57,{},"{""Status"": ""Under Investigation""}"
889,Case_Status,UPDATE,257,2020-12-11 09:43:30,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
890,FIR_Accused,INSERT,75,2021-08-20 14:46:07,{},"{""Status"": ""Under Investigation""}"
891,FIR_Accused,INSERT,90,2020-11-16 18:20:40,{},"{""Status"": ""Closed""}"
892,Evidence,INSERT,117,2021-04-25 23:30:12,{},"{""Status"": ""Under Investigation""}"
893,Suspects,INSERT,57,2020-11-10 12:13:15,{},"{""Status"": ""Under Investigation""}"
894,FIR,UPDATE,118,2023-03-08 01:53:08,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
895,FIR_Accused,INSERT,100,2021-11-13 01:59:01,{},"{""Status"": ""Closed""}"
896,Case_Status,UPDATE,116,2020-05-31 22:09:19,"{""Status"": ""Open""}","{""Status"": ""Closed""}"
897,Case_Status,UPDATE,35,2022-08-25 08:42:01,"{""Status"": ""Open""}","{""Status"": ""Closed""}"
898,FIR_Accused,INSERT,158,2022-11-28 02:45:44,{},"{""Status"": ""Closed""}"
899,Complaint,INSERT,10,2020-12-25 07:13:43,{},"{""Status"": ""Closed""}"
900,Accused,INSERT,272,2022-08-25 02:14:49,{},"{""Status"": ""Closed""}"
901,FIR_Accused,INSERT,115,2022-10-24 22:58:42,{},"{""Status"": ""Under Investigation""}"
902,Complaint,INSERT,241,2022-02-07 02:56:12,{},"{""Status"": ""Closed""}"
903,Suspects,INSERT,96,2019-07-11 23:26:16,{},"{""Status"": ""Under Investigation""}"
904,Case_Status,UPDATE,142,2022-08-05 20:52:11,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
905,Complaint,INSERT,200,2019-07-20 04:13:12,{},"{""Status"": ""Under Investigation""}"
906,Suspects,INSERT,271,2020-10-23 23:29:37,{},"{""Status"": ""Under Investigation""}"
907,Evidence,INSERT,99,2021-08-04 01:35:49,{},"{""Status"": ""Closed""}"
908,Suspects,INSERT,249,2020-03-10 20:38:48,{},"{""Status"": ""Closed""}"
909,Suspects,INSERT,257,2022-02-04 11:25:17,{},"{""Status"": ""Under Investigation""}"
910,FIR_Accused,INSERT,138,2019-12-28 05:42:03,{},"{""Status"": ""Under Investigation""}"
911,FIR_Accused,INSERT,99,2021-06-20 00:20:55,{},"{""Status"": ""Under Investigation""}"
912,Case_Status,UPDATE,240,2023-12-02 08:54:52,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
913,Suspects,INSERT,261,2022-09-02 05:43:34,{},"{""Status"": ""Under Investigation""}"
914,FIR,INSERT,98,2022-01-10 12:28:02,{},"{""Status"": ""Closed""}"
915,Case_Status,UPDATE,69,2023-04-20 05:42:19,"{""Status"": ""Open""}","{""Status"": ""Closed""}"
916,Complaint,INSERT,43,2022-06-24 03:20:51,{},"{""Status"": ""Under Investigation""}"
917,Accused,INSERT,44,2019-11-15 02:48:06,{},"{""Status"": ""Closed""}"
918,Suspects,INSERT,274,2022-07-14 02:19:43,{},"{""Status"": ""Closed""}"
919,Suspects,INSERT,99,2023-11-04 05:15:33,{},"{""Status"": ""Closed""}"
920,Evidence,INSERT,103,2023-03-11 00:47:27,{},"{""Status"": ""Closed""}"
921,Evidence,INSERT,253,2023-06-24 23:42:12,{},"{""Status"": ""Under Investigation""}"
922,FIR,UPDATE,2,2019-06-19 19:04:10,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
923,Complaint,INSERT,161,2019-06-03 21:45:35,{},"{""Status"": ""Under Investigation""}"
924,FIR_Accused,INSERT,9,2020-12-28 17:36:05,{},"{""Status"": ""Closed""}"
925,FIR_Accused,INSERT,275,2020-04-19 06:57:53,{},"{""Status"": ""Closed""}"
926,Suspects,INSERT,134,2022-01-01 11:49:01,{},"{""Status"": ""Under Investigation""}"
927,Evidence,INSERT,45,2023-02-06 06:38:56,{},"{""Status"": ""Closed""}"
928,Case_Status,UPDATE,11,2021-08-03 01:02:37,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
929,FIR,UPDATE,103,2021-10-08 04:56:58,"{""Status"": ""Open""}","{""Status"": ""Closed""}"
930,Evidence,INSERT,243,2022-11-25 04:28:26,{},"{""Status"": ""Under Investigation""}"
931,FIR_Accused,INSERT,125,2021-12-30 22:42:43,{},"{""Status"": ""Under Investigation""}"
932,Accused,INSERT,66,2021-11-01 11:15:44,{},"{""Status"": ""Under Investigation""}"
933,Suspects,INSERT,266,2022-06-05 20:52:21,{},"{""Status"": ""Closed""}"
934,Evidence,INSERT,36,2021-01-09 12:49:13,{},"{""Status"": ""Under Investigation""}"
935,Case_Status,UPDATE,267,2023-11-15 23:38:07,"{""Status"": ""Open""}","{""Status"": ""Closed""}"
936,FIR_Accused,INSERT,93,2020-02-26 21:37:33,{},"{""Status"": ""Under Investigation""}"
937,Evidence,INSERT,53,2022-08-15 05:25:01,{},"{""Status"": ""Closed""}"
938,FIR,INSERT,213,2023-05-09 12:17:37,{},"{""Status"": ""Closed""}"
939,Accused,INSERT,263,2019-10-13 17:10:11,{},"{""Status"": ""Closed""}"
940,Complaint,INSERT,109,2019-06-20 00:25:20,{},"{""Status"": ""Closed""}"
941,Suspects,INSERT,82,2023-12-18 05:09:13,{},"{""Status"": ""Under Investigation""}"
942,Evidence,INSERT,181,2023-11-22 07:20:07,{},"{""Status"": ""Closed""}"
943,Suspects,INSERT,121,2021-11-06 01:42:26,{},"{""Status"": ""Closed""}"
944,Evidence,INSERT,63,2019-08-04 17:54:21,{},"{""Status"": ""Under Investigation""}"
945,Complaint,INSERT,210,2019-02-18 17:45:28,{},"{""Status"": ""Closed""}"
946,FIR,UPDATE,138,2019-08-17 18:47:23,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
947,Case_Status,UPDATE,169,2021-08-08 12:58:27,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
948,FIR,INSERT,96,2021-04-09 18:09:48,{},"{""Status"": ""Closed""}"
949,FIR_Accused,INSERT,147,2023-04-30 10:21:51,{},"{""Status"": ""Under Investigation""}"
950,Evidence,INSERT,207,2019-08-17 03:57:52,{},"{""Status"": ""Closed""}"
951,FIR,UPDATE,169,2023-06-08 10:56:12,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
952,Evidence,INSERT,131,2021-06-11 00:56:46,{},"{""Status"": ""Closed""}"
