Outcome_ID,FIR_ID,Outcome,Outcome_Date,Remarks
5287,10480,Case Closed,04-04-2021 03:00,
5288,10481,Case Closed,07-04-2021 16:00,
5289,10482,Case Closed,06-05-2021 20:00,
5290,10483,Case Closed,11-04-2021 06:00,
5291,10484,Case Closed,14-02-2022 21:00,
5292,10485,Case Closed,02-05-2021 06:00,
5293,10487,Case Closed,11-04-2021 05:00,
5294,10494,Case Closed,06-06-2021 05:00,
5295,10495,Case Closed,28-05-2021 14:00,
5296,10496,Case Closed,01-06-2021 06:00,
5297,10498,Case Closed,19-07-2021 12:00,
5298,10505,Case Closed,08-04-2021 16:00,
5299,10510,Case Closed,16-12-2021 09:00,
5300,10512,Case Closed,09-06-2021 05:00,
5301,10513,Case Closed,26-03-2021 09:00,
5302,10514,Case Closed,18-03-2021 07:00,
5303,10518,Case Closed,09-05-2021 10:00,
5304,10519,Case Closed,19-03-2021 05:00,
5305,10520,Case Closed,08-09-2022 15:00,
5306,10521,Case Closed,23-03-2021 21:00,
5307,10525,Case Closed,27-03-2021 05:00,
5308,10528,Case Closed,03-04-2021 10:00,
5309,10530,Case Closed,27-04-2021 09:00,
5310,10531,Case Closed,08-04-2021 19:00,
5311,10536,Case Closed,12-05-2021 18:00,
5312,10539,Case Closed,07-04-2021 15:00,
5313,10542,Case Closed,14-02-2023 06:00,
5314,10543,Case Closed,24-05-2021 05:00,
5315,10545,Case Closed,24-04-2021 00:00,
5316,10546,Case Closed,13-04-2021 05:00,
5317,10547,Case Closed,15-06-2021 03:00,
5318,10549,Case Closed,07-05-2021 15:00,
5319,10551,Case Closed,16-04-2021 13:00,
5320,10554,Case Closed,09-04-2021 21:00,
5321,10555,Case Closed,11-05-2021 14:00,
5322,10556,Case Closed,02-06-2021 07:00,
5323,10558,Case Closed,15-04-2021 08:00,
5324,10559,Case Closed,24-04-2021 14:00,
5325,10560,Case Closed,10-06-2021 09:00,
5326,10561,Case Closed,12-04-2021 06:00,
5327,10562,Case Closed,01-04-2021 11:00,
5328,10563,Case Closed,25-04-2021 10:00,
5329,10567,Case Closed,13-04-2021 23:00,
5330,10569,Case Closed,29-04-2021 20:00,
5331,10570,Case Closed,30-03-2021 00:00,
5332,10572,Case Closed,11-11-2022 23:00,
5333,10574,Case Closed,08-05-2021 06:00,
5334,10575,Case Closed,03-06-2021 04:00,
5335,10578,Case Closed,02-04-2021 08:00,
5336,10579,Case Closed,15-04-2021 15:00,
5337,10582,Case Closed,07-06-2022 00:00,
5338,10586,Case Closed,23-04-2021 10:00,
5339,10588,Case Closed,08-06-2021 02:00,
5340,10589,Case Closed,10-05-2021 15:00,
5341,10590,Case Closed,09-06-2021 09:00,
5342,10591,Case Closed,07-05-2021 14:00,
5343,10592,Case Closed,27-03-2021 06:00,
5344,10598,Case Closed,12-04-2021 15:00,
5345,10599,Case Closed,29-03-2021 15:00,
5346,10601,Case Closed,06-04-2021 22:00,
5347,10604,Case Closed,06-05-2021 05:00,
5348,10605,Case Closed,03-06-2021 23:00,
5349,10606,Case Closed,24-05-2021 04:00,
5350,10607,Case Closed,07-06-2021 08:00,
5351,10608,Case Closed,30-05-2021 00:00,
5352,10610,Case Closed,13-04-2021 03:00,
5353,10612,Case Closed,15-04-2021 17:00,
5354,10619,Case Closed,13-06-2021 08:00,
5355,10620,Case Closed,31-05-2021 02:00,
5356,10621,Case Closed,01-07-2021 12:00,
5357,10622,Case Closed,14-05-2021 22:00,
5358,10624,Case Closed,03-06-2021 20:00,
5359,10626,Case Closed,29-03-2021 22:00,
5360,10627,Case Closed,09-04-2021 12:00,
5361,10628,Case Closed,22-05-2021 05:00,
5362,10631,Case Closed,05-10-2021 02:00,
5363,10632,Case Closed,12-08-2021 18:00,
5364,10634,Case Closed,20-08-2022 01:00,
5365,10635,Case Closed,11-04-2021 07:00,
5366,10638,Case Closed,21-03-2021 16:00,
5367,10640,Case Closed,30-03-2021 18:00,
5368,10643,Case Closed,12-06-2021 12:00,
5369,10644,Case Closed,13-05-2021 13:00,
5370,10646,Case Closed,08-04-2021 08:00,
5371,10649,Case Closed,16-04-2021 12:00,
5372,10651,Case Closed,07-05-2021 17:00,
5373,10654,Case Closed,14-06-2021 06:00,
5374,10655,Case Closed,11-05-2021 16:00,
5375,10658,Case Closed,13-05-2021 19:00,
5376,10659,Case Closed,08-05-2021 12:00,
5377,10661,Case Closed,29-04-2021 21:00,
5378,10662,Case Closed,16-04-2021 18:00,
5379,10664,Case Closed,14-05-2021 23:00,
5380,10667,Case Closed,16-05-2021 07:00,
5381,10668,Case Closed,26-05-2021 23:00,
5382,10669,Case Closed,31-05-2021 21:00,
5383,10670,Case Closed,23-04-2021 21:00,
5384,10671,Case Closed,02-06-2021 12:00,
5385,10673,Case Closed,12-06-2021 13:00,
5386,10674,Case Closed,07-06-2021 20:00,
5387,10675,Case Closed,11-05-2021 01:00,
5388,10677,Case Closed,02-04-2021 11:00,
5389,10678,Case Closed,31-05-2021 18:00,
5390,10680,Case Closed,01-04-2021 05:00,
5391,10682,Case Closed,19-04-2021 09:00,
5392,10684,Case Closed,08-09-2021 19:00,
5393,10687,Case Closed,23-03-2021 15:00,
5394,10693,Case Closed,31-03-2021 10:00,
5395,10694,Case Closed,18-05-2021 12:00,
5396,10695,Case Closed,13-05-2021 04:00,
5397,10696,Case Closed,22-04-2021 13:00,
5398,10697,Case Closed,06-04-2021 19:00,
5399,10699,Case Closed,12-05-2021 06:00,
5400,10701,Case Closed,12-05-2021 02:00,
5401,10702,Case Closed,21-01-2022 00:00,
5402,10703,Case Closed,28-04-2021 19:00,
5403,10705,Case Closed,19-05-2021 22:00,
5404,10709,Case Closed,16-05-2021 20:00,
5405,10712,Case Closed,12-08-2021 03:00,
5406,10713,Case Closed,31-03-2021 13:00,
5407,10715,Case Closed,20-04-2021 00:00,
5408,10717,Case Closed,21-03-2022 10:00,
5409,10720,Case Closed,15-06-2021 19:00,
5410,10722,Case Closed,14-07-2021 10:00,
5411,10724,Case Closed,13-04-2021 08:00,
5412,10726,Case Closed,14-06-2021 17:00,
5413,10728,Case Closed,13-05-2021 06:00,
5414,10735,Case Closed,22-04-2021 11:00,
5415,10736,Case Closed,05-05-2021 07:00,
5416,10737,Case Closed,12-05-2021 14:00,
5417,10738,Case Closed,09-05-2021 16:00,
5418,10742,Case Closed,09-05-2021 23:00,
5419,10744,Case Closed,07-04-2021 22:00,
5420,10745,Case Closed,04-04-2021 23:00,
5421,10746,Case Closed,02-04-2021 19:00,
5422,10747,Case Closed,17-06-2021 17:00,
5423,10749,Case Closed,04-04-2021 18:00,
5424,10751,Case Closed,06-06-2021 04:00,
5425,10752,Case Closed,30-08-2021 06:00,
5426,10753,Case Closed,08-04-2021 22:00,
5427,10755,Case Closed,25-05-2021 13:00,
5428,10756,Case Closed,29-04-2021 21:00,
5429,10757,Case Closed,27-05-2021 05:00,
5430,10764,Case Closed,05-05-2021 19:00,
5431,10765,Case Closed,21-05-2021 13:00,
5432,10766,Case Closed,31-05-2021 15:00,
5433,10768,Case Closed,20-04-2021 08:00,
5434,10771,Case Closed,16-09-2021 04:00,
5435,10775,Case Closed,29-04-2021 13:00,
5436,10778,Case Closed,29-04-2021 06:00,
5437,10784,Case Closed,05-04-2021 04:00,
5438,10786,Case Closed,19-04-2021 08:00,
5439,10790,Case Closed,20-04-2021 00:00,
5440,10792,Case Closed,22-04-2021 04:00,
5441,10793,Case Closed,24-05-2021 20:00,
5442,10794,Case Closed,13-05-2021 20:00,
5443,10797,Case Closed,15-04-2021 01:00,
5444,10799,Case Closed,14-06-2021 09:00,
5445,10800,Case Closed,14-04-2021 05:00,
5446,10803,Case Closed,28-04-2021 01:00,
5447,10805,Case Closed,21-06-2021 07:00,
5448,10807,Case Closed,01-01-2023 19:00,
5449,10808,Case Closed,18-06-2021 10:00,
5450,10809,Case Closed,05-06-2021 19:00,
5451,10810,Case Closed,20-04-2021 13:00,
5452,10812,Case Closed,08-06-2021 22:00,
5453,10813,Case Closed,10-06-2021 22:00,
5454,10814,Case Closed,26-04-2021 06:00,
5455,10815,Case Closed,09-06-2021 19:00,
5456,10818,Case Closed,18-04-2021 10:00,
5457,10821,Case Closed,13-05-2021 12:00,
5458,10822,Case Closed,16-04-2021 23:00,
5459,10823,Case Closed,07-05-2021 19:00,
5460,10824,Case Closed,24-06-2021 22:00,
5461,10827,Case Closed,08-05-2021 21:00,
5462,10830,Case Closed,08-04-2021 22:00,
5463,10834,Case Closed,21-04-2021 04:00,
5464,10835,Case Closed,21-04-2021 12:00,
5465,10836,Case Closed,17-05-2021 01:00,
5466,10839,Case Closed,28-04-2021 13:00,
5467,10846,Case Closed,05-04-2021 13:00,
5468,10847,Case Closed,14-06-2021 15:00,
5469,10849,Case Closed,22-04-2021 01:00,
5470,10850,Case Closed,17-04-2021 22:00,
5471,10853,Case Closed,13-04-2021 04:00,
5472,10855,Case Closed,08-05-2021 19:00,
5473,10859,Case Closed,26-04-2021 14:00,
5474,10860,Case Closed,27-05-2021 21:00,
5475,10861,Case Closed,12-04-2021 03:00,
5476,10863,Case Closed,02-06-2021 11:00,
5477,10868,Case Closed,16-05-2021 23:00,
5478,10871,Case Closed,20-10-2021 20:00,
5479,10873,Case Closed,17-04-2021 18:00,
5480,10874,Case Closed,25-05-2021 07:00,
5481,10875,Case Closed,10-06-2021 07:00,
5482,10876,Case Closed,07-04-2021 00:00,
5483,10877,Case Closed,24-06-2021 14:00,
5484,10879,Case Closed,08-04-2021 21:00,
5485,10880,Case Closed,19-06-2022 22:00,
5486,10883,Case Closed,12-06-2021 18:00,
5487,10886,Case Closed,22-05-2021 23:00,
5488,10890,Case Closed,09-06-2021 15:00,
5489,10893,Case Closed,02-04-2021 02:00,
5490,10894,Case Closed,12-05-2021 10:00,
5491,10903,Case Closed,13-01-2023 07:00,
5492,10906,Case Closed,23-06-2021 19:00,
5493,10910,Case Closed,16-04-2021 03:00,
5494,10911,Case Closed,26-04-2021 16:00,
5495,10912,Case Closed,21-04-2021 10:00,
5496,10913,Case Closed,07-04-2021 04:00,
5497,10915,Case Closed,19-06-2021 14:00,
5498,10916,Case Closed,09-05-2021 15:00,
5499,10917,Case Closed,24-02-2023 21:00,
5500,10918,Case Closed,16-06-2021 13:00,
5501,10919,Case Closed,18-04-2022 00:00,
5502,10921,Case Closed,06-06-2021 19:00,
5503,10923,Case Closed,02-05-2021 20:00,
5504,10926,Case Closed,30-04-2021 04:00,
5505,10927,Case Closed,27-06-2021 22:00,
5506,10928,Case Closed,03-05-2021 09:00,
5507,10929,Case Closed,09-06-2021 13:00,
5508,10930,Case Closed,28-04-2021 01:00,
5509,10931,Case Closed,03-06-2021 10:00,
5510,10932,Case Closed,12-06-2021 09:00,
5511,10935,Case Closed,24-07-2021 15:00,
5512,10936,Case Closed,28-06-2021 19:00,
5513,10937,Case Closed,27-06-2021 04:00,
5514,10940,Case Closed,13-06-2021 03:00,
5515,10941,Case Closed,30-04-2021 19:00,
5516,10943,Case Closed,11-04-2021 13:00,
5517,10946,Case Closed,21-05-2021 16:00,
5518,10948,Case Closed,09-10-2021 21:00,
5519,10949,Case Closed,03-06-2021 09:00,
5520,10950,Case Closed,21-04-2021 08:00,
5521,10952,Case Closed,25-02-2022 00:00,
5522,10958,Case Closed,04-05-2021 13:00,
5523,10962,Case Closed,01-05-2021 21:00,
5524,10963,Case Closed,15-06-2021 15:00,
5525,10966,Case Closed,20-04-2021 22:00,
5526,10969,Case Closed,20-04-2021 05:00,
5527,10970,Case Closed,28-04-2021 19:00,
5528,10972,Case Closed,13-03-2023 04:00,
5529,10974,Case Closed,17-04-2021 03:00,
5530,10976,Case Closed,24-06-2021 22:00,
5531,10978,Case Closed,28-04-2021 07:00,
5532,10980,Case Closed,19-04-2021 17:00,
5533,10981,Case Closed,22-04-2021 06:00,
5534,10983,Case Closed,29-04-2021 19:00,
5535,10985,Case Closed,02-05-2021 03:00,
5536,10988,Case Closed,01-05-2021 12:00,
5537,10990,Case Closed,13-05-2021 01:00,
5538,10994,Case Closed,24-05-2021 21:00,
5539,10999,Case Closed,27-09-2022 02:00,
5540,11001,Case Closed,25-05-2021 07:00,
5541,11003,Case Closed,29-07-2021 13:00,
5542,11007,Case Closed,22-07-2021 12:00,
5543,11009,Case Closed,12-04-2021 22:00,
5544,11010,Case Closed,06-08-2021 03:00,
5545,11013,Case Closed,11-05-2021 16:00,
5546,11016,Case Closed,21-09-2021 03:00,
5547,11018,Case Closed,24-04-2021 02:00,
5548,11019,Case Closed,02-07-2021 10:00,
5549,11020,Case Closed,30-05-2021 17:00,
5550,11022,Case Closed,02-05-2021 20:00,
5551,11028,Case Closed,15-03-2022 02:00,
5552,11030,Case Closed,03-05-2021 07:00,
5553,11031,Case Closed,21-04-2021 06:00,
5554,11032,Case Closed,02-06-2021 20:00,
5555,11034,Case Closed,09-05-2021 22:00,
5556,11035,Case Closed,21-05-2022 00:00,
5557,11036,Case Closed,05-07-2021 18:00,
5558,11041,Case Closed,29-04-2021 09:00,
5559,11046,Case Closed,15-04-2021 01:00,
5560,11047,Case Closed,19-05-2021 03:00,
5561,11048,Case Closed,20-04-2021 17:00,
5562,11049,Case Closed,14-05-2021 21:00,
5563,11052,Case Closed,21-04-2021 10:00,
5564,11054,Case Closed,07-06-2021 12:00,
5565,11055,Case Closed,30-06-2021 08:00,
5566,11056,Case Closed,29-06-2021 10:00,
5567,11058,Case Closed,24-04-2021 02:00,
5568,11059,Case Closed,17-06-2021 15:00,
5569,11060,Case Closed,23-07-2021 03:00,
5570,11061,Case Closed,26-03-2022 01:00,
5571,11062,Case Closed,10-06-2021 22:00,
5572,11063,Case Closed,30-08-2021 23:00,
5573,11066,Case Closed,21-06-2021 07:00,
5574,11069,Case Closed,19-05-2021 20:00,
5575,11070,Case Closed,12-06-2021 17:00,
5576,11072,Case Closed,07-06-2021 11:00,
5577,11073,Case Closed,03-07-2021 05:00,
5578,11074,Case Closed,12-06-2021 08:00,
5579,11076,Case Closed,25-04-2021 13:00,
5580,11078,Case Closed,22-05-2021 03:00,
5581,11080,Case Closed,21-04-2021 06:00,
5582,11086,Case Closed,28-06-2021 23:00,
5583,11088,Case Closed,10-07-2021 13:00,
5584,11089,Case Closed,28-08-2021 09:00,
5585,11090,Case Closed,15-06-2021 16:00,
5586,11091,Case Closed,23-04-2021 04:00,
5587,11093,Case Closed,23-10-2021 05:00,
5588,11094,Case Closed,15-06-2021 19:00,
5589,11095,Case Closed,04-06-2021 09:00,
5590,11096,Case Closed,29-04-2021 12:00,
5591,11098,Case Closed,26-04-2021 00:00,
5592,11099,Case Closed,15-10-2021 02:00,
5593,11100,Case Closed,14-05-2021 19:00,
5594,11102,Case Closed,30-04-2021 22:00,
5595,11105,Case Closed,06-07-2021 08:00,
5596,11109,Case Closed,16-04-2021 10:00,
5597,11110,Case Closed,23-04-2021 14:00,
5598,11112,Case Closed,21-11-2021 16:00,
5599,11113,Case Closed,20-04-2021 11:00,
5600,11115,Case Closed,30-06-2021 14:00,
5601,11116,Case Closed,21-04-2021 19:00,
5602,11118,Case Closed,22-04-2021 07:00,
5603,11121,Case Closed,23-06-2021 19:00,
5604,11123,Case Closed,25-05-2021 13:00,
5605,11125,Case Closed,14-05-2021 06:00,
5606,11126,Case Closed,17-06-2021 10:00,
5607,11130,Case Closed,19-06-2021 05:00,
5608,11132,Case Closed,22-04-2021 13:00,
5609,11133,Case Closed,17-04-2021 10:00,
5610,11135,Case Closed,07-05-2021 02:00,
5611,11136,Case Closed,25-07-2022 13:00,
5612,11137,Case Closed,05-07-2021 19:00,
5613,11138,Case Closed,06-05-2021 19:00,
5614,11144,Case Closed,03-05-2021 03:00,
5615,11148,Case Closed,27-04-2021 16:00,
5616,11149,Case Closed,09-05-2021 13:00,
5617,11150,Case Closed,07-09-2022 14:00,
5618,11155,Case Closed,22-06-2021 12:00,
5619,11157,Case Closed,23-04-2021 20:00,
5620,11158,Case Closed,21-06-2021 23:00,
5621,11159,Case Closed,10-01-2022 16:00,
5622,11160,Case Closed,20-04-2021 17:00,
5623,11162,Case Closed,15-05-2021 22:00,
5624,11166,Case Closed,03-06-2021 05:00,
5625,11167,Case Closed,13-05-2021 09:00,
5626,11168,Case Closed,01-06-2021 09:00,
5627,11169,Case Closed,04-05-2021 07:00,
5628,11170,Case Closed,09-05-2021 08:00,
5629,11172,Case Closed,18-05-2021 12:00,
5630,11173,Case Closed,09-05-2021 17:00,
5631,11176,Case Closed,14-05-2021 21:00,
5632,11179,Case Closed,30-06-2021 16:00,
5633,11180,Case Closed,14-04-2021 15:00,
5634,11181,Case Closed,13-10-2021 07:00,
5635,11183,Case Closed,03-07-2021 20:00,
5636,11184,Case Closed,28-08-2021 14:00,
5637,11185,Case Closed,16-05-2021 04:00,
5638,11186,Case Closed,25-06-2021 14:00,
5639,11187,Case Closed,29-04-2021 13:00,
5640,11189,Case Closed,22-04-2021 10:00,
5641,11190,Case Closed,20-06-2021 09:00,
5642,11191,Case Closed,11-09-2021 20:00,
5643,11196,Case Closed,15-05-2021 04:00,
5644,11199,Case Closed,02-06-2021 01:00,
5645,11201,Case Closed,14-05-2021 06:00,
5646,11202,Case Closed,04-06-2021 09:00,
5647,11203,Case Closed,27-06-2021 18:00,
5648,11206,Case Closed,15-05-2021 21:00,
5649,11207,Case Closed,23-06-2021 21:00,
5650,11216,Case Closed,08-06-2021 18:00,
5651,11217,Case Closed,16-07-2021 09:00,
5652,11220,Case Closed,27-06-2021 00:00,
5653,11222,Case Closed,27-06-2021 21:00,
5654,11223,Case Closed,29-08-2021 20:00,
5655,11226,Case Closed,20-08-2021 10:00,
5656,11231,Case Closed,29-06-2021 05:00,
5657,11232,Case Closed,27-06-2021 20:00,
5658,11234,Case Closed,08-05-2021 02:00,
5659,11238,Case Closed,26-05-2021 19:00,
5660,11241,Case Closed,01-07-2021 12:00,
5661,11245,Case Closed,05-05-2021 14:00,
5662,11246,Case Closed,16-07-2022 04:00,
5663,11248,Case Closed,31-05-2021 11:00,
5664,11249,Case Closed,08-05-2021 02:00,
5665,11252,Case Closed,29-06-2021 10:00,
5666,11253,Case Closed,19-05-2022 15:00,
5667,11258,Case Closed,26-05-2021 08:00,
5668,11259,Case Closed,30-05-2022 07:00,
5669,11260,Case Closed,04-05-2021 09:00,
5670,11263,Case Closed,23-04-2021 08:00,
5671,11267,Case Closed,05-04-2023 11:00,
5672,11269,Case Closed,25-06-2021 00:00,
5673,11272,Case Closed,13-07-2021 18:00,
5674,11274,Case Closed,24-04-2021 16:00,
5675,11277,Case Closed,22-05-2021 16:00,
5676,11279,Case Closed,07-05-2021 20:00,
5677,11280,Case Closed,18-05-2021 19:00,
5678,11281,Case Closed,16-05-2021 07:00,
5679,11284,Case Closed,19-04-2021 12:00,
5680,11285,Case Closed,03-06-2021 17:00,
5681,11286,Case Closed,19-05-2021 18:00,
5682,11287,Case Closed,07-09-2021 16:00,
5683,11291,Case Closed,07-07-2021 14:00,
5684,11292,Case Closed,04-07-2021 18:00,
5685,11299,Case Closed,23-04-2021 12:00,
5686,11300,Case Closed,20-06-2021 11:00,
5687,11302,Case Closed,03-06-2021 14:00,
5688,11304,Case Closed,19-06-2021 23:00,
5689,11305,Case Closed,27-04-2021 10:00,
5690,11309,Case Closed,28-04-2021 03:00,
5691,11312,Case Closed,12-05-2021 10:00,
5692,11313,Case Closed,09-07-2021 01:00,
5693,11314,Case Closed,07-07-2021 06:00,
5694,11316,Case Closed,22-06-2021 04:00,
5695,11317,Case Closed,17-05-2021 02:00,
5696,11318,Case Closed,02-06-2021 22:00,
5697,11319,Case Closed,15-06-2021 23:00,
5698,11321,Case Closed,23-05-2021 19:00,
5699,11323,Case Closed,12-05-2021 01:00,
5700,11326,Case Closed,06-05-2021 03:00,
5701,11329,Case Closed,01-06-2021 20:00,
5702,11331,Case Closed,15-06-2021 20:00,
5703,11336,Case Closed,27-02-2023 18:00,
5704,11338,Case Closed,02-04-2023 12:00,
5705,11340,Case Closed,05-05-2021 22:00,
5706,11343,Case Closed,14-05-2021 08:00,
5707,11348,Case Closed,20-06-2021 15:00,
5708,11352,Case Closed,10-07-2021 09:00,
5709,11353,Case Closed,01-07-2021 10:00,
5710,11355,Case Closed,30-04-2021 09:00,
5711,11356,Case Closed,20-05-2021 15:00,
5712,11357,Case Closed,10-05-2021 13:00,
5713,11358,Case Closed,28-06-2021 09:00,
5714,11360,Case Closed,22-05-2021 04:00,
5715,11364,Case Closed,22-05-2021 01:00,
5716,11365,Case Closed,17-05-2021 21:00,
5717,11366,Case Closed,09-05-2021 21:00,
5718,11368,Case Closed,17-06-2021 10:00,
5719,11369,Case Closed,17-06-2021 06:00,
5720,11370,Case Closed,22-06-2021 19:00,
5721,11371,Case Closed,07-06-2021 16:00,
5722,11374,Case Closed,31-05-2021 11:00,
5723,11375,Case Closed,13-05-2021 16:00,
5724,11378,Case Closed,06-09-2021 22:00,
5725,11379,Case Closed,16-05-2021 03:00,
5726,11382,Case Closed,15-08-2022 19:00,
5727,11385,Case Closed,23-05-2021 07:00,
5728,11386,Case Closed,16-07-2021 20:00,
5729,11387,Case Closed,09-07-2021 00:00,
5730,11388,Case Closed,12-05-2021 12:00,
5731,11391,Case Closed,25-06-2021 22:00,
5732,11392,Case Closed,03-05-2021 13:00,
5733,11394,Case Closed,17-09-2021 04:00,
5734,11396,Case Closed,23-10-2021 13:00,
5735,11405,Case Closed,06-05-2021 12:00,
5736,11406,Case Closed,23-05-2021 00:00,
5737,11407,Case Closed,12-06-2021 10:00,
5738,11408,Case Closed,15-07-2021 07:00,
5739,11410,Case Closed,17-07-2021 23:00,
5740,11414,Case Closed,10-06-2021 21:00,
5741,11416,Case Closed,15-07-2021 00:00,
5742,11417,Case Closed,18-05-2021 10:00,
5743,11419,Case Closed,21-06-2021 04:00,
5744,11422,Case Closed,07-06-2021 16:00,
5745,11426,Case Closed,27-05-2021 00:00,
5746,11427,Case Closed,24-05-2021 09:00,
5747,11439,Case Closed,27-06-2021 04:00,
5748,11443,Case Closed,24-10-2022 09:00,
5749,11444,Case Closed,13-03-2022 03:00,
5750,11447,Case Closed,03-07-2021 08:00,
5751,11449,Case Closed,03-07-2021 10:00,
5752,11450,Case Closed,12-06-2021 09:00,
5753,11451,Case Closed,09-06-2021 02:00,
5754,11452,Case Closed,11-07-2021 07:00,
5755,11454,Case Closed,03-06-2021 18:00,
5756,11456,Case Closed,18-05-2021 04:00,
5757,11457,Case Closed,14-05-2021 01:00,
5758,11458,Case Closed,24-04-2021 11:00,
5759,11459,Case Closed,22-06-2021 11:00,
5760,11460,Case Closed,28-06-2021 13:00,
5761,11463,Case Closed,14-06-2021 12:00,
5762,11464,Case Closed,06-05-2021 02:00,
5763,11465,Case Closed,26-05-2021 10:00,
5764,11466,Case Closed,10-08-2021 06:00,
5765,11467,Case Closed,30-05-2021 18:00,
5766,11468,Case Closed,03-06-2021 01:00,
5767,11473,Case Closed,10-05-2021 14:00,
5768,11474,Case Closed,03-07-2021 11:00,
5769,11476,Case Closed,10-07-2021 12:00,
5770,11477,Case Closed,08-05-2021 23:00,
5771,11479,Case Closed,05-08-2022 15:00,
5772,11480,Case Closed,07-11-2022 18:00,
5773,11485,Case Closed,25-05-2021 15:00,
5774,11489,Case Closed,31-05-2021 15:00,
5775,11492,Case Closed,06-05-2021 06:00,
5776,11493,Case Closed,17-05-2021 06:00,
5777,11498,Case Closed,22-05-2021 22:00,
5778,11499,Case Closed,06-06-2021 19:00,
5779,11500,Case Closed,25-08-2021 14:00,
5780,11501,Case Closed,22-07-2021 11:00,
5781,11502,Case Closed,16-07-2021 15:00,
5782,11503,Case Closed,02-07-2021 05:00,
5783,11504,Case Closed,14-05-2021 05:00,
5784,11510,Case Closed,17-06-2021 03:00,
5785,11513,Case Closed,29-06-2021 15:00,
5786,11516,Case Closed,02-06-2021 10:00,
5787,11517,Case Closed,30-05-2021 01:00,
5788,11520,Case Closed,14-05-2021 05:00,
5789,11521,Case Closed,19-09-2021 16:00,
5790,11527,Case Closed,17-05-2021 20:00,
5791,11530,Case Closed,11-07-2021 05:00,
5792,11533,Case Closed,11-06-2021 16:00,
5793,11534,Case Closed,23-07-2021 04:00,
5794,11536,Case Closed,14-05-2021 02:00,
5795,11539,Case Closed,21-06-2021 03:00,
5796,11540,Case Closed,24-07-2021 23:00,
5797,11541,Case Closed,21-07-2021 02:00,
5798,11544,Case Closed,23-07-2021 14:00,
5799,11547,Case Closed,21-07-2021 18:00,
5800,11548,Case Closed,17-06-2021 05:00,
5801,11551,Case Closed,23-06-2021 20:00,
5802,11552,Case Closed,09-07-2021 11:00,
5803,11555,Case Closed,23-05-2021 19:00,
5804,11562,Case Closed,23-06-2021 06:00,
5805,11567,Case Closed,24-11-2022 03:00,
5806,11568,Case Closed,01-06-2021 02:00,
5807,11571,Case Closed,10-05-2021 00:00,
5808,11573,Case Closed,24-05-2021 22:00,
5809,11574,Case Closed,28-05-2021 10:00,
5810,11575,Case Closed,04-06-2021 09:00,
5811,11576,Case Closed,04-07-2021 10:00,
5812,11577,Case Closed,10-05-2021 16:00,
5813,11579,Case Closed,19-06-2021 08:00,
5814,11580,Case Closed,14-07-2021 12:00,
5815,11581,Case Closed,01-07-2021 22:00,
5816,11583,Case Closed,12-05-2021 23:00,
5817,11590,Case Closed,19-05-2021 10:00,
5818,11594,Case Closed,07-01-2022 08:00,
5819,11595,Case Closed,01-06-2021 06:00,
5820,11600,Case Closed,07-06-2021 00:00,
5821,11601,Case Closed,16-06-2021 08:00,
5822,11602,Case Closed,26-05-2021 20:00,
5823,11603,Case Closed,05-06-2021 15:00,
5824,11606,Case Closed,23-07-2021 08:00,
5825,11610,Case Closed,11-05-2021 09:00,
5826,11612,Case Closed,24-07-2021 01:00,
5827,11614,Case Closed,07-07-2021 11:00,
5828,11616,Case Closed,09-07-2021 01:00,
5829,11619,Case Closed,26-05-2021 22:00,
5830,11620,Case Closed,17-07-2021 05:00,
5831,11621,Case Closed,18-06-2021 06:00,
5832,11627,Case Closed,26-10-2021 19:00,
5833,11629,Case Closed,16-08-2021 17:00,
5834,11630,Case Closed,25-04-2023 12:00,
5835,11631,Case Closed,29-05-2021 19:00,
5836,11632,Case Closed,29-11-2021 16:00,
5837,11634,Case Closed,03-06-2021 13:00,
5838,11635,Case Closed,06-05-2021 19:00,
5839,11636,Case Closed,10-07-2021 04:00,
5840,11637,Case Closed,09-05-2021 02:00,
5841,11638,Case Closed,20-05-2021 02:00,
5842,11647,Case Closed,21-07-2021 11:00,
5843,11648,Case Closed,29-05-2021 20:00,
5844,11649,Case Closed,06-08-2021 03:00,
5845,11652,Case Closed,03-07-2021 18:00,
5846,11654,Case Closed,12-07-2021 20:00,
5847,11655,Case Closed,24-05-2021 04:00,
5848,11659,Case Closed,10-10-2021 20:00,
5849,11660,Case Closed,28-02-2022 20:00,
5850,11661,Case Closed,17-06-2021 03:00,
5851,11666,Case Closed,14-07-2021 12:00,
5852,11668,Case Closed,11-09-2021 01:00,
5853,11670,Case Closed,07-09-2021 23:00,
5854,11673,Case Closed,03-06-2021 22:00,
5855,11674,Case Closed,05-05-2021 00:00,
5856,11676,Case Closed,02-06-2021 11:00,
5857,11677,Case Closed,23-05-2021 04:00,
5858,11678,Case Closed,25-05-2021 09:00,
5859,11679,Case Closed,26-05-2021 23:00,
5860,11681,Case Closed,08-06-2021 15:00,
5861,11682,Case Closed,01-07-2021 05:00,
5862,11684,Case Closed,08-07-2021 08:00,
5863,11690,Case Closed,28-06-2021 23:00,
5864,11691,Case Closed,06-08-2021 12:00,
5865,11692,Case Closed,11-07-2021 05:00,
5866,11694,Case Closed,22-08-2022 23:00,
5867,11697,Case Closed,11-06-2021 01:00,
